trip_id,route,vehicle_type,departure_hour,distance_km,passengers,fare_amount,delay_minutes,day_of_week,is_holiday,weather_condition,origin_lat,origin_lon,dest_lat,dest_lon
T000227,Route_14,Subway,4,3.1,32,1.94,6.8,Sat,0,Clear,40.7831,-73.71779,40.67339,-74.02129
T000228,Route_3,Tram,21,28.3,28,1.99,2.0,Thu,0,Clear,40.81914,-73.77015,40.70296,-73.94233
T000229,Route_14,Bus,9,40.6,43,9.66,0.3,Fri,1,Clear,40.50464,-73.79559,40.88149,-73.79593
T000230,Route_17,Bus,13,36.4,27,11.79,1.5,Fri,0,Clear,40.66853,-73.90014,40.66348,-73.8506
T000231,Route_6,Ferry,1,44.4,35,6.17,4.5,Thu,0,Rain,40.63012,-74.09357,40.81996,-73.79692
T000232,Route_15,Train,19,5.6,31,8.98,5.7,Fri,0,Clear,40.65362,-73.81271,40.98417,-73.86438
T000233,Route_9,Bus,18,42.8,30,11.29,6.0,Thu,0,Snow,40.726,-73.81248,40.86569,-74.05199
T000234,Route_2,Tram,19,39.0,32,6.56,7.0,Sat,0,Snow,40.8066,-73.75265,40.73763,-73.78126
T000235,Route_10,Train,5,35.0,40,8.58,0.6,Sun,0,Clear,40.85426,-73.80277,40.73795,-73.81042
T000236,Route_4,Subway,5,41.7,35,14.96,7.6,Sat,0,Clear,40.80111,-74.05305,40.97808,-73.85221
T000237,Route_8,Subway,20,40.5,30,10.13,9.0,Sun,0,Clear,40.86894,-74.09749,40.5585,-74.07942
T000238,Route_4,Bus,12,43.1,35,4.03,2.7,Mon,1,Rain,40.64365,-73.75557,40.76837,-73.97931
T000239,Route_6,Train,4,1.5,33,12.15,3.2,Thu,0,Rain,40.59382,-73.96211,40.61493,-74.0619
T000240,Route_3,Train,0,37.4,22,14.88,9.9,Fri,0,Clear,40.53585,-73.95543,40.74487,-73.7842
T000241,Route_18,Subway,6,39.9,27,2.41,2.6,Sun,0,Clear,40.98787,-74.07402,40.71071,-73.97865
T000242,Route_1,Train,15,9.4,31,12.94,3.5,Mon,0,Clear,40.74832,-73.87502,40.5332,-73.95964
T000243,Route_16,Subway,22,14.1,31,13.69,3.8,Sun,0,Rain,40.93482,-74.02987,40.80529,-74.02977
T000244,Route_18,Bus,9,21.3,28,14.4,0.6,Fri,0,Clear,40.93457,-73.74424,40.62898,-73.7587
T000245,Route_18,Bus,0,21.6,25,1.67,0.6,Sat,0,Snow,40.7089,-74.05858,40.5438,-73.81602
T000246,Route_3,Train,13,15.4,32,7.99,3.0,Sun,1,Snow,40.96556,-73.87237,40.96084,-73.70044
T000247,Route_18,Ferry,0,5.0,35,2.52,4.5,Tue,0,Clear,40.84676,-73.77304,40.92407,-74.02015
T000248,Route_5,Bus,16,42.0,30,4.48,9.6,Fri,0,Clear,40.58136,-73.93168,40.60765,-73.73822
T000249,Route_9,Train,21,14.2,40,5.71,0.0,Tue,0,Clear,40.96878,-73.83691,40.5494,-73.98855
T000250,Route_13,Train,4,25.2,26,3.5,1.1,Sun,0,Rain,40.95281,-73.78104,40.55938,-73.70356
T000251,Route_5,Subway,20,20.5,40,4.59,12.1,Wed,0,Clear,40.9211,-73.82461,40.52126,-73.88886
T000252,Route_19,Bus,19,38.3,34,2.69,2.0,Mon,0,Rain,40.82573,-73.96975,40.50401,-73.78245
T000253,Route_7,Tram,2,25.6,27,8.41,2.0,Tue,1,Rain,40.64895,-74.02841,40.51279,-73.75501
T000254,Route_15,Bus,11,27.9,24,3.88,9.0,Wed,0,Rain,40.77573,-73.94173,40.65466,-73.78829
T000255,Route_19,Ferry,13,23.7,29,10.98,2.1,Sun,0,Clear,40.59835,-73.78473,40.91643,-74.03483
T000256,Route_5,Tram,5,41.2,34,5.26,12.5,Thu,0,Clear,40.93713,-73.94221,40.56376,-73.8792
T000257,Route_19,Subway,6,3.0,34,4.46,0.4,Wed,0,Clear,40.94227,-74.05152,40.8075,-73.80298
T000258,Route_8,Tram,17,17.8,32,4.93,3.3,Wed,0,Clear,40.58631,-73.70725,40.51677,-73.7026
T000259,Route_13,Subway,12,21.7,26,12.84,11.7,Fri,0,Clear,40.60788,-73.84347,40.52942,-73.97383
T000260,Route_7,Subway,8,2.2,29,7.74,1.0,Thu,0,Clear,40.93202,-73.97778,40.73984,-74.01498
T000261,Route_13,Subway,20,7.4,34,4.36,7.2,Fri,0,Clear,40.97265,-73.86208,40.54569,-73.75162
T000262,Route_8,Tram,2,36.8,24,4.77,1.1,Sun,0,Clear,40.85015,-74.07586,40.746,-74.07614
T000263,Route_18,Bus,10,33.5,46,6.45,0.7,Fri,0,Clear,40.8868,-73.80384,40.59557,-73.77749
T000264,Route_6,Tram,21,36.3,22,2.73,1.2,Thu,1,Rain,40.54533,-74.02643,40.8634,-73.95962
T000265,Route_10,Tram,17,14.6,33,11.61,8.9,Wed,0,Snow,40.85671,-73.89229,40.89006,-73.89859
T000266,Route_13,Bus,18,17.9,26,9.47,6.9,Fri,0,Clear,40.94249,-73.9035,40.66806,-73.8866
T000267,Route_17,Bus,1,28.5,30,13.78,0.4,Sun,1,Clear,40.98771,-73.90701,40.53413,-73.97278
T000268,Route_7,Bus,21,29.5,20,7.54,5.5,Tue,0,Rain,40.63882,-73.82067,40.85961,-73.96301
T000269,Route_2,Bus,10,24.0,40,6.64,3.8,Sun,1,Clear,40.54987,-73.98719,40.64847,-73.88162
T000270,Route_10,Subway,10,22.8,25,7.06,1.4,Fri,0,Rain,40.58272,-73.80208,40.73302,-73.99115
T000271,Route_14,Train,8,42.9,25,11.57,8.4,Wed,1,Clear,40.60348,-73.85465,40.68777,-73.82708
T000272,Route_15,Train,6,5.1,28,10.36,0.8,Mon,0,Clear,40.99596,-73.87299,40.7077,-74.02005
T000273,Route_9,Ferry,7,24.6,32,12.14,0.2,Wed,0,Rain,40.64771,-74.03353,40.89018,-74.03657
T000274,Route_4,Train,1,26.1,27,8.83,0.9,Wed,0,Rain,40.73949,-73.99363,40.78838,-73.78725
T000275,Route_17,Subway,0,4.0,28,3.49,2.6,Thu,0,Rain,40.85057,-73.73138,40.52791,-73.86101
T000276,Route_9,Ferry,22,43.2,25,12.3,10.0,Tue,0,Fog,40.66979,-73.81256,40.7446,-74.04848
T000277,Route_3,Train,10,12.3,27,12.66,9.2,Fri,0,Rain,40.92485,-73.93008,40.90069,-73.88668
T000278,Route_4,Bus,7,16.7,27,6.57,3.1,Mon,0,Clear,40.93255,-73.87522,40.67869,-74.05975
T000279,Route_3,Ferry,2,20.0,23,2.38,18.2,Sat,0,Rain,40.51627,-73.94375,40.96975,-74.08884
T000280,Route_14,Ferry,12,2.4,26,6.35,4.2,Sat,0,Snow,40.77812,-73.74992,40.85302,-74.02713
T000281,Route_9,Bus,7,38.9,33,6.29,9.3,Fri,1,Rain,40.64549,-73.9097,40.67738,-73.85395
T000282,Route_5,Ferry,17,40.0,38,7.46,3.7,Fri,0,Clear,40.84558,-73.76122,40.70416,-73.94132
T000283,Route_1,Subway,21,42.2,37,2.99,5.8,Fri,0,Clear,40.51687,-73.94096,40.5875,-73.88853
T000284,Route_17,Subway,16,15.4,22,2.54,8.6,Thu,0,Fog,40.82098,-73.86774,40.70934,-73.78424
T000285,Route_11,Tram,6,8.6,35,6.08,6.8,Sat,1,Clear,40.74924,-73.71678,40.87592,-73.94583
T000286,Route_6,Bus,12,1.8,28,2.32,0.3,Sat,0,Clear,40.96389,-74.04955,40.50976,-73.95765
T000287,Route_8,Tram,6,19.8,36,9.94,14.7,Sun,0,Snow,40.82784,-73.81078,40.57533,-73.81202
T000288,Route_7,Tram,9,0.9,27,1.96,1.3,Thu,0,Clear,40.64413,-73.90297,40.99805,-73.8904
T000289,Route_16,Subway,4,12.0,28,14.79,3.9,Sat,0,Clear,40.53584,-73.82374,40.53661,-74.02582
T000290,Route_15,Train,2,13.1,30,10.89,5.6,Fri,1,Rain,40.98646,-73.79818,40.92572,-73.99237
T000291,Route_1,Tram,17,7.6,23,9.58,1.1,Sat,1,Clear,40.8351,-74.04231,40.69211,-73.72755
T000292,Route_18,Subway,16,32.1,30,6.78,3.4,Fri,0,Clear,40.55264,-73.91642,40.88685,-73.84439
T000293,Route_7,Bus,4,28.7,34,11.89,5.1,Mon,0,Rain,40.60502,-74.04779,40.87346,-73.84942
T000294,Route_2,Ferry,5,18.3,26,6.57,9.9,Tue,0,Clear,40.91388,-73.77368,40.65676,-73.96342
T000295,Route_6,Tram,14,38.8,29,3.67,0.3,Wed,0,Clear,40.90644,-73.80179,40.59775,-74.01329
T000296,Route_17,Bus,4,11.1,22,9.54,1.7,Thu,0,Rain,40.61122,-74.04818,40.72289,-73.79093
T000297,Route_17,Tram,17,38.7,30,2.48,2.2,Fri,0,Snow,40.91474,-74.01864,40.6565,-73.81261
T000298,Route_9,Bus,5,43.7,33,11.77,2.8,Wed,0,Rain,40.54202,-73.73173,40.92316,-73.90675
T000299,Route_14,Tram,6,28.7,33,8.17,0.0,Mon,0,Snow,40.66842,-73.98634,40.54209,-73.93976
T000300,Route_18,Tram,21,35.5,28,7.25,2.0,Sun,0,Clear,40.50138,-73.77353,40.73471,-73.75612
T000301,Route_10,Train,19,1.2,31,1.69,2.4,Sat,0,Clear,40.92279,-74.01213,40.56249,-73.9582
T000302,Route_6,Tram,3,20.3,28,12.11,2.0,Sat,1,Snow,40.68557,-73.78381,40.97193,-74.08892
T000303,Route_14,Bus,16,16.6,28,11.78,1.9,Thu,0,Clear,40.60483,-73.73903,40.50461,-73.71242
T000304,Route_17,Ferry,18,32.7,26,10.4,0.1,Thu,0,Rain,40.71502,-73.8337,40.71269,-73.8477
T000305,Route_3,Subway,5,28.0,33,13.88,7.6,Mon,0,Clear,40.95996,-73.82419,40.76665,-74.00479
T000306,Route_16,Subway,8,22.7,37,5.05,0.6,Mon,0,Clear,40.87737,-73.96294,40.54139,-73.8283
T000307,Route_4,Subway,0,39.3,14,13.29,6.4,Sun,0,Clear,40.58193,-74.06995,40.84968,-74.05071
T000308,Route_13,Train,9,28.5,20,10.52,3.9,Sat,0,Rain,40.60065,-73.92836,40.58202,-74.05506
T000309,Route_8,Subway,6,17.2,24,11.95,4.6,Thu,0,Clear,40.8178,-73.85219,40.96826,-73.94132
T000310,Route_5,Subway,22,26.2,35,13.02,2.8,Mon,0,Clear,40.85846,-74.02563,40.9652,-73.90427
T000311,Route_18,Train,9,2.0,26,9.58,7.1,Sat,0,Clear,40.71396,-73.70421,40.78181,-73.7408
T000312,Route_8,Tram,18,28.8,30,13.32,7.0,Sat,0,Rain,40.99907,-73.78947,40.73492,-74.01533
T000313,Route_13,Tram,15,1.7,25,11.88,0.4,Sun,0,Clear,40.86904,-73.85161,40.64309,-73.85572
T000314,Route_1,Train,4,4.1,43,11.44,4.2,Fri,0,Clear,40.52417,-73.84164,40.60679,-73.91096
T000315,Route_5,Ferry,9,1.5,26,10.37,0.2,Sun,0,Clear,40.73802,-74.08589,40.67111,-73.79754
T000316,Route_2,Tram,0,42.1,24,6.96,3.4,Sat,0,Rain,40.87542,-73.76201,40.57762,-73.84334
T000317,Route_11,Ferry,1,9.7,25,11.7,5.4,Thu,0,Clear,40.9711,-73.84794,40.97873,-73.70545
T000318,Route_6,Ferry,20,10.2,31,8.3,13.0,Wed,0,Snow,40.52932,-74.04338,40.60117,-73.92501
T000319,Route_12,Subway,19,9.2,28,6.47,3.8,Sun,0,Clear,40.91204,-74.00843,40.5567,-73.93783
T000320,Route_14,Ferry,1,7.1,36,3.71,21.0,Tue,0,Snow,40.9024,-74.01161,40.98096,-74.05555
T000321,Route_1,Bus,11,38.4,36,10.03,4.1,Sat,0,Clear,40.66081,-74.08838,40.55111,-74.08348
T000322,Route_19,Tram,14,4.1,32,4.06,2.2,Mon,0,Clear,40.62395,-73.78141,40.59226,-73.79423
T000323,Route_4,Bus,19,38.1,37,5.71,0.6,Fri,0,Clear,40.60159,-74.09562,40.68698,-73.75983
T000324,Route_10,Tram,11,11.6,36,7.16,16.1,Tue,0,Rain,40.90778,-74.06746,40.56392,-73.93443
T000325,Route_9,Tram,15,16.0,43,7.5,0.4,Wed,0,Clear,40.611,-73.7973,40.94081,-73.97198
T000326,Route_11,Subway,6,8.1,31,10.49,3.1,Thu,0,Rain,40.97535,-74.00273,40.99522,-73.96197
T000327,Route_7,Train,22,13.9,31,13.06,7.5,Wed,0,Snow,40.96473,-73.78084,40.8895,-74.00558
T000328,Route_17,Subway,0,11.8,31,6.71,3.3,Wed,0,Rain,40.5571,-73.82158,40.76688,-73.77873
T000329,Route_16,Train,9,21.3,31,14.72,0.1,Mon,0,Clear,40.77802,-73.81606,40.9457,-73.98595
T000330,Route_7,Bus,22,19.4,21,14.87,0.2,Tue,0,Clear,40.54916,-73.74033,40.7706,-73.98568
T000331,Route_11,Bus,3,18.8,43,6.81,11.8,Thu,0,Clear,40.96332,-73.84261,40.73754,-73.80155
T000332,Route_14,Train,18,2.6,31,9.06,3.7,Mon,0,Clear,40.89776,-74.02273,40.58792,-73.7927
T000333,Route_12,Subway,3,36.1,35,10.69,12.5,Mon,0,Fog,40.52358,-73.73193,40.92013,-73.81851
T000334,Route_13,Subway,18,19.5,42,2.86,0.3,Sun,1,Rain,40.79829,-74.05035,40.94266,-73.94843
T000335,Route_5,Ferry,19,21.5,30,7.49,2.6,Fri,0,Clear,40.64977,-73.91095,40.54456,-73.77993
T000336,Route_10,Bus,13,44.9,25,6.58,4.5,Sun,0,Clear,40.92389,-73.85619,40.66632,-74.06929
T000337,Route_1,Subway,18,37.6,32,3.79,6.6,Thu,1,Clear,40.99811,-73.71231,40.7509,-73.83126
T000338,Route_15,Train,18,33.7,33,8.41,4.1,Wed,0,Rain,40.68232,-73.99721,40.62042,-73.88539
T000339,Route_10,Train,15,41.7,33,5.61,0.5,Sun,0,Rain,40.719,-73.83278,40.69073,-73.74889
T000340,Route_5,Subway,15,9.4,20,5.7,11.7,Sun,0,Clear,40.94429,-73.81907,40.90364,-73.84096
T000341,Route_13,Train,20,31.2,33,11.5,1.0,Sat,0,Rain,40.81908,-73.98185,40.603,-73.99532
T000342,Route_10,Train,7,44.2,26,9.22,3.5,Tue,0,Rain,40.73304,-73.92653,40.86729,-73.86698
T000343,Route_8,Train,22,11.8,31,7.71,0.8,Mon,0,Clear,40.55863,-74.0329,40.91957,-73.91083
T000344,Route_13,Tram,2,12.9,30,14.31,16.0,Sat,1,Snow,40.73719,-73.73214,40.83986,-73.95201
T000345,Route_17,Tram,20,25.7,19,7.2,1.8,Sat,0,Rain,40.79996,-73.82199,40.56341,-73.7251
T000346,Route_19,Subway,6,33.2,33,13.08,8.2,Sat,0,Clear,40.90428,-73.96696,40.57199,-73.88906
T000347,Route_15,Tram,14,17.4,34,10.6,5.1,Sat,0,Clear,40.90426,-73.73475,40.6988,-74.03485
T000348,Route_14,Bus,20,20.3,30,3.95,16.7,Sun,1,Clear,40.71388,-74.01841,40.60966,-73.99891
T000349,Route_18,Tram,14,18.0,24,6.24,7.5,Fri,0,Clear,40.6663,-73.94928,40.81312,-74.06361
T000350,Route_16,Bus,1,7.3,33,8.53,2.6,Wed,0,Snow,40.51814,-73.85238,40.86822,-74.05946
T000351,Route_4,Subway,9,23.0,34,9.83,1.5,Fri,0,Clear,40.57977,-73.94652,40.51202,-73.97886
T000352,Route_20,Tram,4,27.9,23,9.71,0.1,Fri,0,Clear,40.99529,-74.07041,40.94424,-74.06915
T000353,Route_7,Subway,12,12.8,18,13.15,27.7,Sun,0,Rain,40.75279,-73.85,40.53379,-74.0985
T000354,Route_4,Train,18,3.6,26,2.14,1.2,Fri,0,Clear,40.66348,-73.79401,40.72371,-74.04197
T000355,Route_20,Train,14,26.5,29,7.03,1.9,Wed,1,Clear,40.5667,-73.81504,40.75166,-73.89072
T000356,Route_9,Train,4,41.9,23,7.85,1.1,Mon,0,Fog,40.76337,-73.95754,40.87296,-73.91445
T000357,Route_14,Bus,5,6.9,31,6.62,5.5,Sat,0,Fog,40.66121,-73.90827,40.78706,-73.80327
T000358,Route_6,Train,21,34.6,26,10.53,7.8,Sat,0,Rain,40.63711,-73.7723,40.76634,-73.99533
T000359,Route_7,Ferry,6,2.4,31,6.4,1.2,Tue,0,Rain,40.5199,-74.02847,40.62325,-73.92013
T000360,Route_6,Tram,21,4.5,30,14.25,0.8,Sat,0,Clear,40.83298,-73.77297,40.58269,-73.98265
T000361,Route_5,Subway,16,11.1,33,10.34,10.9,Sat,0,Clear,40.75189,-73.81363,40.80218,-74.03852
T000362,Route_9,Subway,5,41.8,26,6.55,0.9,Tue,0,Clear,40.58207,-74.08104,40.95326,-73.96904
T000363,Route_7,Train,4,8.2,30,5.12,9.7,Thu,0,Clear,40.86759,-74.09146,40.90966,-73.91663
T000364,Route_11,Ferry,7,1.3,33,8.32,18.1,Wed,0,Snow,40.50916,-73.81192,40.52063,-73.84086
T000365,Route_17,Ferry,7,16.7,29,13.66,1.6,Wed,1,Clear,40.85236,-74.06148,40.99908,-73.91938
T000366,Route_20,Subway,9,38.2,32,10.21,7.6,Fri,0,Clear,40.72604,-73.86531,40.59165,-73.84743
T000367,Route_4,Train,4,21.6,36,12.18,6.9,Sat,0,Clear,40.59447,-73.99709,40.71945,-74.08129
T000368,Route_1,Ferry,18,18.5,27,6.36,6.1,Tue,0,Clear,40.70843,-73.78994,40.80726,-73.76353
T000369,Route_13,Bus,10,1.9,31,5.47,0.5,Tue,0,Fog,40.51696,-74.03248,40.81408,-73.95442
T000370,Route_8,Tram,2,19.6,33,13.25,16.0,Sun,0,Clear,40.71205,-73.79958,40.958,-74.06731
T000371,Route_9,Ferry,22,22.4,35,4.81,6.0,Sat,0,Clear,40.52364,-73.8063,40.52088,-73.84301
T000372,Route_11,Train,13,43.8,19,10.39,0.2,Thu,0,Clear,40.70035,-73.90101,40.76744,-73.89415
T000373,Route_16,Ferry,14,31.5,28,3.41,1.8,Fri,0,Rain,40.81122,-73.85645,40.82896,-73.77595
T000374,Route_8,Bus,6,42.7,36,10.67,12.0,Thu,0,Clear,40.69572,-73.97922,40.62766,-73.86484
T000375,Route_15,Bus,9,9.6,36,3.01,9.3,Sun,0,Rain,40.74164,-73.97818,40.60804,-74.03735
T000376,Route_4,Ferry,6,24.7,33,2.14,8.3,Sat,0,Clear,40.52142,-73.82386,40.85863,-74.03403
T000377,Route_17,Train,7,17.0,30,2.84,1.6,Mon,0,Clear,40.54624,-73.74281,40.6484,-73.90717
T000378,Route_6,Bus,0,20.0,39,11.64,1.7,Thu,0,Rain,40.60525,-73.99308,40.58103,-74.04891
T000379,Route_12,Ferry,12,21.4,37,13.96,1.1,Sun,0,Clear,40.7092,-73.85307,40.79091,-73.70485
T000380,Route_6,Ferry,21,40.1,26,8.85,3.7,Tue,0,Clear,40.93701,-73.71366,40.9353,-73.88065
T000381,Route_18,Bus,11,9.9,42,2.79,0.9,Wed,0,Clear,40.6429,-73.74177,40.62329,-73.89848
T000382,Route_16,Bus,11,20.9,32,12.35,6.7,Fri,0,Clear,40.71356,-73.71163,40.94882,-74.05147
T000383,Route_5,Train,12,32.6,25,11.07,1.7,Wed,0,Clear,40.56668,-74.06861,40.53186,-74.06129
T000384,Route_19,Train,11,14.6,35,4.75,0.9,Sat,0,Clear,40.71075,-73.95419,40.75304,-73.87963
T000385,Route_6,Ferry,3,5.5,23,10.39,2.2,Tue,1,Clear,40.89584,-73.74322,40.7331,-73.75926
T000386,Route_18,Train,16,11.4,30,13.36,4.1,Wed,0,Clear,40.50761,-73.82524,40.8446,-73.9573
T000387,Route_5,Tram,2,26.9,38,5.52,8.0,Sun,0,Clear,40.95863,-73.82969,40.89226,-74.09765
T000388,Route_14,Subway,18,12.4,33,5.21,6.2,Mon,0,Snow,40.71416,-74.09162,40.71077,-73.88057
T000389,Route_8,Bus,3,6.2,37,5.59,3.6,Mon,0,Clear,40.99877,-73.72075,40.9031,-73.85477
T000390,Route_11,Subway,11,20.8,32,13.99,4.7,Tue,0,Rain,40.92186,-73.73508,40.75607,-73.88741
T000391,Route_13,Bus,7,42.8,44,6.63,0.5,Sat,0,Snow,40.66082,-73.88014,40.65758,-73.94735
T000392,Route_17,Bus,5,2.6,24,5.91,3.1,Tue,0,Clear,40.98242,-73.94414,40.8104,-73.83622
T000393,Route_13,Train,18,20.3,42,2.35,0.3,Thu,0,Fog,40.69876,-73.81821,40.72018,-73.72742
T000394,Route_14,Bus,10,5.4,30,10.02,2.7,Fri,1,Clear,40.56424,-73.84861,40.60396,-73.80266
T000395,Route_8,Bus,2,9.8,31,3.27,16.8,Fri,0,Clear,40.81827,-73.86606,40.90397,-73.86102
T000396,Route_4,Subway,2,4.0,33,8.63,0.3,Sun,0,Clear,40.6221,-74.0606,40.51657,-73.73948
T000397,Route_11,Tram,2,23.0,29,4.17,15.6,Wed,1,Clear,40.98995,-74.06543,40.51053,-73.88606
T000398,Route_4,Bus,19,41.6,17,4.41,5.4,Mon,0,Clear,40.83114,-73.90384,40.67725,-73.78898
T000399,Route_6,Bus,2,22.4,34,8.35,3.1,Tue,1,Clear,40.95883,-73.81598,40.68083,-74.08538
T000400,Route_10,Bus,22,42.7,29,8.95,11.2,Sun,0,Clear,40.949,-73.82827,40.62614,-73.74375
T000401,Route_17,Ferry,20,42.0,36,8.11,2.6,Wed,0,Clear,40.7658,-73.88649,40.58543,-73.92132
T000402,Route_16,Train,7,5.1,26,6.21,6.0,Wed,0,Clear,40.98288,-73.71358,40.751,-73.73339
T000403,Route_9,Tram,16,12.2,37,2.43,2.3,Mon,0,Clear,40.81128,-73.81217,40.95298,-73.7315
T000404,Route_20,Subway,20,19.6,28,2.04,1.5,Mon,0,Clear,40.98401,-74.06843,40.85863,-73.85038
T000405,Route_4,Bus,8,13.5,21,9.87,1.2,Wed,0,Clear,40.90579,-74.06706,40.88102,-73.7213
T000406,Route_11,Ferry,18,24.6,24,6.67,4.5,Wed,0,Clear,40.96403,-73.79455,40.63439,-74.00667
T000407,Route_1,Ferry,0,7.2,39,9.21,0.3,Mon,0,Rain,40.73988,-74.09593,40.97595,-73.93867
T000408,Route_2,Subway,0,19.5,27,2.6,0.7,Sun,0,Clear,40.88281,-73.95729,40.95802,-73.9599
T000409,Route_13,Subway,19,18.3,31,4.73,3.2,Fri,0,Clear,40.63028,-73.74111,40.87214,-73.83495
T000410,Route_7,Ferry,0,23.8,23,7.71,7.0,Wed,0,Rain,40.72112,-74.02076,40.75952,-73.76254
T000411,Route_16,Bus,20,25.8,34,2.74,0.2,Wed,0,Clear,40.73131,-73.9002,40.67355,-73.81434
T000412,Route_14,Train,9,30.7,33,7.55,2.0,Mon,0,Clear,40.50934,-73.71681,40.63379,-73.97365
T000413,Route_19,Tram,2,41.3,32,13.28,5.3,Thu,1,Clear,40.80372,-74.08689,40.96281,-73.71371
T000414,Route_3,Subway,1,31.8,30,13.25,5.9,Mon,0,Clear,40.64149,-73.81391,40.66038,-73.89498
T000415,Route_18,Subway,19,7.5,28,13.74,24.6,Wed,0,Clear,40.68199,-73.97983,40.99746,-73.86587
T000416,Route_14,Train,16,31.8,34,13.42,2.8,Mon,0,Rain,40.54324,-74.02745,40.71631,-74.04081
T000417,Route_8,Bus,15,13.8,25,7.93,4.1,Thu,0,Snow,40.97998,-73.9653,40.94311,-73.91039
T000418,Route_5,Bus,19,16.2,31,8.16,1.8,Mon,0,Rain,40.52656,-74.09258,40.9745,-73.76293
T000419,Route_20,Ferry,0,16.1,35,3.29,0.5,Wed,0,Clear,40.56354,-73.79693,40.52148,-74.02996
T000420,Route_5,Train,18,2.9,32,6.6,2.3,Thu,0,Fog,40.57964,-73.81837,40.70816,-73.93922
T000421,Route_15,Subway,11,20.2,28,9.48,1.3,Fri,1,Clear,40.57335,-74.09137,40.88119,-74.09509
T000422,Route_3,Bus,21,13.8,38,12.83,2.2,Sat,0,Rain,40.76508,-73.81323,40.57862,-73.95661
T000423,Route_3,Subway,22,1.5,29,6.69,0.7,Sat,0,Clear,40.61158,-73.92865,40.52972,-73.85171
T000424,Route_7,Subway,17,6.5,34,11.19,1.2,Sun,0,Clear,40.52622,-73.98091,40.70243,-73.80696
T000425,Route_5,Train,4,33.3,33,7.17,2.7,Tue,0,Clear,40.99033,-74.0966,40.98945,-73.85771
T000426,Route_3,Tram,7,18.6,33,10.1,0.6,Sat,0,Fog,40.81277,-74.07464,40.52932,-73.98615
T000427,Route_17,Tram,14,7.7,32,5.44,18.0,Tue,0,Clear,40.84224,-73.84168,40.53272,-74.04249
T000428,Route_1,Bus,5,15.4,22,14.27,0.9,Mon,0,Rain,40.73714,-73.89445,40.88887,-74.03047
T000429,Route_8,Tram,9,23.6,22,13.52,1.6,Sun,0,Clear,40.90233,-74.06403,40.641,-73.70615
T000430,Route_19,Subway,19,40.0,30,6.06,0.5,Fri,0,Clear,40.63627,-73.96703,40.71393,-73.99083
T000431,Route_10,Bus,17,16.7,20,3.66,4.3,Tue,0,Rain,40.64117,-74.0214,40.50304,-74.02582
T000432,Route_15,Tram,2,8.8,32,14.81,1.5,Tue,0,Rain,40.52003,-73.94659,40.81632,-73.87369
T000433,Route_14,Tram,17,43.5,33,5.27,15.2,Mon,0,Snow,40.91201,-73.8089,40.53855,-73.72554
T000434,Route_14,Subway,14,16.0,32,4.43,11.0,Tue,0,Clear,40.82787,-73.86988,40.82571,-73.82483
T000435,Route_15,Tram,17,20.9,26,2.47,4.8,Sun,0,Clear,40.50392,-74.06904,40.72445,-73.77107
T000436,Route_16,Subway,4,41.7,41,8.35,4.8,Thu,0,Rain,40.68167,-73.79479,40.74581,-73.75183
T000437,Route_17,Train,7,43.6,41,7.4,0.1,Thu,0,Clear,40.98269,-73.92457,40.75235,-73.93632
T000438,Route_2,Bus,6,9.2,18,3.5,7.1,Tue,1,Clear,40.5267,-74.03503,40.63413,-73.79015
T000439,Route_3,Train,15,33.2,29,3.84,7.5,Sun,0,Rain,40.97635,-73.83914,40.7718,-73.75786
T000440,Route_20,Ferry,22,37.5,23,9.14,18.8,Fri,0,Clear,40.97012,-74.08905,40.72642,-73.79832
T000441,Route_14,Bus,19,33.0,37,11.53,0.4,Tue,0,Clear,40.92755,-73.95663,40.51774,-74.07804
T000442,Route_4,Bus,4,18.0,31,2.03,0.6,Thu,0,Snow,40.86175,-73.88859,40.91473,-73.77819
T000443,Route_11,Bus,15,28.3,34,6.71,2.4,Fri,0,Snow,40.56506,-73.81094,40.71987,-74.02134
T000444,Route_11,Train,5,15.4,30,12.98,5.1,Thu,0,Rain,40.72904,-74.02572,40.95694,-73.80409
T000445,Route_13,Ferry,4,39.9,30,13.63,1.6,Wed,0,Clear,40.60564,-74.01404,40.65333,-73.95493
T000446,Route_15,Ferry,15,31.7,25,2.32,1.7,Sat,0,Rain,40.92359,-73.94203,40.79055,-74.01182
T000447,Route_18,Subway,13,42.5,28,5.62,0.1,Fri,0,Clear,40.91463,-73.9564,40.5717,-73.77433
T000448,Route_9,Tram,9,29.9,35,9.23,8.8,Tue,0,Rain,40.57237,-73.70441,40.74267,-74.00947
T000449,Route_18,Train,11,42.5,33,1.62,9.2,Sat,0,Clear,40.83344,-73.80421,40.62331,-74.03054
T000450,Route_10,Tram,14,32.5,19,12.22,3.0,Fri,0,Snow,40.87916,-73.77905,40.83027,-74.06757
T000451,Route_16,Subway,20,41.2,36,3.22,4.9,Fri,0,Clear,40.62059,-73.71789,40.64966,-73.819
T000452,Route_16,Tram,6,29.7,29,5.19,2.5,Fri,0,Clear,40.72998,-73.88536,40.61386,-73.9133
T000453,Route_18,Subway,21,12.2,32,4.43,2.6,Sat,0,Clear,40.67721,-73.81221,40.61803,-73.82231
T000454,Route_12,Subway,13,4.3,25,1.98,26.3,Sat,0,Rain,40.75338,-73.87135,40.72372,-73.85092
