student_id,age,gender,level,major,gpa_cumulative,enrollment_year,scholarship,housing,is_dropout,final_grade
STU_0348,18,M,Freshman,Education,3.74,2020,0,On-Campus,0,74.8
STU_0349,24,M,Sophomore,Engineering,2.59,2022,0,On-Campus,0,68.8
STU_0350,20,F,Sophomore,Business,2.88,2023,1,Off-Campus,0,67.3
STU_0351,27,M,Junior,Engineering,3.37,2020,0,Off-Campus,0,77.5
STU_0352,18,M,Freshman,Undeclared,3.17,2023,0,On-Campus,1,74.2
STU_0353,18,M,Sophomore,Business,1.63,2020,1,Off-Campus,0,65.4
STU_0354,20,M,Junior,Science,2.17,2020,0,Off-Campus,1,61.5
STU_0355,24,F,Senior,Engineering,3.12,2020,1,On-Campus,0,69.4
STU_0356,18,M,Sophomore,Science,2.05,2021,0,Off-Campus,0,71.2
STU_0357,22,M,Freshman,Science,2.4,2020,1,Off-Campus,0,69.2
STU_0358,28,F,Senior,Undeclared,3.23,2023,0,On-Campus,1,67.7
STU_0359,29,F,Sophomore,Science,3.17,2023,0,Commuter,0,79.6
STU_0360,27,M,Freshman,Arts,3.14,2020,0,On-Campus,0,80.4
STU_0361,25,F,Sophomore,Science,2.03,2023,1,Commuter,0,58.7
STU_0362,29,F,Sophomore,Science,2.65,2023,0,On-Campus,0,65.9
STU_0363,18,M,Junior,Arts,3.48,2021,1,Off-Campus,0,73.9
STU_0364,18,M,Junior,Business,3.93,2021,0,On-Campus,0,85.7
STU_0365,21,F,Sophomore,Arts,2.03,2021,0,On-Campus,1,69.6
STU_0366,22,F,Sophomore,Science,2.55,2020,0,On-Campus,0,75.8
STU_0367,21,F,Sophomore,Undeclared,1.72,2023,1,Commuter,0,58.8
STU_0368,19,M,Sophomore,Education,1.76,2021,0,Commuter,0,53.8
STU_0369,20,F,Sophomore,Science,2.68,2023,0,Commuter,0,67.0
STU_0370,29,M,Sophomore,Engineering,2.47,2023,1,On-Campus,0,71.0
STU_0371,20,M,Senior,Business,3.57,2021,0,Off-Campus,0,76.0
STU_0372,18,M,Freshman,Education,4.0,2023,1,On-Campus,0,84.6
STU_0373,28,F,Junior,Science,3.56,2020,1,Off-Campus,0,83.0
STU_0374,26,F,Freshman,Business,2.87,2021,1,On-Campus,0,67.8
STU_0375,29,F,Sophomore,Business,2.98,2021,0,Off-Campus,1,68.8
STU_0376,28,F,Junior,Arts,3.53,2020,0,Off-Campus,0,83.8
STU_0377,19,F,Senior,Arts,3.16,2023,1,Off-Campus,0,66.6
STU_0378,18,M,Senior,Business,3.25,2020,0,On-Campus,0,71.4
STU_0379,28,M,Sophomore,Arts,4.0,2022,1,Commuter,1,82.9
STU_0380,28,M,Senior,Undeclared,2.93,2021,0,Off-Campus,0,84.4
STU_0381,19,M,Junior,Business,2.17,2020,1,Commuter,1,71.1
STU_0382,18,F,Freshman,Science,2.32,2022,0,On-Campus,1,58.1
STU_0383,18,M,Sophomore,Education,3.09,2020,1,Commuter,1,77.0
STU_0384,19,M,Senior,Arts,2.38,2023,0,Off-Campus,0,68.6
STU_0385,23,M,Freshman,Business,2.25,2023,0,Off-Campus,0,69.1
STU_0386,28,F,Freshman,Arts,2.58,2023,0,On-Campus,1,61.5
STU_0387,23,F,Senior,Business,3.11,2023,0,On-Campus,0,80.8
STU_0388,25,F,Freshman,Undeclared,2.27,2022,1,On-Campus,0,80.1
STU_0389,18,M,Sophomore,Engineering,2.52,2020,0,Commuter,1,73.3
STU_0390,27,F,Sophomore,Undeclared,1.83,2023,0,On-Campus,1,61.0
STU_0391,19,F,Junior,Undeclared,2.26,2022,0,Off-Campus,0,62.6
STU_0392,29,M,Freshman,Science,2.08,2022,0,On-Campus,0,76.0
STU_0393,26,F,Junior,Arts,2.19,2020,0,On-Campus,1,58.6
STU_0394,18,M,Freshman,Undeclared,2.65,2023,1,On-Campus,1,61.5
STU_0395,29,M,Freshman,Engineering,2.68,2020,1,On-Campus,1,61.8
STU_0396,20,M,Junior,Arts,2.9,2021,0,Commuter,0,64.7
STU_0397,24,F,Freshman,Science,3.32,2020,1,On-Campus,0,70.0
STU_0398,28,M,Freshman,Education,2.88,2020,1,Commuter,0,63.4
STU_0399,26,M,Senior,Engineering,4.0,2020,0,On-Campus,0,74.9
STU_0400,26,M,Senior,Business,2.51,2022,0,Off-Campus,1,60.1
STU_0401,29,M,Junior,Engineering,2.48,2020,0,Off-Campus,0,76.9
STU_0402,28,F,Sophomore,Undeclared,3.82,2023,0,Commuter,0,86.7
STU_0403,19,M,Junior,Education,3.06,2021,1,Commuter,0,85.9
STU_0404,25,F,Freshman,Business,2.17,2021,0,On-Campus,1,60.4
STU_0405,26,M,Freshman,Education,2.83,2023,0,Off-Campus,0,75.4
STU_0406,25,F,Freshman,Undeclared,2.1,2021,1,Commuter,1,68.1
STU_0407,23,M,Freshman,Arts,2.62,2020,0,Commuter,1,56.7
STU_0408,18,F,Sophomore,Undeclared,3.11,2022,1,Commuter,0,68.1
STU_0409,29,M,Sophomore,Science,2.27,2022,1,On-Campus,0,56.7
STU_0410,26,M,Freshman,Education,2.9,2022,0,On-Campus,0,67.0
STU_0411,22,F,Sophomore,Arts,3.52,2022,0,Commuter,0,77.3
STU_0412,25,F,Junior,Engineering,2.89,2020,0,On-Campus,0,80.4
STU_0413,19,F,Freshman,Engineering,3.97,2022,0,Off-Campus,0,81.8
STU_0414,25,F,Senior,Education,2.72,2023,0,Commuter,0,65.2
STU_0415,18,M,Freshman,Engineering,3.34,2020,0,Commuter,0,77.5
STU_0416,22,F,Junior,Arts,3.81,2023,1,On-Campus,0,84.9
STU_0417,18,M,Junior,Engineering,2.64,2023,0,On-Campus,1,59.3
STU_0418,18,F,Junior,Science,3.13,2020,0,On-Campus,0,83.5
STU_0419,19,F,Freshman,Engineering,1.67,2020,1,Commuter,1,54.8
STU_0420,23,F,Junior,Undeclared,2.93,2021,0,On-Campus,0,78.0
STU_0421,23,M,Sophomore,Arts,3.47,2023,1,Commuter,0,76.6
STU_0422,29,F,Junior,Arts,2.77,2021,0,Off-Campus,0,64.3
STU_0423,27,F,Sophomore,Arts,1.68,2020,1,On-Campus,1,57.0
STU_0424,27,F,Freshman,Science,3.12,2023,1,Off-Campus,0,68.0
STU_0425,28,M,Sophomore,Engineering,3.1,2022,0,Commuter,0,73.5
STU_0426,18,M,Junior,Business,2.81,2022,1,Commuter,0,75.7
STU_0427,23,F,Junior,Education,3.23,2021,1,On-Campus,0,63.8
STU_0428,24,F,Senior,Science,2.65,2023,0,Off-Campus,1,68.7
STU_0429,29,M,Freshman,Arts,2.79,2020,1,On-Campus,0,69.0
STU_0430,20,M,Sophomore,Education,3.23,2020,0,On-Campus,0,79.3
STU_0431,21,M,Junior,Education,1.42,2023,1,Commuter,1,59.2
STU_0432,21,M,Senior,Business,3.42,2021,1,Commuter,0,79.3
STU_0433,18,F,Freshman,Engineering,2.52,2020,0,Off-Campus,0,58.6
STU_0434,20,F,Junior,Education,3.28,2021,1,On-Campus,0,80.4
STU_0435,25,M,Sophomore,Science,3.79,2021,1,Off-Campus,0,75.5
STU_0436,20,F,Freshman,Engineering,2.52,2022,0,Off-Campus,1,71.7
STU_0437,20,M,Sophomore,Science,2.17,2022,1,On-Campus,0,62.0
STU_0438,21,M,Junior,Science,2.74,2021,1,Off-Campus,0,70.0
STU_0439,22,M,Freshman,Education,3.04,2020,0,On-Campus,0,59.7
STU_0440,27,F,Sophomore,Engineering,2.46,2022,0,On-Campus,0,69.0
STU_0441,23,M,Sophomore,Arts,2.38,2022,0,Off-Campus,1,68.9
STU_0442,19,F,Senior,Science,2.12,2021,1,On-Campus,0,63.0
STU_0443,28,M,Freshman,Engineering,2.38,2020,0,On-Campus,0,64.4
STU_0444,27,F,Sophomore,Science,3.8,2022,0,Off-Campus,0,81.9
STU_0445,23,M,Freshman,Science,3.13,2022,1,Commuter,0,77.5
STU_0446,26,M,Freshman,Engineering,2.7,2023,1,Off-Campus,0,71.7
STU_0447,23,M,Freshman,Arts,2.51,2021,1,On-Campus,0,58.6
STU_0448,21,F,Sophomore,Undeclared,3.46,2020,1,Off-Campus,0,81.3
STU_0449,24,F,Junior,Education,1.13,2022,0,On-Campus,0,60.5
STU_0450,20,M,Senior,Engineering,2.75,2023,0,Commuter,1,74.8
STU_0451,24,F,Junior,Science,2.84,2021,0,Commuter,0,65.0
STU_0452,22,M,Freshman,Engineering,4.0,2023,1,On-Campus,0,86.2
STU_0453,20,F,Senior,Arts,3.09,2020,0,On-Campus,0,66.4
STU_0454,20,M,Freshman,Undeclared,2.59,2020,0,On-Campus,0,73.6
STU_0455,24,M,Senior,Science,1.86,2023,0,Off-Campus,0,66.4
STU_0456,22,M,Freshman,Arts,3.28,2023,0,On-Campus,0,61.3
STU_0457,22,F,Junior,Undeclared,2.29,2021,0,Off-Campus,0,51.5
STU_0458,24,F,Sophomore,Science,1.91,2020,0,Off-Campus,1,54.6
STU_0459,24,M,Junior,Undeclared,3.13,2023,0,On-Campus,1,74.7
STU_0460,25,F,Sophomore,Engineering,3.73,2021,0,On-Campus,0,70.6
STU_0461,29,F,Senior,Education,1.86,2023,0,On-Campus,0,65.5
STU_0462,20,F,Sophomore,Arts,2.97,2021,0,On-Campus,0,67.1
STU_0463,23,F,Freshman,Science,3.0,2022,0,Commuter,0,81.2
STU_0464,21,F,Freshman,Undeclared,2.05,2022,0,Off-Campus,1,64.4
STU_0465,23,M,Freshman,Science,3.51,2020,1,Off-Campus,1,76.4
STU_0466,28,F,Sophomore,Business,1.4,2021,1,Commuter,0,51.1
STU_0467,22,M,Freshman,Science,1.79,2020,0,On-Campus,1,53.5
STU_0468,26,F,Junior,Engineering,3.8,2022,1,On-Campus,1,85.1
STU_0469,23,F,Senior,Science,2.78,2022,0,On-Campus,0,69.4
STU_0470,29,M,Junior,Engineering,4.0,2022,1,Off-Campus,0,67.5
STU_0471,25,F,Sophomore,Arts,3.9,2021,1,On-Campus,0,82.5
STU_0472,24,M,Junior,Education,3.7,2023,1,On-Campus,0,79.2
STU_0473,22,M,Sophomore,Undeclared,3.99,2021,0,Off-Campus,0,92.4
STU_0474,19,F,Sophomore,Science,2.59,2022,1,Commuter,0,79.8
STU_0475,20,F,Sophomore,Undeclared,1.63,2022,0,On-Campus,0,59.6
STU_0476,23,M,Sophomore,Engineering,2.86,2020,0,Commuter,0,89.7
STU_0477,26,F,Senior,Education,2.64,2020,1,Off-Campus,0,75.9
STU_0478,19,F,Senior,Business,3.82,2022,1,On-Campus,0,63.1
STU_0479,28,F,Senior,Undeclared,2.32,2021,0,On-Campus,0,64.2
STU_0480,23,F,Freshman,Arts,2.8,2020,0,On-Campus,1,77.4
STU_0481,18,F,Freshman,Education,3.37,2022,0,On-Campus,0,68.9
STU_0482,28,F,Sophomore,Business,3.18,2021,0,On-Campus,0,69.6
STU_0483,25,M,Sophomore,Business,2.46,2022,1,On-Campus,1,64.9
STU_0484,27,M,Sophomore,Science,3.2,2023,1,On-Campus,1,78.0
STU_0485,20,M,Sophomore,Arts,3.06,2021,1,On-Campus,1,67.3
STU_0486,26,M,Sophomore,Undeclared,2.58,2021,0,Off-Campus,0,71.8
STU_0487,21,M,Sophomore,Undeclared,0.87,2022,0,Off-Campus,1,43.5
STU_0488,23,F,Junior,Science,2.51,2020,0,Off-Campus,1,59.3
STU_0489,27,F,Junior,Arts,3.58,2021,0,Off-Campus,0,75.2
STU_0490,20,F,Freshman,Undeclared,4.0,2022,1,Off-Campus,0,82.0
STU_0491,18,F,Senior,Engineering,3.07,2023,1,On-Campus,0,77.6
STU_0492,23,M,Sophomore,Arts,3.35,2021,0,Commuter,0,77.2
STU_0493,24,F,Junior,Education,2.81,2020,0,Commuter,1,68.7
STU_0494,24,M,Freshman,Engineering,3.08,2020,0,Commuter,1,70.4
STU_0495,20,M,Freshman,Education,2.62,2021,0,On-Campus,0,75.3
STU_0496,26,F,Junior,Engineering,3.05,2023,0,On-Campus,0,73.1
STU_0497,20,M,Freshman,Undeclared,2.24,2021,0,On-Campus,0,57.3
STU_0498,25,F,Freshman,Science,2.76,2021,0,Off-Campus,0,72.8
STU_0499,21,M,Senior,Business,2.77,2020,1,Off-Campus,0,67.6
STU_0500,27,M,Senior,Arts,3.05,2022,0,On-Campus,1,77.9
