player_id,team,position,games_played,points_per_game,assists_per_game,rebounds_per_game,minutes_per_game,age,experience_years,salary_millions,home_lat,home_lon,region
P0259,Team_E,Guard,17,4.9,1.2,7.6,5.0,21,8,1.55,41.0655,-119.6952,Midwest
P0260,Team_H,Center,43,9.4,0.0,4.4,11.5,25,12,4.22,33.4062,-79.9005,South
P0261,Team_D,Forward,42,25.8,0.9,3.2,17.4,34,7,0.5,31.8216,-97.7101,Northeast
P0262,Team_L,Defender,47,0.0,6.0,12.0,19.2,26,14,2.11,44.8066,-76.5235,South
P0263,Team_B,Striker,50,5.9,6.4,11.2,12.8,20,6,0.5,33.7706,-99.2066,West
P0264,Team_J,Forward,58,24.0,1.8,3.6,33.3,25,8,0.5,38.1144,-87.0319,West
P0265,Team_F,Forward,42,6.0,0.0,11.8,14.4,29,11,1.35,35.7743,-121.4266,Pacific
P0266,Team_B,Center,20,5.9,7.5,6.0,24.7,22,10,2.16,35.6836,-110.4377,Midwest
P0267,Team_I,Center,35,6.2,1.8,7.9,27.2,33,10,1.76,47.7084,-119.786,Northeast
P0268,Team_C,Defender,29,8.6,5.8,6.3,28.0,36,15,3.53,35.3953,-76.7086,Midwest
P0269,Team_H,Center,44,18.5,11.0,5.2,24.0,33,8,0.5,39.2115,-86.4832,Pacific
P0270,Team_K,Guard,37,5.4,2.5,2.4,18.5,28,17,0.5,29.6216,-123.2038,Pacific
P0271,Team_I,Forward,77,17.0,1.5,0.0,26.0,20,7,4.05,36.2196,-117.4332,Northeast
P0272,Team_G,Forward,27,16.5,4.4,14.5,15.6,27,12,11.53,43.6069,-114.8617,West
P0273,Team_I,Center,74,0.0,5.7,8.6,17.5,26,0,5.37,43.0843,-113.8626,West
P0274,Team_H,Midfielder,61,2.2,4.0,5.9,16.0,34,16,8.09,26.1561,-106.5485,South
P0275,Team_L,Forward,61,13.5,4.3,12.6,42.0,31,3,5.49,47.7979,-92.1388,Northeast
P0276,Team_J,Forward,51,10.3,0.0,4.3,15.4,28,6,10.5,45.3424,-123.1303,Midwest
P0277,Team_D,Midfielder,72,0.7,0.0,2.7,21.2,31,7,2.37,30.205,-73.2427,Midwest
P0278,Team_E,Striker,41,7.7,1.1,8.6,25.1,21,9,0.56,34.601,-117.1967,West
P0279,Team_D,Defender,68,27.1,10.1,0.0,26.0,20,1,1.52,47.0679,-115.6204,Midwest
P0280,Team_J,Defender,39,25.3,5.8,12.2,38.2,22,4,0.5,38.7112,-122.8886,South
P0281,Team_C,Center,14,6.6,4.7,4.7,14.3,20,4,1.47,38.1476,-109.2565,Pacific
P0282,Team_I,Striker,17,6.8,0.0,8.7,40.8,27,6,0.5,37.9828,-108.5315,South
P0283,Team_H,Forward,65,6.9,0.0,7.7,15.1,34,9,0.5,34.2814,-83.6954,Midwest
P0284,Team_H,Striker,70,6.1,0.0,3.9,19.6,22,7,0.5,25.412,-71.9311,West
P0285,Team_G,Guard,56,15.3,6.5,9.9,23.1,36,3,7.86,47.1255,-121.1141,Midwest
P0286,Team_A,Defender,72,7.4,2.8,7.8,37.0,30,17,0.74,29.4436,-83.7224,Pacific
P0287,Team_J,Striker,38,9.7,0.4,0.3,14.5,28,17,1.86,31.7148,-87.0428,Midwest
P0288,Team_I,Defender,47,15.5,6.0,0.0,31.5,32,12,1.5,42.8831,-101.7828,West
P0289,Team_H,Center,36,14.4,2.1,12.0,26.6,33,17,1.27,30.2187,-85.2849,Pacific
P0290,Team_L,Striker,59,15.7,5.2,1.1,35.2,30,2,0.55,35.6665,-105.9827,South
P0291,Team_C,Midfielder,39,21.8,0.0,7.5,27.5,25,4,0.5,30.6616,-91.0705,Midwest
P0292,Team_G,Forward,18,13.5,5.2,7.0,35.1,30,16,2.47,35.6048,-112.1938,South
P0293,Team_K,Striker,54,10.8,6.7,9.9,19.4,28,13,3.71,34.0669,-85.1288,West
P0294,Team_D,Guard,53,15.7,0.5,2.8,24.0,21,6,4.39,46.9158,-85.6292,Midwest
P0295,Team_B,Defender,33,17.2,2.6,4.6,28.5,29,10,0.5,38.4993,-84.995,Pacific
P0296,Team_J,Striker,35,14.2,0.8,10.0,30.1,33,13,0.76,45.9466,-115.8128,Pacific
P0297,Team_K,Center,61,18.7,4.3,4.4,12.4,35,11,0.69,37.4954,-92.8646,Midwest
P0298,Team_B,Midfielder,13,12.3,2.8,1.8,23.8,31,4,4.45,29.6148,-75.9439,South
P0299,Team_B,Defender,78,19.6,2.0,2.0,17.8,33,16,5.79,46.392,-111.8236,Northeast
P0300,Team_L,Midfielder,16,30.6,2.5,6.2,27.4,34,3,0.5,27.8569,-118.625,Northeast
P0301,Team_G,Center,50,6.1,2.3,7.0,38.1,33,11,0.5,43.7906,-114.0648,Pacific
P0302,Team_D,Striker,45,19.2,3.2,3.3,7.9,23,13,4.18,36.1293,-71.3701,South
P0303,Team_B,Center,53,21.1,9.1,8.6,20.4,37,8,4.01,35.2578,-83.7795,West
P0304,Team_K,Guard,65,20.4,0.0,3.7,21.0,32,5,0.65,35.7744,-101.2643,Midwest
P0305,Team_A,Defender,46,15.3,5.7,6.2,24.9,26,6,5.56,33.0781,-116.7015,South
P0306,Team_K,Midfielder,61,16.6,2.7,9.0,19.3,22,14,7.72,34.2713,-73.7556,Midwest
P0307,Team_H,Guard,44,8.7,2.1,4.3,16.2,21,0,2.52,39.8084,-71.7322,South
P0308,Team_G,Guard,73,11.1,1.3,6.9,27.6,30,13,2.72,28.0196,-101.6436,South
P0309,Team_I,Defender,30,14.7,3.4,8.7,23.8,30,13,1.92,30.5004,-86.7067,Pacific
P0310,Team_A,Striker,46,22.7,3.7,7.8,21.0,20,5,2.62,26.1028,-100.2169,South
P0311,Team_E,Center,37,16.7,0.0,0.0,19.5,25,13,5.17,32.5328,-81.0259,Midwest
P0312,Team_H,Forward,14,10.2,2.5,4.2,34.7,36,3,3.01,38.4709,-108.4739,Pacific
P0313,Team_B,Forward,42,19.1,3.4,7.0,22.5,22,5,0.69,42.2964,-89.7853,Pacific
P0314,Team_F,Midfielder,26,14.3,5.2,11.7,22.8,25,10,1.41,25.9903,-91.829,Midwest
P0315,Team_E,Midfielder,71,4.1,8.8,7.0,36.2,21,6,0.5,43.5279,-83.2794,Midwest
P0316,Team_L,Center,13,4.8,5.0,5.2,28.9,28,2,16.97,31.0924,-103.4007,Northeast
P0317,Team_H,Defender,59,11.0,3.4,6.2,13.0,32,2,3.67,37.6567,-81.4921,Northeast
P0318,Team_G,Striker,55,13.1,0.0,4.6,14.8,29,2,2.3,43.7309,-71.2742,South
P0319,Team_L,Striker,20,9.5,0.9,7.3,13.2,36,10,1.43,46.1036,-108.1494,West
P0320,Team_A,Striker,59,15.3,5.9,1.7,35.4,22,14,9.8,30.4424,-77.824,Midwest
P0321,Team_L,Striker,69,12.0,0.0,0.0,29.5,21,12,3.01,29.2259,-78.569,West
P0322,Team_G,Center,53,10.1,10.6,7.5,33.6,35,9,4.01,33.7523,-87.5774,South
P0323,Team_C,Striker,53,23.3,0.6,2.9,12.6,27,8,2.33,44.8026,-86.1762,Midwest
P0324,Team_B,Midfielder,60,8.3,1.4,5.7,16.3,21,9,5.08,37.9089,-117.2816,Northeast
P0325,Team_C,Striker,26,12.8,6.6,3.8,14.4,20,4,5.75,26.1915,-96.3845,West
P0326,Team_J,Defender,76,15.9,4.0,7.0,5.1,36,9,0.65,32.0047,-79.1901,South
P0327,Team_G,Guard,19,5.2,4.1,7.2,13.9,27,16,0.91,38.2042,-106.4804,Pacific
P0328,Team_I,Defender,80,18.2,5.4,1.9,21.6,35,13,3.43,26.4523,-83.3909,Northeast
P0329,Team_E,Guard,36,6.4,7.1,0.0,31.5,29,12,0.5,30.8244,-73.0863,South
P0330,Team_G,Center,39,12.1,3.0,8.9,14.2,24,12,3.74,43.1332,-121.8141,Northeast
P0331,Team_G,Guard,15,18.0,1.4,8.5,33.5,24,2,5.25,46.8845,-100.4788,Pacific
P0332,Team_J,Guard,28,13.6,4.7,2.6,43.9,29,14,0.5,46.3713,-123.8619,West
P0333,Team_A,Forward,12,9.5,6.1,3.9,15.1,23,9,1.14,31.3062,-119.218,South
P0334,Team_E,Defender,40,20.2,9.6,3.3,21.2,23,14,0.83,33.9022,-79.5352,West
P0335,Team_A,Defender,31,5.6,7.0,2.4,34.1,27,17,0.5,35.0348,-94.0042,West
P0336,Team_I,Midfielder,80,0.0,0.0,4.7,10.8,22,13,3.25,34.9477,-73.1271,West
P0337,Team_F,Forward,57,11.0,0.0,13.8,16.0,21,12,0.5,28.8449,-104.5731,Midwest
P0338,Team_D,Guard,42,20.3,0.0,4.1,25.8,33,17,0.76,32.7974,-98.6947,Midwest
P0339,Team_H,Center,56,5.8,6.8,13.1,19.0,34,9,11.63,40.4633,-73.6768,Northeast
P0340,Team_K,Striker,20,17.2,14.9,7.8,17.7,26,10,2.52,33.3323,-74.2301,South
P0341,Team_J,Defender,39,1.3,5.9,4.8,20.0,29,6,2.26,38.3141,-121.3009,West
P0342,Team_G,Striker,57,9.2,0.0,3.0,19.0,31,12,0.5,45.3854,-124.8093,South
P0343,Team_A,Forward,13,7.0,1.4,12.1,20.8,33,15,1.04,40.5605,-74.734,West
P0344,Team_J,Striker,15,10.0,0.0,6.2,46.1,27,13,0.5,30.0766,-95.4566,Midwest
P0345,Team_F,Center,51,13.5,3.3,13.6,29.6,26,17,0.5,43.9139,-116.7402,West
P0346,Team_G,Forward,32,13.6,1.9,14.8,45.6,32,6,2.16,31.8636,-121.2977,Pacific
P0347,Team_C,Striker,31,0.0,5.4,4.5,26.7,27,14,1.05,34.5841,-70.0289,West
P0348,Team_D,Defender,35,2.3,2.2,1.1,11.6,34,13,0.68,39.7198,-101.6566,Northeast
P0349,Team_F,Striker,59,24.2,6.2,0.8,42.7,26,8,1.83,43.4761,-109.5388,Midwest
P0350,Team_L,Defender,52,8.1,0.0,1.8,39.1,33,16,0.5,33.7405,-115.7694,West
P0351,Team_C,Forward,43,22.3,2.5,6.9,14.7,31,4,2.89,35.1312,-120.9,South
P0352,Team_C,Forward,34,18.6,9.2,12.0,6.1,21,0,2.26,38.5594,-116.7087,South
P0353,Team_F,Midfielder,34,14.0,4.5,9.5,19.6,21,1,7.61,34.2926,-107.6039,South
P0354,Team_C,Striker,78,11.8,9.9,4.1,40.0,32,8,1.77,40.3479,-97.7924,South
P0355,Team_G,Striker,27,11.1,5.6,7.2,24.4,32,0,6.81,33.9214,-111.2246,Northeast
P0356,Team_C,Forward,15,0.9,3.8,3.5,5.2,35,7,11.01,36.6496,-91.275,West
P0357,Team_J,Defender,24,13.3,6.1,5.9,19.8,35,5,21.2,32.2645,-110.5847,West
P0358,Team_E,Striker,36,10.2,10.6,9.7,31.9,32,4,11.89,41.2197,-92.8954,Pacific
P0359,Team_C,Striker,33,0.0,1.9,6.8,24.7,25,8,28.89,33.4075,-110.9388,West
P0360,Team_A,Forward,76,31.0,4.7,6.3,38.5,22,6,0.74,33.6041,-109.8825,South
P0361,Team_F,Guard,65,32.5,4.7,5.7,21.8,24,12,1.76,43.8001,-92.761,Northeast
P0362,Team_K,Forward,53,0.5,3.1,3.9,30.2,26,4,1.78,35.3231,-118.7114,Northeast
P0363,Team_E,Defender,35,9.8,7.7,4.5,30.3,32,15,2.49,44.348,-90.2279,South
P0364,Team_H,Center,57,12.2,3.2,8.0,14.3,26,12,5.58,42.9805,-81.5461,South
P0365,Team_A,Midfielder,14,6.4,2.5,6.2,22.1,32,9,2.02,36.9773,-81.7876,Pacific
P0366,Team_J,Midfielder,12,9.6,3.0,13.5,33.7,27,17,2.23,46.3525,-98.1305,Pacific
P0367,Team_K,Forward,69,21.8,7.5,8.5,38.4,36,9,8.45,25.2338,-92.0282,West
P0368,Team_G,Striker,31,19.3,4.5,0.0,25.3,30,16,0.61,31.3595,-117.3615,West
P0369,Team_C,Guard,73,7.0,11.3,9.6,20.3,32,15,0.89,31.0364,-88.6712,Midwest
P0370,Team_L,Center,34,9.3,3.7,0.1,7.0,31,10,1.52,46.6993,-102.4756,Pacific
P0371,Team_J,Forward,58,8.8,2.4,10.9,33.5,21,13,1.33,37.5486,-89.1229,Northeast
P0372,Team_G,Striker,53,15.8,2.9,3.1,27.8,21,8,4.21,38.0155,-107.9079,South
P0373,Team_E,Center,28,12.1,2.1,8.4,25.0,29,12,1.96,47.1869,-88.1707,Midwest
P0374,Team_I,Guard,50,20.4,3.4,3.8,16.9,29,6,0.67,44.2572,-76.3623,Midwest
P0375,Team_B,Center,42,23.6,1.2,8.4,31.8,37,17,1.13,26.044,-80.5378,Pacific
P0376,Team_D,Center,48,22.3,2.8,5.2,16.9,20,6,0.8,25.0666,-92.3417,South
P0377,Team_B,Striker,15,22.2,4.4,5.0,19.8,34,1,0.65,44.4079,-96.8357,Midwest
P0378,Team_K,Striker,46,14.3,3.9,6.2,24.5,28,6,0.5,36.5553,-75.1824,West
P0379,Team_B,Defender,79,7.8,6.3,5.9,28.0,23,2,1.72,25.6717,-77.2744,West
P0380,Team_H,Forward,37,12.6,2.1,0.0,40.1,26,4,0.5,43.2768,-78.0753,West
P0381,Team_A,Striker,21,13.2,8.4,7.9,27.2,29,3,1.64,43.7424,-79.3784,Pacific
P0382,Team_J,Guard,53,13.9,2.9,1.3,29.2,20,8,0.5,46.4164,-80.3121,Midwest
P0383,Team_G,Striker,77,17.3,11.8,6.3,28.9,35,8,2.25,41.2497,-80.7929,South
P0384,Team_L,Striker,26,14.6,4.9,6.5,36.0,28,0,0.95,32.2083,-80.3847,Pacific
P0385,Team_E,Striker,17,10.2,3.5,9.7,5.0,32,4,0.71,36.7334,-85.2141,South
P0386,Team_A,Forward,42,13.7,2.9,7.6,13.2,23,15,0.5,29.5759,-74.3308,South
P0387,Team_K,Forward,25,20.1,6.1,5.1,13.7,27,12,0.5,39.8681,-89.5525,Midwest
P0388,Team_L,Guard,22,0.0,6.1,0.0,23.7,22,7,2.89,29.2405,-104.2282,South
P0389,Team_J,Center,40,0.0,0.0,8.9,20.6,33,11,0.5,30.0331,-103.1418,West
P0390,Team_J,Guard,15,9.5,4.9,7.9,15.3,27,6,0.5,27.1414,-118.7604,Northeast
P0391,Team_L,Guard,35,12.6,0.0,8.2,22.0,30,12,3.4,32.8597,-111.9297,South
P0392,Team_A,Midfielder,51,17.6,0.3,5.9,10.4,32,7,4.72,38.72,-109.3072,Midwest
P0393,Team_D,Striker,31,9.8,5.2,4.1,25.6,28,7,3.8,44.1392,-120.8052,Midwest
P0394,Team_H,Center,26,4.7,6.7,4.8,41.2,28,11,2.24,32.2272,-109.1858,West
P0395,Team_I,Forward,62,26.5,5.6,10.3,26.9,32,4,6.51,41.3983,-106.6925,Northeast
P0396,Team_E,Guard,10,20.4,0.0,10.9,36.0,26,4,2.25,45.2444,-88.3619,Pacific
P0397,Team_I,Striker,70,11.1,3.8,5.5,46.0,29,13,2.97,47.5829,-86.8658,Pacific
P0398,Team_G,Defender,17,7.4,3.0,8.1,28.7,30,8,3.04,44.3448,-113.4227,Pacific
P0399,Team_A,Defender,50,9.8,6.1,8.5,19.1,24,10,0.5,27.4528,-105.3928,Midwest
P0400,Team_A,Forward,56,15.2,3.3,9.4,16.6,32,16,0.5,41.5078,-86.9295,Northeast
P0401,Team_C,Forward,47,20.2,3.8,4.1,28.0,34,1,0.5,29.7502,-123.1228,West
P0402,Team_G,Striker,26,23.4,0.6,9.5,25.8,29,12,7.07,40.3638,-108.7939,South
P0403,Team_C,Center,76,15.7,5.8,5.9,16.0,23,2,2.56,31.675,-78.8689,Northeast
P0404,Team_E,Midfielder,21,12.9,6.1,5.5,19.2,37,1,4.4,47.4345,-83.3225,South
P0405,Team_G,Midfielder,32,12.5,6.6,5.1,13.2,37,15,14.24,31.7625,-100.4276,South
P0406,Team_L,Forward,25,5.2,6.0,1.0,19.3,28,10,2.79,41.376,-101.3487,Midwest
P0407,Team_C,Forward,81,16.9,4.5,3.9,15.5,34,5,0.56,42.9098,-82.5389,Midwest
P0408,Team_D,Midfielder,74,18.2,0.7,0.9,7.8,29,8,4.5,41.4589,-95.0103,Pacific
P0409,Team_A,Forward,75,0.0,5.7,3.8,43.5,31,0,13.38,28.6947,-95.3805,Midwest
P0410,Team_I,Center,68,6.2,3.6,0.1,10.6,23,17,6.07,30.9475,-86.4773,Pacific
P0411,Team_B,Defender,66,6.0,0.3,6.7,43.5,31,2,1.98,27.9743,-99.1009,Midwest
P0412,Team_B,Midfielder,72,25.2,7.8,9.5,6.9,27,4,2.42,28.0156,-108.3612,South
P0413,Team_C,Forward,76,1.6,13.3,11.8,21.2,21,10,0.5,42.9464,-109.3645,Midwest
P0414,Team_I,Defender,54,8.3,6.8,8.1,29.2,28,16,0.91,30.0593,-77.9428,West
P0415,Team_A,Forward,30,6.5,4.9,0.0,27.2,33,2,7.78,46.4657,-123.5976,Midwest
P0416,Team_F,Center,33,22.6,1.2,8.3,34.1,20,15,8.4,42.4641,-97.5039,Pacific
P0417,Team_L,Striker,64,12.4,3.0,4.4,11.3,37,7,1.64,33.4578,-112.4622,Northeast
P0418,Team_B,Center,56,5.6,4.5,6.7,16.0,24,12,0.74,28.3333,-120.7382,Midwest
P0419,Team_L,Forward,15,6.2,2.4,1.7,21.8,20,2,0.5,30.7243,-82.4109,South
P0420,Team_F,Guard,48,11.3,5.9,5.8,28.6,26,9,4.39,26.838,-84.419,South
P0421,Team_G,Striker,26,17.1,0.0,4.7,31.0,27,15,13.93,34.3494,-84.5825,Northeast
P0422,Team_I,Guard,26,0.0,4.0,13.1,13.8,32,12,0.86,44.1648,-78.4949,Pacific
P0423,Team_G,Defender,12,14.6,5.3,0.7,28.7,20,14,8.2,37.1539,-83.1621,South
P0424,Team_L,Forward,68,8.6,4.9,8.3,25.7,26,10,0.65,43.0022,-84.0824,West
P0425,Team_C,Forward,28,5.5,6.2,1.5,29.3,28,12,1.74,40.5863,-76.69,Midwest
P0426,Team_I,Guard,68,3.6,1.5,4.9,23.9,27,16,0.65,47.5345,-119.9962,West
P0427,Team_D,Striker,30,17.6,3.3,6.1,20.6,22,16,0.71,38.4773,-96.8149,Midwest
P0428,Team_C,Striker,11,19.5,3.1,2.3,24.2,24,10,2.45,40.548,-108.4297,Northeast
P0429,Team_B,Forward,24,16.0,4.7,7.8,33.9,23,3,4.98,43.1302,-80.5294,Pacific
P0430,Team_H,Guard,27,5.8,3.7,6.0,5.3,22,1,4.79,43.7614,-70.3588,South
P0431,Team_B,Striker,69,18.0,3.4,2.6,30.5,33,3,0.5,42.4656,-95.8664,Midwest
P0432,Team_L,Center,31,8.8,1.1,0.0,44.9,30,7,2.7,30.4809,-99.6641,Pacific
P0433,Team_E,Defender,28,9.5,0.7,7.3,21.8,31,14,0.5,32.2419,-76.4086,West
P0434,Team_L,Guard,11,14.6,3.5,8.0,22.3,20,4,4.45,35.5172,-113.3681,Northeast
P0435,Team_I,Forward,53,10.2,0.0,10.9,26.0,29,6,9.76,27.0048,-117.9415,South
P0436,Team_L,Forward,54,17.5,0.3,1.9,24.9,37,0,0.86,47.002,-103.8436,South
P0437,Team_C,Guard,32,12.4,1.6,7.1,39.1,30,7,5.27,32.9692,-84.4634,West
P0438,Team_C,Forward,75,23.4,3.5,7.0,48.0,21,15,4.02,38.4908,-124.3577,South
P0439,Team_A,Guard,38,19.0,5.3,5.8,25.4,35,17,1.68,38.4634,-87.1749,Pacific
P0440,Team_H,Center,39,6.6,4.1,9.8,18.8,27,2,8.79,32.3522,-84.0988,Pacific
P0441,Team_D,Guard,60,22.9,1.8,4.4,9.9,36,14,2.5,46.1395,-95.2552,West
P0442,Team_F,Striker,66,20.2,7.1,7.2,15.4,34,10,4.71,46.7949,-85.8787,Northeast
P0443,Team_D,Defender,40,12.0,4.3,6.0,30.8,36,7,3.71,28.2514,-121.6619,Pacific
P0444,Team_F,Guard,58,14.7,4.5,0.0,14.4,20,0,1.56,45.6348,-113.3131,West
P0445,Team_B,Midfielder,29,21.8,3.4,1.9,32.2,25,6,0.5,35.4581,-78.9642,South
P0446,Team_F,Guard,46,21.5,5.3,5.0,23.2,30,3,15.61,32.8968,-104.2077,Northeast
P0447,Team_H,Midfielder,41,5.8,6.3,5.7,9.8,25,15,1.93,44.917,-114.0462,Midwest
P0448,Team_D,Striker,16,25.2,1.2,12.0,38.4,26,15,0.6,37.076,-104.7439,Pacific
P0449,Team_E,Midfielder,74,1.7,4.1,7.6,15.7,28,15,6.07,42.0774,-93.0474,South
P0450,Team_K,Striker,38,11.6,1.9,6.7,21.9,26,0,0.5,36.0977,-118.7721,Midwest
P0451,Team_A,Guard,60,19.1,4.6,8.2,33.0,29,10,2.62,42.6434,-71.9887,West
P0452,Team_I,Center,46,0.0,4.1,2.9,21.1,27,17,12.55,36.0988,-85.0087,Pacific
P0453,Team_A,Midfielder,67,30.2,1.9,8.2,23.3,27,6,0.78,37.3024,-71.5263,South
P0454,Team_J,Center,32,3.6,7.4,14.5,17.1,35,5,2.94,45.9956,-113.4873,South
P0455,Team_L,Guard,81,7.5,4.3,15.3,14.1,23,8,0.78,42.9334,-70.5472,South
P0456,Team_K,Center,21,15.4,0.3,0.4,29.0,23,9,11.26,29.4527,-105.6393,South
P0457,Team_E,Center,51,0.4,3.7,5.2,41.0,31,17,5.52,34.928,-89.1212,Pacific
P0458,Team_D,Forward,39,19.9,5.6,8.9,20.0,22,15,1.84,34.437,-83.0014,South
P0459,Team_H,Center,42,2.0,3.5,11.7,10.3,33,0,1.11,25.3488,-73.9216,Pacific
P0460,Team_G,Forward,25,0.0,1.1,7.0,32.5,25,13,0.86,28.2434,-105.8874,South
P0461,Team_H,Guard,73,21.1,4.5,0.0,29.1,22,5,1.2,37.175,-89.8492,Pacific
P0462,Team_A,Center,44,21.5,5.4,0.0,27.5,35,1,5.99,28.8223,-98.6498,Northeast
P0463,Team_G,Midfielder,47,16.5,3.3,8.8,21.3,37,6,2.29,32.9488,-106.7472,West
P0464,Team_H,Guard,42,3.7,2.2,10.9,28.2,30,9,2.56,27.1457,-124.3595,Midwest
P0465,Team_I,Midfielder,54,15.4,5.2,7.0,5.0,34,8,2.19,42.5222,-88.0255,Northeast
P0466,Team_G,Defender,22,13.0,6.3,11.5,32.3,36,2,1.17,27.7332,-85.2944,South
P0467,Team_J,Striker,17,0.9,0.2,6.1,24.2,23,0,2.01,36.33,-121.7119,Midwest
P0468,Team_A,Center,35,12.9,4.3,2.7,19.3,28,4,0.5,27.9329,-84.704,Northeast
P0469,Team_A,Forward,26,18.7,6.2,10.7,30.1,21,12,3.46,28.35,-93.9556,Pacific
P0470,Team_J,Forward,38,22.1,6.3,6.5,19.7,30,8,3.0,26.7132,-103.6381,Northeast
P0471,Team_G,Guard,41,7.2,2.1,8.1,23.2,31,10,3.07,28.3804,-101.7154,Midwest
P0472,Team_L,Forward,25,13.7,4.7,3.9,29.4,35,11,4.23,35.9167,-92.7887,Midwest
P0473,Team_H,Forward,71,17.7,6.8,6.6,29.7,26,3,0.5,46.2845,-101.9596,Pacific
P0474,Team_A,Defender,35,17.6,5.3,0.0,23.2,33,0,1.36,39.6242,-84.0962,Northeast
P0475,Team_C,Midfielder,60,8.7,0.4,0.0,24.6,33,14,12.84,44.9519,-103.6879,South
P0476,Team_C,Forward,70,25.3,4.9,6.0,19.6,33,15,0.78,31.4426,-92.9707,South
P0477,Team_G,Guard,20,13.7,0.0,12.3,22.0,31,7,3.43,30.148,-120.0673,South
P0478,Team_H,Striker,43,5.0,1.6,5.2,21.0,20,1,0.5,26.8638,-120.6632,Midwest
P0479,Team_H,Forward,15,10.7,4.1,8.4,14.1,30,14,0.5,37.6422,-124.8556,Northeast
P0480,Team_L,Guard,45,13.0,2.5,7.3,21.8,34,10,2.27,45.7972,-122.3076,South
P0481,Team_C,Guard,68,7.0,4.6,6.8,27.5,22,2,3.53,34.2474,-108.5668,Northeast
P0482,Team_B,Defender,79,9.6,3.8,3.8,25.4,23,8,1.86,46.3002,-82.3317,South
P0483,Team_K,Guard,25,18.8,0.3,19.6,35.8,24,3,0.5,37.1396,-109.9853,West
P0484,Team_B,Defender,56,16.4,3.2,0.0,11.7,35,12,0.87,31.2616,-94.557,West
P0485,Team_F,Forward,49,10.0,1.6,13.0,10.2,26,8,0.5,42.2103,-92.7915,Midwest
P0486,Team_G,Forward,48,13.6,5.4,12.4,47.3,35,7,2.55,31.1746,-101.4948,South
P0487,Team_F,Striker,49,25.1,6.9,2.0,25.7,21,1,1.47,26.4841,-99.8062,Pacific
P0488,Team_H,Center,13,24.0,0.9,7.8,27.8,24,15,6.41,43.9457,-114.7978,Northeast
P0489,Team_D,Defender,55,25.3,3.7,8.5,32.8,25,0,3.14,29.9961,-105.8179,Northeast
P0490,Team_D,Forward,65,17.8,4.6,2.2,21.0,24,7,0.97,47.3032,-113.561,Pacific
P0491,Team_H,Striker,70,0.0,1.0,7.1,15.5,26,10,1.06,42.9775,-80.9528,Northeast
P0492,Team_L,Forward,29,6.4,2.9,1.4,29.5,36,14,3.89,32.6028,-122.1146,South
P0493,Team_H,Center,23,21.8,7.1,4.3,21.3,28,3,3.78,44.8521,-110.2894,Northeast
P0494,Team_K,Guard,17,4.0,1.5,0.0,12.7,28,11,3.81,37.3465,-95.4232,Pacific
P0495,Team_G,Midfielder,49,13.8,7.9,9.8,19.0,22,4,0.88,34.0544,-105.5752,South
P0496,Team_C,Midfielder,11,11.7,6.5,6.9,5.2,37,17,4.43,47.9647,-85.7901,Midwest
P0497,Team_E,Defender,24,1.5,2.8,9.6,30.2,27,15,3.93,36.4387,-88.3983,Pacific
P0498,Team_I,Forward,18,14.6,2.8,5.8,6.0,35,17,0.79,26.2561,-100.3551,Pacific
P0499,Team_E,Center,49,9.9,2.6,2.7,15.7,27,1,5.01,25.4362,-91.7435,Pacific
P0500,Team_H,Forward,52,3.9,2.0,5.3,28.4,28,12,1.12,43.9612,-101.2918,Midwest
P0501,Team_K,Center,20,7.7,4.2,4.8,28.7,37,13,1.94,28.7303,-113.7185,Pacific
P0502,Team_G,Striker,34,4.3,0.0,6.8,21.5,32,10,2.99,35.8824,-88.1957,Northeast
P0503,Team_A,Defender,36,2.4,2.0,5.0,37.6,24,17,2.87,45.4078,-113.0168,West
P0504,Team_B,Midfielder,69,20.7,4.3,5.4,25.8,25,8,3.9,25.1565,-72.2186,West
P0505,Team_J,Center,72,6.6,4.1,8.6,27.6,31,16,5.72,37.1289,-100.4033,West
P0506,Team_K,Forward,30,5.1,2.6,5.5,33.3,34,16,5.92,47.7893,-106.9414,South
P0507,Team_I,Center,62,22.9,3.8,5.7,13.1,30,6,4.66,40.2119,-70.2802,South
P0508,Team_C,Striker,48,14.4,3.3,2.6,35.0,37,12,11.59,33.4467,-92.0768,South
P0509,Team_J,Guard,41,18.0,3.2,4.0,27.0,27,17,3.75,25.3028,-94.5706,Midwest
P0510,Team_L,Defender,29,11.3,5.4,9.8,27.6,22,12,1.39,29.6895,-78.9754,West
P0511,Team_I,Midfielder,76,20.7,4.9,12.2,21.3,24,9,4.97,39.4975,-106.542,West
P0512,Team_J,Midfielder,74,8.3,10.2,4.3,32.0,28,8,3.17,40.3114,-75.6228,Northeast
P0513,Team_G,Midfielder,74,3.7,3.6,3.0,41.6,27,9,0.5,40.9962,-73.6269,South
P0514,Team_B,Striker,34,14.1,8.1,6.9,25.4,32,17,8.63,28.8984,-109.6262,South
P0515,Team_C,Defender,40,16.1,4.3,8.4,27.9,32,13,7.58,42.781,-122.0644,Pacific
P0516,Team_K,Forward,15,3.1,8.2,3.3,26.1,21,8,0.5,31.0007,-96.8594,West
P0517,Team_A,Defender,13,15.3,5.6,3.8,13.8,23,12,1.95,39.5706,-100.5236,Midwest
P0518,Team_I,Center,27,27.6,11.5,11.2,30.4,21,13,2.69,33.6637,-78.5442,South
