trip_id,route,vehicle,distance_km,base_time_min,traffic_level,weather_severity,driver_experience_years,actual_delay_min,on_time
T0415,Route_E,Truck,87.4,170.8,0,2,11,37.3,0
T0416,Route_C,Motorcycle,162.3,483.2,1,0,5,126.8,0
T0417,Route_A,SUV,20.3,47.0,1,0,14,8.3,0
T0418,Route_B,Van,56.7,136.3,0,2,5,56.0,0
T0419,Route_E,Van,157.2,403.0,0,3,8,203.3,0
T0420,Route_C,Van,184.6,469.2,1,2,1,348.2,0
T0421,Route_B,Motorcycle,15.1,25.9,0,1,5,6.3,0
T0422,Route_D,SUV,114.6,334.7,0,0,4,32.8,1
T0423,Route_D,Van,8.1,21.7,0,2,1,10.3,0
T0424,Route_D,SUV,142.4,388.3,1,3,3,382.6,0
T0425,Route_E,Truck,65.2,145.0,0,3,14,29.7,0
T0426,Route_C,Motorcycle,173.7,301.6,0,0,8,15.0,1
T0427,Route_F,Motorcycle,102.8,165.1,0,3,2,110.1,0
T0428,Route_F,Truck,64.8,131.6,1,0,9,20.5,0
T0429,Route_D,Van,123.1,230.2,0,0,9,0.0,1
T0430,Route_B,Van,77.9,227.3,1,1,7,132.6,0
T0431,Route_F,Motorcycle,86.6,227.4,0,0,2,13.0,1
T0432,Route_B,Truck,25.1,58.3,2,1,2,48.6,0
T0433,Route_B,SUV,87.4,176.6,0,0,10,12.5,1
T0434,Route_B,SUV,112.2,284.3,0,1,11,26.1,1
T0435,Route_E,Motorcycle,190.5,370.8,0,1,4,85.8,0
T0436,Route_E,Van,142.2,293.0,1,1,6,115.0,0
T0437,Route_A,Motorcycle,57.9,138.7,2,3,10,182.4,0
T0438,Route_C,Van,188.1,284.1,1,1,14,63.1,0
T0439,Route_A,Truck,84.6,128.8,1,0,4,51.0,0
T0440,Route_F,SUV,134.7,302.6,1,0,4,141.0,0
T0441,Route_C,Truck,183.3,394.4,0,1,9,57.7,1
T0442,Route_A,Van,141.7,255.9,1,2,4,145.2,0
T0443,Route_A,Truck,8.1,13.1,2,0,2,9.5,0
T0444,Route_C,SUV,20.8,61.0,2,2,3,72.5,0
T0445,Route_D,Motorcycle,60.2,161.5,0,1,7,28.3,0
T0446,Route_C,Van,77.4,222.9,1,1,1,167.4,0
T0447,Route_D,SUV,183.5,511.8,0,2,2,166.9,0
T0448,Route_D,Van,88.4,191.2,1,3,12,158.6,0
T0449,Route_B,Van,102.5,274.5,1,0,6,57.9,0
T0450,Route_F,SUV,185.8,308.1,1,1,2,172.6,0
T0451,Route_A,Truck,185.2,308.9,1,2,12,197.4,0
T0452,Route_E,Motorcycle,138.6,230.9,0,0,12,0.0,1
T0453,Route_C,SUV,112.9,212.5,1,0,8,36.8,0
T0454,Route_E,SUV,128.3,264.3,0,0,1,47.7,0
T0455,Route_E,Truck,81.6,190.1,1,0,6,58.6,0
T0456,Route_D,Motorcycle,95.1,201.7,0,0,5,4.4,1
T0457,Route_E,SUV,140.3,258.8,0,0,8,0.0,1
T0458,Route_D,Van,62.9,145.4,0,1,10,30.8,0
T0459,Route_C,Van,28.7,70.4,1,0,10,4.1,1
T0460,Route_F,Motorcycle,50.7,92.7,2,1,13,64.9,0
T0461,Route_A,Motorcycle,152.0,426.7,1,1,10,170.7,0
T0462,Route_C,Truck,174.8,427.6,1,0,1,107.0,0
T0463,Route_E,SUV,187.0,403.6,2,1,13,292.9,0
T0464,Route_B,Truck,190.5,507.7,1,2,11,282.6,0
T0465,Route_E,Motorcycle,114.3,279.3,1,0,9,87.0,0
T0466,Route_A,Truck,165.2,456.7,0,0,9,12.5,1
T0467,Route_F,Truck,40.8,113.4,2,1,5,110.7,0
T0468,Route_B,Motorcycle,59.8,108.3,0,1,9,1.4,1
T0469,Route_D,Motorcycle,18.0,44.5,0,0,13,0.0,1
T0470,Route_F,SUV,123.6,316.5,0,0,11,0.0,1
T0471,Route_B,Motorcycle,143.2,216.6,0,1,1,92.0,0
T0472,Route_B,Truck,25.2,39.7,1,1,10,10.4,0
T0473,Route_E,SUV,151.6,410.0,1,0,5,150.4,0
T0474,Route_C,Motorcycle,134.2,271.1,0,0,7,0.0,1
T0475,Route_C,Truck,132.6,375.6,1,1,10,122.1,0
T0476,Route_C,Van,80.3,191.4,0,1,2,17.2,1
T0477,Route_F,Van,182.0,411.5,0,0,2,17.9,1
T0478,Route_B,Van,160.3,305.8,1,0,6,52.5,0
T0479,Route_C,Van,48.9,112.1,2,1,14,74.7,0
T0480,Route_F,Van,134.1,365.0,1,2,6,198.3,0
T0481,Route_D,Van,141.3,290.0,0,0,6,4.3,1
T0482,Route_F,Van,157.8,338.3,0,1,13,0.0,1
T0483,Route_E,Van,23.4,61.3,2,2,6,67.2,0
T0484,Route_E,Van,6.1,13.4,1,0,13,0.8,1
T0485,Route_A,Motorcycle,9.4,19.1,1,1,12,4.6,0
T0486,Route_F,Motorcycle,154.0,375.2,1,0,11,93.5,0
T0487,Route_B,Motorcycle,188.0,399.0,0,0,4,78.5,0
T0488,Route_C,Truck,49.6,118.9,2,3,7,132.0,0
T0489,Route_D,Truck,128.4,283.1,0,1,6,68.7,0
T0490,Route_A,Van,15.4,33.6,1,1,2,21.8,0
T0491,Route_C,Truck,128.2,202.7,1,3,6,163.3,0
T0492,Route_D,Truck,40.0,102.2,0,1,13,0.0,1
T0493,Route_F,Van,16.8,42.5,0,0,12,2.2,1
T0494,Route_F,Motorcycle,129.6,379.8,2,1,1,316.6,0
T0495,Route_F,Van,184.7,438.5,1,0,6,106.1,0
T0496,Route_B,Van,183.6,445.0,0,1,11,43.5,1
T0497,Route_E,Motorcycle,177.8,319.1,1,0,9,78.3,0
T0498,Route_A,SUV,188.5,502.0,0,0,5,41.2,1
T0499,Route_D,Truck,135.5,384.6,0,1,2,93.2,0
T0500,Route_F,SUV,24.7,43.2,0,3,14,11.5,0
T0501,Route_A,SUV,27.3,41.3,0,0,8,0.0,1
T0502,Route_D,Truck,64.0,189.6,0,2,2,107.9,0
T0503,Route_F,Motorcycle,197.4,376.5,0,2,11,156.3,0
T0504,Route_E,SUV,118.2,267.0,0,1,12,23.6,1
T0505,Route_F,Motorcycle,21.0,46.1,0,2,10,9.8,0
T0506,Route_F,Truck,72.7,168.7,2,1,10,94.7,0
T0507,Route_E,Truck,154.2,448.8,0,1,13,15.6,1
T0508,Route_D,Van,168.5,344.0,2,1,7,320.1,0
T0509,Route_D,Motorcycle,153.7,259.6,0,3,5,200.6,0
T0510,Route_D,Van,174.6,367.3,2,3,13,384.8,0
T0511,Route_C,Van,30.7,85.3,0,2,3,41.3,0
T0512,Route_F,SUV,185.8,549.0,1,0,14,42.3,1
T0513,Route_C,Van,76.6,125.0,1,2,5,94.0,0
T0514,Route_A,Motorcycle,47.6,133.7,0,0,13,0.0,1
T0515,Route_E,Motorcycle,122.1,192.9,0,0,4,0.0,1
T0516,Route_A,SUV,99.8,287.5,0,0,8,0.0,1
T0517,Route_C,Van,158.2,377.4,0,2,13,88.9,0
T0518,Route_B,Motorcycle,121.4,364.1,1,0,14,0.0,1
T0519,Route_B,Truck,136.5,361.0,0,1,3,114.4,0
T0520,Route_B,SUV,102.7,161.9,0,1,4,39.1,0
T0521,Route_A,Van,199.3,536.9,1,0,12,55.3,1
T0522,Route_A,SUV,59.8,105.3,0,2,14,26.6,0
T0523,Route_C,Motorcycle,115.9,287.0,0,1,5,78.7,0
T0524,Route_F,Van,17.9,27.4,2,1,9,20.0,0
T0525,Route_A,Motorcycle,86.6,167.9,0,0,8,0.0,1
T0526,Route_A,Van,137.3,271.4,2,3,3,342.3,0
T0527,Route_D,SUV,73.3,210.4,0,1,10,41.9,0
T0528,Route_D,Van,159.9,306.6,0,0,12,0.0,1
T0529,Route_A,Van,72.0,198.0,2,0,2,109.0,0
T0530,Route_F,Truck,92.1,207.5,0,1,10,26.9,1
T0531,Route_A,Van,131.3,250.7,0,0,3,0.0,1
T0532,Route_B,Motorcycle,177.5,504.7,2,0,7,370.8,0
T0533,Route_A,Van,42.2,74.9,0,1,1,17.9,0
T0534,Route_E,Truck,27.8,70.1,2,0,14,32.3,0
T0535,Route_A,Truck,118.8,247.7,0,0,12,0.0,1
T0536,Route_B,Truck,165.1,387.9,1,2,2,343.4,0
T0537,Route_B,Truck,188.8,306.7,0,2,10,57.3,0
T0538,Route_C,Truck,119.1,219.1,2,2,8,258.7,0
T0539,Route_D,Motorcycle,133.4,306.7,0,0,11,0.0,1
T0540,Route_E,Van,87.6,235.7,0,2,8,117.6,0
T0541,Route_B,Motorcycle,27.6,42.5,1,0,5,6.7,0
T0542,Route_B,Van,180.1,471.4,0,2,8,191.0,0
T0543,Route_F,Motorcycle,15.1,35.3,0,2,14,8.2,0
T0544,Route_F,Motorcycle,32.2,76.2,1,2,5,59.7,0
T0545,Route_C,SUV,28.1,81.6,1,1,10,31.2,0
T0546,Route_F,Van,132.6,322.0,0,3,14,148.4,0
T0547,Route_E,Motorcycle,86.4,144.8,1,3,12,125.0,0
T0548,Route_D,SUV,137.9,401.2,0,0,13,0.0,1
T0549,Route_A,Motorcycle,54.8,90.9,0,1,10,0.0,1
T0550,Route_F,SUV,113.5,175.2,2,0,10,92.8,0
T0551,Route_D,SUV,176.5,412.2,0,1,11,0.0,1
T0552,Route_B,SUV,14.8,32.5,0,0,3,0.0,1
T0553,Route_F,Van,66.4,103.9,1,0,2,34.3,0
T0554,Route_E,Van,110.4,305.4,0,0,7,0.0,1
T0555,Route_F,SUV,89.6,167.9,1,0,10,3.1,1
T0556,Route_C,Motorcycle,58.0,87.6,2,3,4,113.5,0
T0557,Route_A,Truck,46.1,128.5,2,1,1,130.4,0
T0558,Route_C,Truck,198.1,304.8,1,1,1,162.3,0
T0559,Route_B,Truck,64.4,115.7,0,2,5,51.5,0
T0560,Route_F,Truck,36.2,63.7,0,2,14,2.1,1
T0561,Route_B,Truck,139.6,280.8,2,0,3,147.9,0
T0562,Route_C,Motorcycle,9.6,26.5,2,0,14,12.0,0
T0563,Route_B,SUV,12.0,34.7,0,1,3,7.1,0
T0564,Route_B,SUV,7.2,19.3,0,0,12,0.0,1
T0565,Route_D,Truck,115.4,174.2,0,1,8,20.2,1
T0566,Route_F,Motorcycle,14.9,31.8,2,2,13,29.2,0
T0567,Route_A,SUV,55.6,90.7,0,0,6,5.8,1
T0568,Route_F,Motorcycle,46.2,121.4,0,1,5,19.8,0
T0569,Route_E,Motorcycle,99.5,252.7,1,0,5,91.2,0
T0570,Route_D,Truck,34.1,64.9,0,1,2,21.5,0
T0571,Route_E,Van,11.8,24.6,1,0,14,0.0,1
T0572,Route_A,Motorcycle,26.7,65.9,2,2,4,60.0,0
T0573,Route_A,SUV,165.7,347.3,0,2,5,147.5,0
T0574,Route_D,Motorcycle,38.0,77.0,1,1,3,18.8,0
T0575,Route_E,SUV,125.8,266.3,0,0,1,80.6,0
T0576,Route_E,Motorcycle,139.4,381.2,1,2,10,229.1,0
T0577,Route_B,SUV,12.8,36.4,2,0,12,19.1,0
T0578,Route_B,SUV,104.8,166.7,0,0,11,0.0,1
T0579,Route_E,Motorcycle,68.2,171.6,1,1,2,66.6,0
T0580,Route_F,SUV,154.9,284.9,1,0,13,91.9,0
T0581,Route_A,Van,47.6,75.8,0,1,4,11.7,0
T0582,Route_B,SUV,98.3,284.4,0,1,9,43.9,0
T0583,Route_B,SUV,162.3,448.5,0,2,3,139.9,0
T0584,Route_C,Van,134.4,396.3,0,2,12,110.6,0
T0585,Route_D,Truck,9.8,20.1,1,2,8,14.1,0
T0586,Route_D,Van,32.9,84.7,0,1,13,1.4,1
T0587,Route_D,SUV,159.5,401.0,1,3,3,410.7,0
T0588,Route_C,Truck,134.1,328.5,1,0,6,65.4,0
T0589,Route_D,SUV,181.0,498.9,0,0,12,0.0,1
T0590,Route_D,Van,67.1,190.5,1,0,14,38.0,0
T0591,Route_C,Truck,7.7,15.2,1,0,14,3.6,0
T0592,Route_C,SUV,115.3,262.0,0,1,6,50.7,0
T0593,Route_B,Truck,197.8,363.7,0,1,12,20.7,1
T0594,Route_E,Van,175.4,524.9,1,2,10,329.4,0
T0595,Route_E,Motorcycle,67.1,149.8,2,1,3,146.0,0
T0596,Route_E,Motorcycle,28.3,66.8,0,2,3,24.3,0
T0597,Route_F,Motorcycle,147.4,358.0,0,0,6,0.0,1
T0598,Route_E,Van,50.3,92.6,1,1,3,31.9,0
T0599,Route_B,Motorcycle,119.2,275.6,0,0,7,0.0,1
T0600,Route_F,Motorcycle,129.4,353.2,0,1,6,79.2,0
T0601,Route_F,SUV,65.0,157.4,2,2,11,127.5,0
T0602,Route_C,Truck,108.3,281.4,2,3,13,325.4,0
T0603,Route_F,Van,69.6,175.0,0,2,14,21.4,1
T0604,Route_A,Motorcycle,159.1,314.4,1,0,9,23.5,1
T0605,Route_F,Truck,71.2,160.8,0,1,1,50.0,0
T0606,Route_F,Van,124.7,302.4,0,0,7,0.0,1
T0607,Route_A,Van,147.4,251.1,0,0,9,16.3,1
T0608,Route_F,Motorcycle,70.9,119.9,0,0,1,31.3,0
T0609,Route_D,Motorcycle,141.1,257.2,0,0,13,0.0,1
T0610,Route_C,SUV,110.4,178.7,1,3,2,187.9,0
T0611,Route_D,SUV,176.4,412.2,2,0,5,268.2,0
T0612,Route_D,Van,20.6,45.7,1,2,2,41.6,0
T0613,Route_B,Truck,43.1,108.4,0,3,10,60.3,0
T0614,Route_F,Motorcycle,105.7,250.6,2,1,1,200.1,0
T0615,Route_B,Truck,158.3,384.1,0,2,12,77.2,0
T0616,Route_F,Truck,90.8,223.8,0,0,3,27.9,1
T0617,Route_C,Van,79.7,145.5,0,0,10,0.0,1
T0618,Route_D,Truck,103.2,165.3,0,3,10,78.2,0
T0619,Route_A,Motorcycle,121.7,258.2,2,1,12,164.4,0
T0620,Route_A,Truck,9.1,24.8,2,2,5,24.7,0
T0621,Route_C,Van,110.9,228.5,1,0,3,65.9,0
T0622,Route_C,Van,80.1,222.8,2,2,8,197.3,0
T0623,Route_B,SUV,97.5,147.3,0,1,13,0.0,1
T0624,Route_F,Van,41.1,95.1,1,0,11,14.1,1
T0625,Route_F,SUV,62.8,101.5,0,0,10,0.0,1
T0626,Route_D,Truck,16.5,41.9,1,0,14,9.7,0
T0627,Route_E,Motorcycle,113.2,182.8,0,1,3,64.8,0
T0628,Route_A,SUV,132.3,313.5,0,3,3,177.8,0
T0629,Route_B,SUV,112.2,330.5,0,1,5,86.6,0
T0630,Route_E,Van,69.7,186.4,0,1,7,49.2,0
T0631,Route_C,Motorcycle,198.5,369.5,2,2,12,403.0,0
T0632,Route_C,Motorcycle,124.4,189.7,0,2,12,45.9,0
T0633,Route_D,SUV,117.8,323.8,2,2,1,331.8,0
T0634,Route_F,Truck,125.6,295.6,0,1,3,132.4,0
T0635,Route_D,Truck,30.9,53.8,2,2,8,49.2,0
T0636,Route_F,Motorcycle,64.1,166.3,1,1,13,39.9,0
T0637,Route_C,Van,117.2,204.3,0,1,13,0.0,1
T0638,Route_B,SUV,115.0,217.5,1,1,5,124.3,0
T0639,Route_B,SUV,124.0,276.7,0,0,5,4.5,1
T0640,Route_B,Truck,67.2,142.7,2,0,6,77.5,0
T0641,Route_E,Motorcycle,119.0,346.7,0,1,8,17.7,1
T0642,Route_C,Van,130.2,249.1,0,0,2,6.8,1
T0643,Route_A,SUV,121.4,329.6,0,2,3,117.8,0
T0644,Route_A,Van,40.3,108.3,0,1,13,0.0,1
T0645,Route_F,Truck,88.2,213.6,0,0,10,0.0,1
T0646,Route_B,SUV,7.8,16.0,1,0,8,5.4,0
T0647,Route_A,Truck,160.7,466.0,0,0,4,55.4,1
T0648,Route_B,Motorcycle,137.4,398.2,2,2,9,416.5,0
T0649,Route_C,SUV,67.3,106.8,0,0,5,21.9,0
T0650,Route_B,SUV,152.8,403.4,0,1,7,64.6,0
T0651,Route_E,Motorcycle,80.3,165.4,2,0,2,102.5,0
T0652,Route_E,Van,193.2,413.9,1,2,3,299.9,0
T0653,Route_B,Motorcycle,88.4,218.0,1,0,11,39.5,0
T0654,Route_F,SUV,163.4,447.2,1,0,3,142.0,0
T0655,Route_F,Truck,133.3,328.1,0,2,6,115.1,0
T0656,Route_D,SUV,162.7,457.8,0,2,11,107.4,0
T0657,Route_B,Van,58.4,167.4,0,2,14,36.9,0
T0658,Route_C,Van,52.5,102.8,0,0,13,0.0,1
T0659,Route_F,Motorcycle,190.7,380.1,1,2,8,228.4,0
T0660,Route_F,Motorcycle,161.6,481.6,1,0,6,168.2,0
T0661,Route_D,Motorcycle,175.2,307.3,0,2,11,84.1,0
T0662,Route_A,Motorcycle,168.1,390.6,0,2,9,123.3,0
T0663,Route_C,Motorcycle,98.1,263.7,2,3,14,248.8,0
T0664,Route_E,Truck,75.8,213.6,1,0,2,25.7,1
T0665,Route_F,Van,68.6,110.2,0,2,7,29.6,0
T0666,Route_E,Truck,30.8,91.4,1,3,4,76.4,0
T0667,Route_A,Truck,195.3,401.0,0,0,2,18.4,1
T0668,Route_E,Truck,32.0,95.1,0,0,14,0.0,1
T0669,Route_A,SUV,108.4,238.6,0,2,5,107.3,0
T0670,Route_A,Motorcycle,94.3,177.8,1,1,2,118.6,0
T0671,Route_F,Van,65.8,182.0,0,0,3,0.0,1
T0672,Route_A,Motorcycle,183.4,507.3,1,0,6,121.3,0
T0673,Route_C,Van,175.9,454.4,0,2,4,91.9,0
T0674,Route_C,Motorcycle,126.2,325.2,0,0,6,0.0,1
T0675,Route_F,SUV,50.4,132.2,0,1,8,10.9,1
T0676,Route_E,Motorcycle,136.7,309.5,2,2,3,355.7,0
T0677,Route_F,Van,109.3,170.2,2,0,7,81.5,0
T0678,Route_A,SUV,198.5,553.0,0,2,14,167.2,0
T0679,Route_A,Motorcycle,68.5,200.9,0,0,4,0.0,1
T0680,Route_C,Van,113.3,219.5,0,0,6,0.0,1
T0681,Route_C,SUV,162.5,423.6,1,2,14,213.9,0
T0682,Route_A,Van,67.5,117.8,1,0,8,24.4,0
T0683,Route_C,Truck,18.8,53.7,0,2,13,22.1,0
T0684,Route_D,Motorcycle,171.5,260.7,1,2,10,152.0,0
T0685,Route_C,Truck,164.8,466.8,0,0,2,0.0,1
T0686,Route_F,SUV,36.2,91.8,0,0,5,0.0,1
T0687,Route_D,Van,132.7,280.8,1,0,10,50.0,0
T0688,Route_E,Truck,12.8,24.4,2,3,10,25.0,0
T0689,Route_A,Motorcycle,141.4,393.1,0,2,2,165.1,0
T0690,Route_F,Motorcycle,98.2,217.6,1,1,13,79.9,0
T0691,Route_B,Truck,187.9,540.6,2,1,2,567.0,0
T0692,Route_F,Motorcycle,125.7,344.2,1,1,12,147.4,0
T0693,Route_A,Truck,43.4,80.5,0,1,8,17.3,0
T0694,Route_F,Motorcycle,144.0,257.7,0,1,4,121.2,0
T0695,Route_B,Motorcycle,85.6,153.9,0,0,10,0.0,1
T0696,Route_E,SUV,52.0,108.1,0,0,8,0.0,1
T0697,Route_A,Truck,50.2,139.1,0,0,8,0.0,1
T0698,Route_E,Van,193.3,349.7,1,1,7,153.4,0
T0699,Route_E,SUV,20.8,58.5,1,0,13,1.8,1
T0700,Route_A,Truck,71.1,208.1,1,1,11,48.3,0
T0701,Route_D,Truck,66.2,149.0,0,2,10,42.6,0
T0702,Route_B,Van,192.5,417.2,0,0,10,0.0,1
T0703,Route_C,Truck,63.4,136.0,0,2,1,59.9,0
T0704,Route_D,SUV,188.5,458.9,1,2,13,293.8,0
T0705,Route_F,Van,92.0,140.7,0,0,8,0.0,1
T0706,Route_D,SUV,134.0,245.1,0,1,1,100.3,0
T0707,Route_B,Truck,99.1,180.8,2,2,11,181.3,0
T0708,Route_A,SUV,192.6,443.7,1,1,12,179.9,0
T0709,Route_B,Truck,45.2,67.8,0,3,13,36.3,0
T0710,Route_D,Van,34.9,90.4,1,2,2,72.9,0
T0711,Route_D,Van,116.8,235.1,1,0,4,67.0,0
T0712,Route_C,Van,121.5,253.9,0,2,6,76.9,0
T0713,Route_D,Motorcycle,171.0,278.2,0,1,3,81.1,0
T0714,Route_E,Truck,128.9,231.3,0,0,5,0.0,1
T0715,Route_A,Motorcycle,142.3,411.8,1,0,7,120.8,0
T0716,Route_D,Motorcycle,55.5,87.6,1,0,14,12.0,1
T0717,Route_C,Truck,115.1,276.2,0,0,6,0.0,1
T0718,Route_C,Van,28.7,74.0,0,0,11,0.0,1
T0719,Route_A,Motorcycle,53.5,113.0,0,0,4,8.5,1
T0720,Route_D,Truck,80.2,181.2,2,2,6,167.7,0
T0721,Route_E,SUV,72.7,210.7,2,1,1,201.5,0
T0722,Route_E,SUV,66.6,185.1,0,0,3,16.9,1
T0723,Route_B,Van,99.6,162.1,2,1,5,124.1,0
T0724,Route_A,Motorcycle,157.7,414.0,0,2,10,51.1,1
T0725,Route_C,Van,103.5,274.5,0,1,11,9.8,1
T0726,Route_F,Motorcycle,28.0,43.9,0,2,2,26.0,0
T0727,Route_A,Truck,12.8,27.8,1,1,14,12.3,0
T0728,Route_F,SUV,50.1,105.6,2,2,10,78.7,0
T0729,Route_D,Truck,122.2,311.7,0,1,5,33.7,1
T0730,Route_C,Van,38.1,62.6,0,0,2,0.0,1
T0731,Route_A,SUV,124.0,287.7,0,0,10,0.0,1
T0732,Route_D,Van,8.1,23.9,0,1,2,6.3,0
T0733,Route_E,Motorcycle,186.9,441.6,0,1,12,6.1,1
T0734,Route_E,Truck,42.4,109.4,0,0,10,0.0,1
T0735,Route_D,SUV,63.1,153.9,0,0,4,11.7,1
T0736,Route_E,Motorcycle,68.6,151.1,0,3,8,61.6,0
T0737,Route_E,Motorcycle,190.7,383.8,2,2,5,325.7,0
T0738,Route_A,SUV,103.5,217.9,1,1,3,98.1,0
T0739,Route_E,Van,187.4,492.3,2,1,14,297.4,0
T0740,Route_E,Truck,47.0,114.6,2,3,11,113.6,0
T0741,Route_A,Motorcycle,149.0,237.8,0,0,12,0.0,1
T0742,Route_D,Van,161.4,347.2,2,0,3,209.3,0
T0743,Route_F,Motorcycle,132.4,253.1,1,1,13,65.6,0
T0744,Route_D,SUV,63.5,140.4,0,0,11,0.0,1
T0745,Route_C,SUV,118.7,335.6,0,1,6,81.8,0
T0746,Route_B,Truck,139.9,348.6,0,0,8,0.0,1
T0747,Route_C,Motorcycle,102.9,294.7,1,1,13,96.4,0
T0748,Route_F,SUV,97.7,257.5,1,2,2,224.2,0
T0749,Route_D,Truck,26.7,41.2,1,2,10,25.7,0
T0750,Route_D,SUV,105.0,203.2,0,2,14,70.4,0
T0751,Route_E,Van,39.3,89.1,1,3,12,62.4,0
T0752,Route_D,Motorcycle,188.3,379.3,2,1,13,224.3,0
T0753,Route_E,Van,94.8,243.0,2,0,8,162.3,0
T0754,Route_A,Truck,14.2,21.7,0,1,8,4.5,0
T0755,Route_F,Motorcycle,10.3,27.5,0,2,1,17.0,0
T0756,Route_D,Van,53.9,122.1,2,2,11,111.4,0
T0757,Route_E,SUV,185.7,546.7,1,1,6,245.4,0
T0758,Route_E,Van,68.2,199.8,2,2,13,178.1,0
T0759,Route_C,Van,117.8,191.3,0,1,6,69.3,0
T0760,Route_F,Motorcycle,55.4,112.0,1,1,3,57.8,0
T0761,Route_C,SUV,22.8,39.7,2,1,1,35.1,0
T0762,Route_F,SUV,151.0,274.8,2,3,7,306.9,0
T0763,Route_A,Motorcycle,84.1,147.5,2,2,12,119.2,0
T0764,Route_E,Van,22.7,56.7,0,2,11,14.2,0
T0765,Route_C,Motorcycle,80.0,161.6,0,2,8,57.8,0
T0766,Route_C,Motorcycle,70.9,181.4,0,2,10,16.3,1
T0767,Route_C,Motorcycle,41.2,73.0,1,2,11,49.4,0
T0768,Route_A,Truck,52.6,114.4,2,1,4,108.8,0
T0769,Route_B,SUV,94.3,197.2,2,0,3,141.2,0
T0770,Route_D,SUV,91.5,181.2,1,1,7,78.1,0
T0771,Route_D,Truck,15.1,23.7,0,0,9,0.0,1
T0772,Route_B,Van,106.9,263.1,1,1,9,152.5,0
T0773,Route_C,SUV,79.3,177.9,0,1,13,0.0,1
T0774,Route_D,Motorcycle,10.9,30.2,0,0,6,1.5,1
T0775,Route_F,Van,28.2,45.2,0,0,13,0.0,1
T0776,Route_A,SUV,46.6,98.7,1,0,3,34.8,0
T0777,Route_E,SUV,173.9,488.2,0,1,5,88.0,0
T0778,Route_D,Truck,156.7,436.7,2,0,1,276.7,0
T0779,Route_D,SUV,50.3,123.5,2,2,2,145.9,0
T0780,Route_B,Van,64.3,174.7,0,1,8,5.6,1
T0781,Route_E,SUV,171.1,270.1,0,1,13,22.2,1
T0782,Route_E,Motorcycle,97.5,195.1,1,2,8,155.2,0
T0783,Route_B,Van,144.3,312.7,0,1,13,0.0,1
T0784,Route_D,Truck,15.3,33.1,1,0,13,2.8,1
T0785,Route_C,Van,143.0,237.3,1,2,6,138.4,0
T0786,Route_A,Truck,102.4,271.1,0,2,5,163.3,0
T0787,Route_B,Van,21.6,60.5,0,0,10,0.0,1
T0788,Route_F,Motorcycle,100.3,229.2,1,0,5,64.2,0
T0789,Route_D,Truck,30.2,78.9,1,0,13,7.8,1
T0790,Route_F,Truck,188.9,456.3,2,2,3,446.4,0
T0791,Route_A,SUV,58.6,144.2,0,3,3,99.0,0
T0792,Route_C,Truck,199.6,321.9,0,1,6,100.3,0
T0793,Route_F,Van,17.7,48.4,1,1,3,18.2,0
T0794,Route_A,Truck,151.6,361.2,0,0,14,0.0,1
T0795,Route_D,Truck,94.6,149.7,0,1,13,16.1,1
T0796,Route_F,SUV,75.2,166.7,0,1,13,4.0,1
T0797,Route_B,Van,64.9,102.8,0,1,1,28.7,0
T0798,Route_B,Van,148.7,334.8,1,0,9,86.1,0
T0799,Route_C,SUV,52.4,121.9,0,0,3,2.0,1
T0800,Route_D,SUV,169.5,365.7,0,1,14,9.7,1
T0801,Route_B,Van,118.6,211.0,0,0,6,0.0,1
T0802,Route_E,SUV,107.5,178.8,0,3,9,103.1,0
T0803,Route_A,Truck,121.3,231.8,0,2,11,76.6,0
T0804,Route_E,Truck,179.2,454.0,0,1,2,154.0,0
T0805,Route_A,Truck,172.4,507.6,1,0,6,192.0,0
T0806,Route_B,Van,156.5,251.4,1,2,6,129.6,0
T0807,Route_E,SUV,170.9,329.7,1,0,1,146.1,0
T0808,Route_C,SUV,50.9,114.1,2,0,10,49.8,0
T0809,Route_C,SUV,102.6,294.3,0,1,6,58.0,0
T0810,Route_B,Motorcycle,167.4,374.9,2,3,13,424.4,0
T0811,Route_B,Motorcycle,62.0,120.4,0,1,11,0.0,1
T0812,Route_A,Van,43.4,126.6,0,1,4,24.2,0
T0813,Route_D,Van,138.4,247.0,1,1,3,119.2,0
T0814,Route_A,Motorcycle,25.4,54.2,1,0,6,13.7,0
T0815,Route_C,Truck,43.5,71.5,0,3,5,33.8,0
T0816,Route_D,SUV,15.7,23.9,0,0,1,0.4,1
T0817,Route_D,Motorcycle,32.4,69.3,0,0,14,1.0,1
T0818,Route_B,Motorcycle,30.7,86.9,0,0,11,0.0,1
T0819,Route_E,Van,79.7,194.8,0,1,3,29.5,0
T0820,Route_B,Motorcycle,39.1,109.9,1,0,4,36.9,0
T0821,Route_B,Truck,57.9,87.2,0,0,6,10.9,1
T0822,Route_A,Truck,165.5,306.6,1,1,14,54.4,0
T0823,Route_B,SUV,14.0,33.2,2,0,9,23.0,0
T0824,Route_D,Truck,21.4,56.7,1,3,13,37.3,0
T0825,Route_A,Van,36.9,72.0,0,0,3,0.0,1
T0826,Route_A,Van,82.9,176.4,1,2,7,102.1,0
T0827,Route_D,Motorcycle,165.1,317.3,0,0,12,0.0,1
T0828,Route_E,Van,99.2,158.2,1,3,9,141.8,0
T0829,Route_B,Truck,102.5,173.4,1,0,3,82.3,0
T0830,Route_E,Van,160.3,383.6,2,1,2,325.7,0
