trip_id,route,vehicle_type,departure_hour,distance_km,passengers,fare_amount,delay_minutes,day_of_week,is_holiday,weather_condition,revenue,operational_cost,on_time_pct,passenger_satisfaction
T000252,Route_15,Bus,17,42.4,38,14.7,5.3,Sat,0,Rain,529.97,116.85,0.592,4.3
T000253,Route_6,Train,4,37.9,34,9.47,9.8,Thu,0,Rain,298.28,87.02,0.876,3.8
T000254,Route_16,Bus,8,37.3,19,8.94,6.1,Sat,0,Rain,137.15,94.18,0.795,3.3
T000255,Route_20,Tram,20,5.8,29,9.07,11.2,Fri,0,Clear,253.96,13.64,0.883,2.4
T000256,Route_20,Subway,15,41.5,36,8.64,1.7,Thu,0,Snow,351.48,107.84,0.818,2.5
T000257,Route_5,Ferry,9,5.7,27,10.11,1.6,Tue,0,Clear,271.98,16.92,0.682,3.4
T000258,Route_20,Ferry,0,18.2,29,3.14,5.4,Mon,0,Clear,91.74,33.03,0.928,4.0
T000259,Route_1,Tram,21,24.5,31,7.85,0.6,Wed,1,Clear,262.99,59.18,0.974,2.9
T000260,Route_9,Tram,22,17.0,45,3.11,5.1,Sun,0,Clear,119.6,30.71,0.958,3.3
T000261,Route_16,Train,10,21.0,29,8.65,5.2,Thu,0,Clear,243.44,60.88,0.933,3.4
T000262,Route_13,Train,15,34.1,24,2.0,9.9,Wed,0,Clear,47.77,102.7,1.0,3.4
T000263,Route_7,Tram,8,23.9,28,10.66,10.8,Tue,0,Clear,315.24,59.0,0.761,3.2
T000264,Route_8,Subway,3,16.8,28,13.96,4.1,Mon,1,Fog,388.04,42.58,0.887,3.0
T000265,Route_7,Tram,13,26.5,26,7.1,4.2,Thu,0,Clear,207.64,44.8,0.814,3.2
T000266,Route_3,Train,4,18.3,37,8.93,2.3,Tue,0,Clear,266.64,49.19,0.807,2.5
T000267,Route_17,Ferry,3,3.2,21,2.93,8.5,Mon,0,Clear,57.88,5.99,0.895,3.4
T000268,Route_12,Tram,14,28.8,37,14.98,2.5,Wed,0,Snow,600.8,80.35,0.836,3.7
T000269,Route_19,Subway,8,39.5,24,5.28,2.5,Wed,0,Clear,123.72,91.48,0.903,3.4
T000270,Route_19,Tram,16,30.5,36,12.05,2.6,Thu,0,Snow,429.43,64.07,0.871,2.9
T000271,Route_15,Ferry,16,5.9,28,11.05,1.4,Sat,0,Clear,345.93,5.0,0.712,2.9
T000272,Route_1,Tram,16,34.3,35,12.04,2.8,Wed,0,Clear,345.85,82.04,0.934,3.3
T000273,Route_3,Bus,9,44.4,20,1.54,2.4,Fri,0,Fog,32.19,116.79,0.905,2.6
T000274,Route_6,Train,15,23.2,34,12.33,6.7,Sat,0,Clear,374.71,62.52,0.815,4.0
T000275,Route_8,Train,19,17.2,33,5.43,6.7,Sun,0,Clear,189.05,40.87,0.883,3.3
T000276,Route_18,Subway,10,27.4,21,3.89,0.4,Wed,0,Clear,72.55,71.61,0.929,4.0
T000277,Route_10,Subway,13,23.3,28,9.16,6.3,Thu,0,Clear,280.75,49.05,0.657,4.1
T000278,Route_14,Tram,1,33.4,30,5.2,11.9,Thu,0,Clear,171.51,84.41,0.821,4.3
T000279,Route_18,Tram,21,37.7,29,10.16,9.7,Mon,0,Fog,247.78,105.45,0.955,3.7
T000280,Route_7,Ferry,20,38.8,30,13.37,1.7,Sat,0,Clear,434.44,97.89,1.0,3.8
T000281,Route_5,Ferry,4,32.4,23,12.88,13.8,Fri,0,Rain,352.71,54.31,0.899,1.7
T000282,Route_10,Tram,9,3.3,30,10.45,0.6,Wed,1,Rain,352.62,5.7,0.774,2.2
T000283,Route_16,Tram,2,15.5,27,6.3,11.9,Mon,0,Snow,155.31,34.94,0.834,2.6
T000284,Route_2,Subway,2,27.5,32,10.43,8.0,Tue,0,Clear,341.31,79.09,0.727,4.2
T000285,Route_19,Bus,7,34.0,36,10.06,3.2,Tue,0,Clear,292.81,71.71,0.931,3.8
T000286,Route_20,Bus,2,34.3,29,2.38,1.1,Sat,1,Clear,79.97,85.15,0.911,2.6
T000287,Route_6,Ferry,12,20.6,24,12.61,2.1,Sun,0,Clear,284.17,47.68,0.845,3.6
T000288,Route_10,Subway,21,26.0,18,1.63,1.3,Tue,0,Clear,23.72,73.65,0.719,4.0
T000289,Route_17,Train,3,14.9,31,9.37,4.2,Tue,0,Rain,279.31,42.16,0.715,2.8
T000290,Route_2,Tram,7,32.1,31,10.18,20.0,Tue,0,Clear,292.33,70.36,0.891,4.3
T000291,Route_1,Train,22,16.4,23,8.13,8.5,Mon,0,Rain,182.12,45.58,0.762,3.2
T000292,Route_7,Subway,5,30.2,24,10.96,0.8,Mon,0,Clear,297.41,82.49,0.781,2.5
T000293,Route_2,Train,16,43.7,34,11.29,2.2,Mon,0,Clear,331.72,102.6,0.8,3.3
T000294,Route_13,Tram,12,27.4,40,3.71,5.3,Wed,0,Fog,157.13,76.16,0.918,3.1
T000295,Route_12,Tram,21,18.9,36,6.64,11.1,Wed,1,Clear,193.6,49.99,0.896,3.9
T000296,Route_3,Bus,14,33.7,23,5.34,2.5,Sat,0,Clear,98.74,92.38,0.852,3.3
T000297,Route_4,Train,13,33.9,39,12.35,2.4,Mon,0,Clear,511.51,84.83,0.904,2.4
T000298,Route_10,Ferry,3,27.6,33,10.9,4.9,Sat,0,Rain,337.1,71.74,0.739,2.4
T000299,Route_17,Subway,14,33.6,35,13.01,2.8,Sat,0,Clear,422.39,87.81,0.856,3.6
T000300,Route_15,Tram,8,14.3,33,12.6,11.7,Wed,0,Snow,467.74,33.08,0.792,2.9
T000301,Route_20,Bus,7,41.0,23,12.17,0.3,Wed,1,Clear,299.69,107.2,0.913,3.3
T000302,Route_15,Ferry,0,42.2,20,14.84,7.7,Tue,1,Clear,270.09,102.3,1.0,3.1
T000303,Route_16,Bus,13,40.5,27,8.7,0.5,Mon,0,Clear,274.95,102.04,0.872,3.9
T000304,Route_9,Bus,21,33.5,35,5.88,4.3,Sat,0,Fog,180.69,83.47,0.864,4.3
T000305,Route_15,Ferry,5,31.6,29,4.09,1.3,Wed,0,Clear,106.47,82.15,0.84,2.5
T000306,Route_16,Tram,13,18.2,24,6.88,4.4,Sat,0,Clear,169.3,51.74,0.877,3.5
T000307,Route_4,Tram,11,13.5,26,6.21,0.4,Mon,0,Clear,170.09,46.24,0.883,2.9
T000308,Route_6,Tram,0,26.8,39,11.28,5.7,Mon,1,Rain,510.49,75.06,1.0,2.4
T000309,Route_6,Train,11,8.8,32,3.37,2.9,Tue,0,Clear,115.21,22.62,0.872,3.0
T000310,Route_3,Tram,3,27.4,21,4.04,1.9,Sat,0,Clear,101.2,74.34,0.718,3.5
T000311,Route_14,Bus,1,19.6,31,5.52,1.3,Tue,1,Rain,147.11,39.57,0.807,3.1
T000312,Route_15,Train,3,31.9,35,14.04,0.0,Fri,0,Clear,453.19,91.59,0.818,3.5
T000313,Route_14,Subway,4,40.4,27,13.41,0.9,Tue,0,Rain,392.4,83.93,0.755,4.2
T000314,Route_6,Ferry,18,21.0,35,7.19,0.7,Thu,1,Rain,244.59,50.48,0.87,3.2
T000315,Route_11,Bus,16,6.3,24,5.02,1.7,Sat,0,Clear,101.97,21.7,0.821,3.3
T000316,Route_10,Train,18,16.3,26,8.19,0.7,Wed,0,Clear,235.57,51.27,0.758,2.7
T000317,Route_5,Bus,18,32.6,32,4.5,10.1,Wed,0,Fog,152.84,98.4,0.655,4.2
T000318,Route_18,Train,11,40.3,27,5.32,4.9,Fri,0,Snow,148.72,92.27,0.877,3.5
T000319,Route_19,Ferry,17,32.4,47,3.83,14.3,Tue,0,Rain,211.94,88.76,0.841,3.2
T000320,Route_13,Train,21,5.5,30,10.82,1.0,Sat,1,Clear,327.8,21.81,0.916,2.9
T000321,Route_5,Train,3,19.4,26,8.65,2.4,Mon,0,Rain,213.57,50.92,0.972,2.8
T000322,Route_5,Subway,17,18.5,33,2.84,0.3,Wed,0,Clear,82.24,65.36,0.894,2.3
T000323,Route_7,Tram,17,14.6,31,14.38,13.9,Sun,0,Clear,463.76,35.32,0.854,3.0
T000324,Route_10,Subway,8,15.4,34,5.49,1.3,Sat,0,Clear,185.22,28.95,0.777,4.4
T000325,Route_8,Subway,22,30.5,24,12.11,5.3,Thu,0,Clear,340.39,62.61,0.893,2.8
T000326,Route_3,Bus,11,21.4,28,7.09,3.3,Sat,0,Clear,213.63,55.35,0.751,3.4
T000327,Route_3,Tram,19,43.5,30,8.36,0.6,Sun,0,Clear,221.69,110.42,0.827,3.1
T000328,Route_4,Subway,11,11.9,39,8.51,0.3,Tue,0,Snow,331.44,23.09,0.944,4.0
T000329,Route_11,Ferry,8,22.1,40,8.71,5.8,Mon,1,Clear,386.77,41.94,0.78,2.8
T000330,Route_19,Tram,10,4.8,23,9.43,2.8,Fri,0,Clear,175.07,16.81,0.817,4.5
T000331,Route_16,Subway,15,39.2,24,7.75,10.2,Wed,0,Clear,151.1,110.09,0.906,3.4
T000332,Route_18,Subway,17,17.9,24,3.51,1.0,Fri,0,Clear,82.16,54.85,0.798,2.5
T000333,Route_5,Train,16,12.1,27,4.1,5.7,Thu,0,Rain,111.75,19.09,0.79,4.3
T000334,Route_13,Bus,21,2.9,25,5.52,1.6,Sat,0,Clear,160.49,15.86,0.933,3.3
T000335,Route_20,Ferry,16,15.0,29,6.97,9.1,Sat,0,Clear,200.84,34.84,0.758,4.3
T000336,Route_11,Subway,9,29.6,30,14.54,1.3,Sun,0,Clear,442.88,65.24,0.742,3.4
T000337,Route_7,Train,22,17.1,31,12.08,1.0,Mon,0,Clear,310.3,40.19,1.0,2.5
T000338,Route_15,Tram,19,12.7,17,14.53,2.1,Mon,0,Clear,207.17,35.56,0.86,3.5
T000339,Route_15,Subway,0,36.6,31,6.48,2.2,Fri,0,Rain,186.06,96.94,0.715,3.9
T000340,Route_8,Subway,2,36.0,36,14.31,1.6,Sat,0,Snow,447.26,76.03,0.822,2.8
T000341,Route_3,Train,11,38.4,25,11.93,4.9,Thu,0,Clear,333.14,98.44,0.81,3.0
T000342,Route_20,Tram,18,42.8,36,8.81,10.4,Sun,0,Snow,380.06,91.28,0.841,4.6
T000343,Route_16,Tram,18,26.8,29,8.17,10.1,Tue,0,Clear,247.49,66.41,0.783,2.3
T000344,Route_1,Bus,14,30.0,30,4.37,0.7,Fri,1,Clear,138.38,83.25,0.799,3.0
T000345,Route_7,Bus,20,40.6,28,4.84,9.3,Mon,0,Clear,155.17,94.43,0.894,2.4
T000346,Route_11,Ferry,3,1.1,30,11.35,3.4,Tue,1,Clear,382.33,5.0,1.0,3.8
T000347,Route_5,Subway,7,38.2,33,8.61,0.2,Tue,0,Clear,267.66,96.24,0.85,4.3
T000348,Route_10,Tram,13,9.7,24,6.58,6.1,Wed,0,Clear,169.54,36.73,0.74,4.3
T000349,Route_15,Train,8,4.8,26,6.35,6.0,Thu,0,Clear,192.96,5.0,0.84,3.5
T000350,Route_4,Subway,19,26.5,27,10.93,4.7,Fri,0,Clear,303.62,75.9,0.697,3.8
T000351,Route_4,Train,19,5.5,17,14.51,1.7,Fri,1,Fog,220.32,12.9,0.836,3.9
T000352,Route_5,Ferry,19,7.3,36,6.29,1.3,Wed,0,Clear,191.32,5.0,0.69,2.4
T000353,Route_9,Subway,0,20.1,24,2.02,7.4,Fri,0,Rain,48.18,39.97,0.793,3.3
T000354,Route_4,Ferry,20,27.2,31,10.93,6.0,Sun,0,Clear,301.46,87.14,0.896,3.6
T000355,Route_2,Subway,8,3.5,39,10.26,6.9,Tue,0,Clear,400.11,5.0,0.824,2.0
T000356,Route_13,Bus,22,39.8,31,5.1,9.8,Fri,1,Rain,153.82,96.57,0.769,3.5
T000357,Route_13,Ferry,3,12.5,33,12.03,0.4,Sun,0,Clear,450.97,15.62,0.663,2.3
T000358,Route_4,Ferry,16,13.0,42,12.17,4.5,Fri,0,Snow,574.44,25.14,0.86,2.1
T000359,Route_8,Train,3,10.2,31,5.44,0.7,Tue,0,Rain,168.92,27.37,0.915,2.3
T000360,Route_1,Tram,5,12.2,33,11.64,1.4,Thu,0,Clear,425.56,28.09,0.808,2.9
T000361,Route_3,Bus,18,12.7,26,4.07,1.1,Thu,0,Clear,113.54,8.87,0.751,4.3
T000362,Route_14,Ferry,6,8.3,22,6.17,2.4,Mon,0,Clear,162.18,30.1,0.881,4.2
T000363,Route_1,Ferry,9,38.9,32,8.35,0.9,Tue,1,Clear,218.71,95.09,0.719,1.8
T000364,Route_14,Subway,5,26.7,28,2.75,6.6,Thu,1,Clear,67.37,81.13,0.913,3.5
T000365,Route_18,Bus,2,16.6,25,10.66,11.6,Fri,0,Clear,237.13,44.03,1.0,3.6
T000366,Route_3,Bus,15,22.7,24,2.16,9.1,Tue,0,Clear,56.45,53.68,0.817,2.7
T000367,Route_19,Bus,19,38.9,34,12.1,1.3,Wed,0,Clear,482.0,107.52,0.673,3.4
T000368,Route_10,Tram,6,41.5,27,12.28,1.0,Sun,0,Clear,346.47,107.05,0.813,5.0
T000369,Route_19,Subway,14,31.8,29,12.6,2.2,Mon,0,Rain,411.77,69.73,0.885,4.5
T000370,Route_10,Tram,10,36.4,32,10.83,7.7,Tue,0,Clear,320.58,92.17,0.759,4.3
T000371,Route_14,Train,14,32.9,38,12.78,4.3,Sun,0,Clear,488.62,79.75,0.802,4.4
T000372,Route_8,Ferry,1,8.6,31,3.58,0.3,Tue,0,Rain,90.19,12.2,0.777,2.9
T000373,Route_2,Ferry,11,21.5,23,6.66,0.6,Tue,0,Rain,172.94,61.34,0.96,3.4
T000374,Route_16,Train,9,9.5,25,14.28,4.7,Mon,0,Clear,371.1,33.0,0.884,2.6
T000375,Route_1,Tram,8,32.6,34,4.48,1.0,Thu,0,Clear,167.06,86.56,0.744,3.3
T000376,Route_5,Bus,15,31.4,25,1.95,1.4,Fri,0,Rain,44.11,110.36,0.691,3.3
T000377,Route_9,Tram,15,16.5,41,2.67,5.4,Sat,0,Clear,93.2,34.56,0.885,3.9
T000378,Route_11,Train,9,27.9,23,10.33,3.5,Sun,0,Clear,212.32,54.95,0.856,2.9
T000379,Route_18,Ferry,14,29.4,26,3.67,14.5,Fri,0,Clear,105.28,76.37,0.836,4.1
T000380,Route_14,Tram,10,1.8,38,8.21,5.5,Wed,0,Clear,340.25,23.59,0.82,1.9
T000381,Route_17,Tram,4,23.3,33,4.1,3.6,Mon,0,Rain,114.04,69.1,0.801,3.2
T000382,Route_1,Train,6,23.2,33,3.5,3.4,Wed,0,Snow,116.76,44.42,0.79,3.9
T000383,Route_12,Tram,20,35.4,28,10.33,0.0,Tue,0,Clear,318.32,92.28,0.901,4.5
T000384,Route_12,Tram,1,27.6,28,3.97,0.8,Wed,0,Rain,104.67,70.99,0.836,3.8
T000385,Route_11,Tram,2,4.9,40,14.09,2.5,Fri,0,Snow,464.89,18.44,1.0,4.7
T000386,Route_2,Subway,12,8.0,36,6.4,3.8,Fri,0,Clear,248.63,16.79,0.772,4.5
T000387,Route_10,Bus,1,5.5,32,5.58,5.4,Mon,0,Rain,156.47,25.68,0.973,3.3
T000388,Route_2,Tram,0,25.5,38,14.54,11.7,Sun,1,Clear,641.05,60.97,0.923,3.6
T000389,Route_18,Bus,4,44.2,36,10.84,0.0,Sun,0,Rain,438.48,90.0,0.964,4.8
T000390,Route_16,Ferry,21,2.2,30,11.39,4.3,Sat,0,Clear,400.58,14.77,0.805,3.0
T000391,Route_19,Bus,9,32.7,33,7.57,7.2,Fri,0,Rain,224.97,76.62,0.968,4.0
T000392,Route_5,Ferry,11,11.3,31,6.7,0.5,Fri,0,Clear,238.26,29.54,0.778,4.4
T000393,Route_17,Ferry,6,40.1,20,2.61,10.7,Sun,0,Rain,58.41,106.25,0.676,3.9
T000394,Route_19,Ferry,17,7.7,31,9.46,18.1,Sun,0,Snow,304.46,47.74,0.876,2.6
T000395,Route_6,Train,11,6.9,29,10.62,1.9,Sun,0,Clear,248.46,13.02,0.933,3.3
T000396,Route_15,Bus,7,4.8,28,12.33,0.3,Wed,0,Clear,290.34,5.27,0.864,3.2
T000397,Route_7,Tram,6,16.8,32,6.34,4.9,Fri,0,Clear,241.33,53.58,0.721,3.4
T000398,Route_14,Subway,15,0.9,29,5.59,9.7,Sat,0,Clear,140.93,27.03,0.663,1.5
T000399,Route_8,Tram,9,37.9,28,13.54,4.7,Mon,0,Clear,446.46,90.18,0.903,2.5
T000400,Route_13,Subway,3,43.3,33,3.51,2.5,Mon,0,Clear,109.57,95.07,0.72,2.6
T000401,Route_13,Subway,14,22.9,37,8.41,10.9,Thu,0,Snow,360.97,60.16,0.883,3.0
T000402,Route_16,Train,22,29.3,25,8.43,2.5,Wed,0,Clear,207.89,50.16,0.845,2.5
T000403,Route_20,Tram,18,14.3,26,4.65,3.6,Sat,0,Rain,105.83,44.12,0.925,3.8
T000404,Route_10,Train,20,17.1,36,3.34,2.7,Mon,0,Clear,137.11,33.93,0.688,2.9
T000405,Route_17,Ferry,0,19.1,29,10.33,2.9,Tue,0,Clear,353.21,54.53,0.959,1.0
T000406,Route_12,Subway,7,29.7,27,11.94,8.1,Sat,0,Fog,279.01,63.65,0.83,3.1
T000407,Route_17,Bus,15,34.5,27,12.79,3.3,Mon,0,Clear,410.57,72.53,0.748,3.1
T000408,Route_3,Bus,0,30.9,41,10.23,1.6,Wed,0,Clear,476.96,73.25,0.812,3.7
T000409,Route_20,Subway,7,44.3,36,5.6,2.3,Thu,0,Clear,237.83,105.19,0.706,4.0
T000410,Route_3,Bus,15,29.8,28,11.88,1.2,Sun,0,Rain,272.6,79.18,0.982,4.4
T000411,Route_10,Tram,1,8.1,21,14.9,5.0,Sun,1,Clear,265.23,16.96,0.896,3.8
T000412,Route_1,Ferry,10,10.6,36,8.75,4.7,Sat,0,Clear,260.4,27.13,0.89,1.5
T000413,Route_20,Subway,12,15.0,25,2.62,5.9,Fri,0,Clear,67.16,24.6,0.952,3.7
T000414,Route_5,Train,18,17.4,23,14.19,2.3,Mon,0,Clear,349.68,36.22,0.852,3.5
T000415,Route_11,Tram,22,2.5,28,10.68,7.6,Thu,1,Snow,267.1,5.0,0.91,3.1
T000416,Route_16,Tram,19,25.7,30,5.05,2.9,Mon,0,Clear,161.0,49.16,0.934,3.4
T000417,Route_13,Bus,22,1.1,30,4.67,0.0,Wed,0,Clear,158.43,5.0,0.813,4.4
T000418,Route_5,Train,21,35.0,24,9.83,3.8,Thu,0,Clear,274.68,74.94,0.772,4.1
T000419,Route_2,Tram,4,38.3,29,6.0,6.0,Sat,0,Clear,191.8,87.35,0.893,4.4
T000420,Route_9,Tram,11,11.9,30,5.6,6.0,Fri,0,Clear,137.04,16.21,0.715,2.8
T000421,Route_16,Tram,12,26.8,27,4.52,6.3,Mon,0,Clear,119.62,70.03,0.816,3.6
T000422,Route_18,Bus,15,24.0,32,5.19,0.9,Thu,0,Fog,137.35,69.05,0.976,2.0
T000423,Route_5,Tram,18,16.5,33,5.38,0.4,Thu,0,Clear,163.81,48.56,0.62,3.7
T000424,Route_19,Train,2,30.8,43,9.26,12.7,Thu,0,Clear,406.94,85.52,0.757,4.5
T000425,Route_15,Tram,12,19.5,27,12.81,5.1,Sun,1,Rain,301.24,41.66,0.686,3.6
T000426,Route_12,Tram,15,15.2,28,4.98,15.5,Fri,0,Fog,143.63,58.49,0.803,3.6
T000427,Route_8,Train,16,17.2,24,13.32,2.4,Thu,0,Clear,272.03,42.22,1.0,4.5
T000428,Route_1,Ferry,14,36.6,44,12.01,4.9,Thu,0,Rain,625.26,84.11,0.791,2.3
T000429,Route_18,Subway,12,43.8,25,9.02,5.2,Mon,0,Clear,251.83,124.19,0.704,4.5
T000430,Route_4,Subway,21,21.3,24,2.88,2.3,Thu,0,Rain,78.92,56.82,0.881,3.9
T000431,Route_6,Train,16,25.7,28,1.7,3.7,Sat,0,Snow,53.5,88.02,0.798,3.2
T000432,Route_20,Tram,11,34.8,23,9.22,0.7,Wed,0,Snow,224.49,70.89,0.707,4.9
T000433,Route_8,Ferry,21,12.1,27,12.44,2.7,Wed,0,Clear,323.78,44.93,0.776,4.8
T000434,Route_7,Tram,6,11.9,28,7.33,0.1,Thu,0,Clear,226.3,24.25,0.856,2.7
T000435,Route_1,Bus,20,4.7,27,11.74,9.2,Mon,1,Clear,280.55,5.0,0.707,3.2
T000436,Route_3,Bus,20,39.3,30,7.94,0.8,Sat,0,Clear,208.57,103.06,0.89,3.2
T000437,Route_7,Ferry,22,36.1,36,5.32,6.9,Fri,1,Clear,181.21,92.45,0.895,2.9
T000438,Route_15,Bus,13,5.2,24,2.02,5.3,Sun,0,Clear,49.83,8.77,0.965,3.7
T000439,Route_6,Bus,11,30.0,32,2.34,7.1,Thu,0,Clear,79.19,88.99,0.876,2.0
T000440,Route_9,Subway,3,14.8,25,9.48,2.8,Mon,0,Fog,230.01,48.49,0.83,2.9
T000441,Route_13,Train,1,3.9,27,4.55,9.4,Tue,1,Clear,103.14,15.97,0.853,3.5
T000442,Route_17,Ferry,7,33.7,35,1.98,0.8,Fri,0,Rain,73.84,81.07,0.904,3.3
T000443,Route_14,Train,17,26.8,32,2.51,1.9,Thu,0,Clear,94.52,75.76,0.916,2.7
T000444,Route_3,Train,16,27.5,36,13.37,9.0,Fri,0,Rain,515.62,67.49,0.834,3.4
T000445,Route_12,Tram,20,38.9,27,2.71,0.3,Fri,0,Snow,66.9,96.43,0.847,4.3
T000446,Route_18,Ferry,14,37.6,28,7.22,4.5,Sun,0,Fog,205.31,97.75,0.848,4.3
T000447,Route_16,Subway,7,34.6,34,2.36,1.0,Sun,0,Clear,82.43,76.22,0.85,3.3
T000448,Route_5,Subway,21,43.5,30,4.75,10.5,Sun,0,Rain,168.3,93.2,0.752,4.8
T000449,Route_8,Ferry,6,35.7,37,10.24,0.2,Mon,0,Clear,345.37,103.0,0.754,3.7
T000450,Route_19,Bus,5,40.8,35,9.53,2.1,Mon,1,Clear,338.76,104.32,0.819,3.4
T000451,Route_8,Bus,7,10.1,25,14.55,12.8,Fri,0,Clear,323.89,8.91,0.883,2.4
T000452,Route_6,Subway,7,31.5,29,10.52,1.4,Mon,0,Clear,249.73,61.96,0.994,3.4
T000453,Route_5,Ferry,17,43.2,35,3.07,1.6,Wed,0,Snow,119.98,104.79,0.772,4.2
T000454,Route_17,Bus,16,30.6,18,3.27,8.3,Tue,0,Clear,63.12,84.26,0.785,3.2
T000455,Route_16,Ferry,14,35.7,32,14.03,14.1,Mon,1,Rain,420.35,86.76,0.826,4.5
T000456,Route_3,Bus,10,32.9,31,9.06,14.2,Sun,0,Rain,297.13,84.35,0.886,3.7
T000457,Route_9,Ferry,12,2.7,23,5.4,2.3,Fri,0,Fog,140.69,5.0,0.79,3.5
T000458,Route_7,Train,12,16.0,25,7.32,0.1,Sun,1,Snow,151.76,14.62,0.785,4.3
T000459,Route_6,Ferry,12,43.8,25,11.76,2.2,Fri,0,Rain,248.47,108.94,0.849,3.1
T000460,Route_14,Train,17,24.8,39,9.34,1.6,Thu,0,Clear,413.44,72.92,0.977,4.1
T000461,Route_11,Ferry,22,26.0,28,4.74,1.9,Wed,0,Clear,126.73,68.28,0.909,4.7
T000462,Route_13,Ferry,2,1.7,22,12.37,1.3,Wed,0,Clear,299.32,5.0,0.717,4.5
T000463,Route_9,Subway,3,42.9,25,1.64,5.9,Tue,0,Clear,38.88,101.07,1.0,3.6
T000464,Route_1,Subway,7,21.6,27,10.82,8.4,Mon,0,Clear,264.01,33.59,1.0,3.1
T000465,Route_14,Train,10,19.5,31,1.66,3.2,Thu,0,Clear,54.22,44.29,0.717,2.6
T000466,Route_9,Subway,8,8.8,39,5.72,0.0,Fri,0,Clear,197.73,29.61,0.855,2.1
T000467,Route_13,Tram,13,31.0,21,9.92,3.4,Fri,0,Rain,168.73,73.57,0.87,3.3
T000468,Route_19,Ferry,6,3.3,33,13.19,0.8,Tue,0,Clear,430.2,25.36,0.729,3.5
T000469,Route_1,Train,8,37.3,28,9.97,12.5,Mon,0,Clear,259.68,91.66,0.906,1.5
T000470,Route_18,Tram,16,34.5,34,6.16,3.8,Mon,0,Rain,224.14,103.03,0.738,2.9
T000471,Route_4,Train,11,7.4,35,14.51,4.0,Mon,1,Rain,595.75,5.0,0.78,3.4
T000472,Route_8,Ferry,3,42.6,29,12.03,0.3,Thu,1,Rain,353.24,99.8,0.729,4.0
T000473,Route_19,Ferry,9,25.4,22,10.36,1.0,Sat,0,Clear,200.34,46.79,0.642,4.1
T000474,Route_2,Subway,1,39.7,35,6.25,1.4,Tue,0,Clear,229.45,100.64,0.764,3.2
T000475,Route_18,Ferry,2,41.9,32,8.99,0.3,Sat,1,Clear,235.2,94.34,0.872,4.2
T000476,Route_6,Subway,22,33.6,27,9.79,6.3,Fri,0,Clear,275.81,86.5,0.88,3.9
T000477,Route_11,Ferry,10,13.1,38,11.11,5.0,Sat,0,Clear,359.16,20.98,0.704,2.6
T000478,Route_9,Tram,2,8.9,24,3.05,6.4,Mon,1,Rain,85.01,29.5,0.752,3.8
T000479,Route_20,Ferry,1,31.0,34,8.36,3.0,Wed,0,Rain,338.81,68.79,0.906,3.4
T000480,Route_6,Ferry,18,2.5,34,8.1,3.1,Thu,1,Clear,267.29,5.0,0.795,3.1
T000481,Route_8,Bus,3,4.3,29,5.45,1.0,Mon,0,Rain,166.85,12.07,0.966,4.6
T000482,Route_3,Bus,3,11.0,35,2.03,4.1,Wed,0,Clear,76.17,25.41,0.989,4.4
T000483,Route_3,Subway,19,12.5,25,8.26,6.7,Fri,1,Rain,209.61,18.38,0.921,4.3
T000484,Route_1,Ferry,2,27.7,31,12.92,4.1,Sun,0,Clear,383.93,74.43,0.756,3.2
T000485,Route_13,Train,11,37.4,26,4.39,0.4,Sat,0,Clear,104.49,89.49,0.832,3.7
T000486,Route_12,Bus,11,20.9,25,3.71,2.2,Mon,0,Clear,106.05,67.61,0.911,3.3
T000487,Route_14,Tram,4,17.0,38,8.31,2.1,Fri,0,Rain,356.79,44.96,0.96,4.0
T000488,Route_15,Subway,16,7.0,27,6.0,3.6,Mon,0,Clear,171.4,21.66,0.82,3.9
T000489,Route_11,Subway,21,14.4,24,5.37,0.5,Sat,0,Clear,147.51,32.75,0.86,3.2
T000490,Route_16,Bus,22,10.8,33,6.58,1.0,Tue,0,Clear,185.43,39.51,0.863,3.3
T000491,Route_9,Tram,17,24.6,34,3.01,4.1,Tue,0,Clear,89.13,57.54,0.862,3.3
T000492,Route_16,Bus,0,40.8,15,7.95,16.9,Thu,0,Clear,108.0,97.87,0.867,3.0
T000493,Route_16,Bus,8,36.8,21,4.79,14.6,Sun,1,Clear,84.9,85.22,0.855,4.2
T000494,Route_6,Tram,14,5.9,28,12.49,0.9,Wed,0,Snow,302.31,17.84,0.921,4.5
T000495,Route_13,Tram,7,34.5,34,14.64,1.9,Tue,0,Clear,496.01,95.83,0.9,2.8
T000496,Route_8,Tram,17,37.4,39,12.91,2.6,Fri,0,Clear,435.4,96.14,0.737,2.2
T000497,Route_9,Tram,14,36.2,27,12.71,1.9,Fri,0,Clear,376.15,93.1,0.823,2.3
T000498,Route_18,Bus,7,36.4,27,11.99,3.6,Mon,0,Rain,296.64,93.78,0.732,3.7
T000499,Route_9,Ferry,11,44.7,33,4.04,11.8,Thu,0,Clear,140.57,122.59,1.0,3.7
T000500,Route_2,Subway,15,37.2,30,4.72,1.5,Sun,0,Clear,128.44,101.97,0.754,3.2
T000501,Route_11,Subway,8,16.6,23,4.07,5.3,Sun,0,Snow,86.23,58.07,0.878,3.9
T000502,Route_14,Bus,1,4.5,39,4.8,1.0,Mon,0,Clear,218.9,11.18,0.969,3.7
T000503,Route_14,Ferry,19,39.4,32,3.67,7.0,Fri,0,Clear,121.57,107.4,0.778,2.2
