player_id,team,position,games_played,points_per_game,assists_per_game,rebounds_per_game,minutes_per_game,age,experience_years,salary_millions,play_style_score,efficiency_rating,usage_rate
P0271,Team_H,Forward,28,6.9,0.0,9.8,6.7,23,7,2.73,40.4,7.0,0.248
P0272,Team_C,Midfielder,39,14.6,1.3,1.7,18.3,32,10,0.83,18.9,16.4,0.236
P0273,Team_E,Guard,41,9.1,9.0,10.7,42.0,28,14,0.5,54.6,17.7,0.254
P0274,Team_K,Forward,80,16.0,2.7,3.3,33.0,35,6,0.85,44.0,11.3,0.272
P0275,Team_G,Center,18,8.6,6.8,8.6,24.0,25,13,0.5,17.5,19.6,0.31
P0276,Team_E,Center,25,19.4,1.1,3.4,24.5,37,14,0.5,50.7,18.6,0.312
P0277,Team_D,Midfielder,69,1.5,0.9,4.7,34.9,24,9,0.5,11.4,16.2,0.336
P0278,Team_I,Defender,50,7.2,4.3,11.7,21.6,35,13,1.66,51.6,18.1,0.214
P0279,Team_G,Center,60,5.7,2.4,5.3,36.4,27,4,0.5,47.3,28.1,0.25
P0280,Team_F,Forward,29,9.3,9.1,0.8,7.5,28,16,3.73,38.0,14.0,0.214
P0281,Team_H,Center,56,16.8,2.7,7.2,27.2,25,11,0.5,36.0,21.7,0.288
P0282,Team_K,Defender,64,16.5,1.3,6.3,24.7,25,1,0.6,23.3,30.6,0.281
P0283,Team_K,Center,73,6.1,6.8,6.7,6.5,34,6,0.51,58.8,9.6,0.256
P0284,Team_E,Midfielder,80,0.0,0.0,7.0,29.2,28,3,0.99,64.2,6.8,0.366
P0285,Team_K,Forward,73,0.3,4.8,14.0,40.1,22,5,2.54,57.4,29.8,0.164
P0286,Team_F,Defender,46,8.9,5.3,0.0,30.6,21,14,8.27,55.6,15.0,0.361
P0287,Team_J,Striker,39,20.3,5.4,4.2,5.0,22,7,5.05,50.7,16.7,0.202
P0288,Team_C,Guard,40,10.6,6.9,15.1,15.1,34,16,2.21,50.7,15.1,0.259
P0289,Team_H,Striker,61,20.5,0.9,10.6,20.0,29,7,2.91,56.0,13.8,0.384
P0290,Team_J,Forward,20,3.1,1.8,9.2,27.0,35,4,1.37,48.9,17.7,0.11
P0291,Team_F,Forward,81,23.2,8.4,12.1,32.5,31,3,1.82,59.9,2.7,0.35
P0292,Team_A,Forward,36,9.8,3.4,3.1,24.2,22,6,5.3,53.0,9.1,0.203
P0293,Team_F,Center,61,10.5,3.7,11.3,5.9,25,5,0.73,67.6,18.6,0.283
P0294,Team_G,Forward,52,1.8,6.4,0.8,28.6,35,4,5.23,41.5,20.5,0.249
P0295,Team_E,Center,40,3.0,4.5,5.4,32.6,23,4,0.76,90.3,8.1,0.227
P0296,Team_A,Guard,54,20.7,7.3,7.2,31.3,22,13,9.93,68.0,7.6,0.112
P0297,Team_E,Forward,56,28.7,1.8,2.5,22.0,33,16,2.99,12.1,22.2,0.225
P0298,Team_F,Defender,20,9.8,8.0,0.0,17.0,35,16,2.26,43.4,19.0,0.36
P0299,Team_K,Defender,65,16.0,5.6,6.5,22.5,34,9,3.31,88.1,8.8,0.301
P0300,Team_F,Midfielder,71,19.8,4.9,6.3,24.7,29,14,2.06,32.6,10.9,0.19
P0301,Team_D,Forward,70,12.4,5.4,6.7,19.1,25,12,11.81,77.0,4.4,0.339
P0302,Team_J,Midfielder,16,8.5,1.6,5.5,35.7,23,16,3.06,44.3,1.2,0.188
P0303,Team_D,Center,51,10.9,1.4,10.4,30.4,36,13,4.08,50.0,17.5,0.105
P0304,Team_J,Guard,80,10.4,5.7,7.5,23.2,37,1,0.5,43.3,12.1,0.282
P0305,Team_D,Midfielder,21,12.8,0.2,15.8,28.0,30,15,1.53,20.2,9.4,0.22
P0306,Team_F,Guard,13,0.0,5.4,8.6,25.8,32,15,9.72,27.5,22.7,0.154
P0307,Team_D,Striker,53,19.8,10.3,6.1,34.9,28,3,1.63,71.6,16.7,0.2
P0308,Team_F,Guard,41,9.5,0.5,4.6,19.5,27,6,2.58,91.0,12.8,0.382
P0309,Team_L,Center,66,17.8,6.2,7.9,19.5,23,9,1.56,62.2,1.2,0.234
P0310,Team_G,Striker,32,0.0,9.3,7.6,6.8,25,4,5.05,56.6,26.7,0.247
P0311,Team_A,Center,30,20.8,2.9,6.2,24.7,28,0,0.5,85.2,21.7,0.253
P0312,Team_L,Guard,80,18.7,1.6,4.0,24.4,28,2,0.5,67.9,20.4,0.37
P0313,Team_H,Striker,39,15.3,0.6,2.2,21.4,28,4,3.22,51.6,33.2,0.142
P0314,Team_B,Defender,60,4.7,4.5,10.8,30.8,26,9,4.6,43.5,5.9,0.378
P0315,Team_J,Defender,53,26.4,5.1,8.9,39.0,31,16,11.19,44.0,3.6,0.231
P0316,Team_L,Defender,70,11.2,0.2,5.5,41.4,34,2,0.59,43.0,5.5,0.35
P0317,Team_B,Forward,29,10.5,3.3,14.4,40.1,25,3,1.9,58.5,28.1,0.342
P0318,Team_I,Guard,52,19.6,0.9,11.3,25.5,22,8,0.61,85.4,19.9,0.382
P0319,Team_K,Defender,33,9.6,5.5,6.0,16.6,29,5,4.84,22.7,19.3,0.357
P0320,Team_D,Defender,46,7.8,5.6,5.3,14.6,28,15,2.31,13.0,11.2,0.238
P0321,Team_F,Defender,42,13.5,6.5,9.0,27.2,34,17,0.79,51.7,15.0,0.373
P0322,Team_G,Center,10,12.7,6.2,11.7,14.7,20,0,0.5,74.4,2.8,0.131
P0323,Team_G,Striker,16,19.0,5.8,9.8,35.7,32,13,4.24,74.9,0.0,0.34
P0324,Team_D,Forward,70,7.4,0.9,7.8,28.8,25,14,1.26,21.5,15.7,0.202
P0325,Team_B,Defender,80,13.5,0.1,6.8,18.6,37,6,0.5,19.9,13.4,0.264
P0326,Team_F,Guard,10,16.7,2.8,0.7,30.8,37,5,3.63,61.1,15.8,0.389
P0327,Team_G,Midfielder,62,25.0,5.0,10.0,38.2,23,11,0.5,61.7,19.9,0.203
P0328,Team_A,Forward,61,9.3,4.0,6.5,10.4,20,8,12.26,54.2,12.1,0.296
P0329,Team_D,Forward,72,10.4,4.1,1.8,22.2,36,16,15.95,47.3,11.7,0.162
P0330,Team_H,Midfielder,72,24.9,0.5,3.1,20.9,22,16,4.9,59.4,11.2,0.291
P0331,Team_B,Forward,61,5.2,5.6,4.0,22.8,25,17,1.38,82.5,21.3,0.144
P0332,Team_C,Guard,28,17.2,5.0,12.7,20.3,28,1,3.01,65.0,11.6,0.216
P0333,Team_K,Guard,41,21.1,5.3,8.4,43.0,23,2,0.72,46.8,9.4,0.212
P0334,Team_C,Midfielder,73,8.4,5.3,5.2,18.6,21,15,4.53,79.6,16.2,0.311
P0335,Team_F,Center,36,4.9,5.7,2.0,32.7,30,5,0.5,55.3,12.3,0.139
P0336,Team_L,Guard,76,6.1,5.3,10.4,26.7,37,12,2.45,68.3,14.8,0.248
P0337,Team_B,Defender,50,1.4,4.0,2.5,27.4,37,0,4.53,50.4,17.5,0.108
P0338,Team_H,Striker,73,14.1,3.2,8.5,30.4,28,2,9.12,69.1,16.1,0.287
P0339,Team_H,Striker,53,4.6,0.0,7.1,28.9,30,14,9.39,80.2,16.1,0.359
P0340,Team_E,Forward,53,14.6,8.3,5.0,6.3,31,10,0.5,24.2,19.8,0.273
P0341,Team_A,Midfielder,62,17.1,9.2,12.5,26.7,23,11,0.74,82.6,0.0,0.326
P0342,Team_K,Forward,58,17.3,5.7,4.3,36.9,37,10,2.02,47.1,16.3,0.361
P0343,Team_B,Forward,64,21.3,10.0,3.5,28.2,25,14,1.51,50.8,22.5,0.283
P0344,Team_L,Striker,40,1.9,8.8,0.6,41.0,33,9,1.45,46.3,23.7,0.2
P0345,Team_L,Center,39,14.9,0.0,9.3,30.8,29,14,7.09,48.6,20.5,0.349
P0346,Team_F,Forward,33,16.3,5.6,5.1,20.4,30,0,0.5,75.8,9.2,0.371
P0347,Team_I,Center,36,10.8,0.0,9.6,23.6,27,14,2.95,69.8,28.4,0.371
P0348,Team_E,Midfielder,65,23.1,4.0,8.2,22.3,28,6,2.37,33.2,6.2,0.172
P0349,Team_H,Guard,61,6.3,4.2,1.9,32.5,20,5,0.79,50.2,7.0,0.275
P0350,Team_D,Center,48,19.0,3.6,4.4,29.6,25,8,3.23,77.1,6.3,0.365
P0351,Team_B,Midfielder,26,15.7,0.0,4.2,17.6,27,14,0.61,81.0,9.1,0.283
P0352,Team_L,Forward,56,15.2,5.2,0.0,21.3,30,15,1.1,39.6,10.5,0.269
P0353,Team_L,Defender,39,27.7,2.7,2.6,36.7,35,0,3.1,62.9,18.2,0.318
P0354,Team_B,Guard,50,17.3,1.2,0.0,28.9,32,10,0.5,100.0,0.0,0.103
P0355,Team_D,Center,56,8.4,2.6,0.7,32.4,35,11,0.5,62.5,20.1,0.274
P0356,Team_A,Guard,50,10.1,9.0,6.4,21.6,30,14,6.21,28.2,26.6,0.349
P0357,Team_L,Center,11,29.2,10.4,14.1,15.6,32,12,5.78,68.0,8.1,0.195
P0358,Team_K,Midfielder,22,17.2,5.7,6.5,19.9,29,10,0.5,56.3,13.0,0.228
P0359,Team_K,Defender,67,9.9,1.0,16.2,32.3,29,0,2.27,65.8,0.0,0.397
P0360,Team_H,Center,56,18.5,0.0,0.0,31.1,34,7,2.94,55.1,25.0,0.376
P0361,Team_C,Center,18,6.9,2.4,4.7,9.0,35,15,14.47,100.0,14.6,0.11
P0362,Team_L,Center,74,10.0,3.8,7.6,48.0,25,1,3.97,47.1,8.2,0.303
P0363,Team_F,Guard,51,3.8,4.8,10.6,35.0,31,13,8.55,72.3,10.3,0.156
P0364,Team_K,Guard,38,7.3,1.0,1.7,26.8,37,17,2.12,43.8,22.8,0.25
P0365,Team_K,Defender,72,22.0,5.3,10.0,24.2,31,10,1.27,79.4,13.9,0.397
P0366,Team_L,Forward,29,7.1,2.3,4.0,27.5,26,10,1.86,62.3,17.9,0.205
P0367,Team_J,Forward,25,10.6,4.7,8.2,35.5,29,10,1.82,53.3,12.8,0.198
P0368,Team_K,Center,67,20.6,1.6,11.5,16.9,28,14,5.35,74.4,18.3,0.374
P0369,Team_C,Defender,23,8.7,5.2,1.5,38.7,33,3,0.5,63.9,26.0,0.18
P0370,Team_A,Striker,59,4.1,3.9,0.0,32.8,30,9,3.19,55.1,13.7,0.376
P0371,Team_F,Center,43,18.1,5.5,2.1,21.2,20,11,1.44,30.4,13.8,0.345
P0372,Team_H,Center,19,12.7,3.8,6.0,23.4,29,3,0.84,25.3,23.0,0.199
P0373,Team_D,Defender,47,20.7,7.3,0.1,32.1,31,11,3.08,71.7,14.9,0.196
P0374,Team_K,Guard,45,13.6,4.3,10.9,27.2,28,5,5.26,42.9,6.9,0.172
P0375,Team_E,Striker,50,1.5,6.1,8.5,14.0,32,9,0.5,55.3,19.5,0.26
P0376,Team_E,Striker,62,5.5,2.3,5.1,28.2,35,7,0.96,51.4,11.3,0.306
P0377,Team_D,Midfielder,47,13.4,1.7,13.2,41.4,31,12,3.47,98.0,11.0,0.238
P0378,Team_H,Forward,63,17.8,3.8,1.6,13.4,34,11,2.77,50.0,9.9,0.169
P0379,Team_F,Guard,80,11.8,2.7,1.8,34.3,31,2,4.96,49.2,9.6,0.155
P0380,Team_G,Defender,27,11.7,8.6,3.0,35.9,22,1,1.13,35.1,16.7,0.397
P0381,Team_E,Guard,19,10.5,2.2,3.7,5.0,21,4,6.79,86.4,23.6,0.169
P0382,Team_A,Forward,28,13.8,2.3,2.5,29.7,34,11,4.49,40.0,24.4,0.235
P0383,Team_J,Forward,75,17.9,3.8,9.2,26.4,29,17,0.84,58.8,27.7,0.19
P0384,Team_F,Forward,51,0.0,1.6,8.9,23.6,20,8,10.25,54.1,24.2,0.23
P0385,Team_B,Striker,21,2.1,4.3,5.5,40.1,32,13,0.66,22.4,12.7,0.199
P0386,Team_L,Striker,59,16.6,7.2,10.1,21.1,22,17,3.97,51.5,21.6,0.368
P0387,Team_B,Forward,31,8.4,4.5,4.2,35.1,21,1,0.6,50.2,13.4,0.114
P0388,Team_B,Forward,47,9.3,5.0,11.9,33.3,26,11,0.5,85.1,13.9,0.307
P0389,Team_G,Guard,30,5.5,1.1,1.3,11.6,26,10,3.54,87.4,18.4,0.275
P0390,Team_F,Forward,38,3.3,0.0,7.8,15.5,20,5,1.06,70.5,14.8,0.366
P0391,Team_D,Defender,59,8.6,5.9,4.6,31.3,21,3,2.73,72.7,10.9,0.274
P0392,Team_D,Guard,12,6.8,6.0,6.9,20.0,31,4,0.91,28.2,16.5,0.392
P0393,Team_G,Midfielder,37,3.2,3.1,6.4,24.5,33,11,1.97,33.9,20.4,0.317
P0394,Team_G,Guard,48,12.4,4.1,6.0,22.9,28,14,0.5,45.8,23.7,0.208
P0395,Team_E,Midfielder,62,21.0,0.0,13.4,22.6,29,2,1.44,60.7,35.0,0.184
P0396,Team_F,Center,56,9.1,0.9,5.3,24.8,23,14,1.57,43.1,19.6,0.295
P0397,Team_G,Center,38,12.1,6.7,9.2,30.7,27,7,1.0,52.5,15.1,0.371
P0398,Team_H,Striker,60,26.4,5.9,12.0,43.9,35,7,6.74,37.5,4.6,0.14
P0399,Team_L,Striker,16,6.6,9.3,10.6,33.1,22,15,0.5,47.6,10.4,0.129
P0400,Team_A,Forward,44,0.0,7.7,2.9,22.1,24,10,7.42,46.2,3.7,0.391
P0401,Team_K,Guard,30,17.4,1.2,14.8,35.2,23,8,3.13,69.8,21.4,0.265
P0402,Team_B,Defender,73,6.0,3.4,7.4,7.5,24,0,3.13,45.6,25.1,0.317
P0403,Team_C,Midfielder,13,0.0,3.1,8.9,35.6,31,17,8.23,32.4,18.8,0.308
P0404,Team_J,Midfielder,44,28.7,1.5,11.4,24.5,22,15,3.18,62.9,6.2,0.117
P0405,Team_L,Center,55,11.7,7.4,9.8,27.0,31,13,4.05,37.9,30.0,0.139
P0406,Team_G,Midfielder,70,19.0,1.0,0.0,13.5,23,9,2.56,40.9,35.0,0.295
P0407,Team_F,Guard,66,7.6,2.9,0.0,30.7,36,0,0.5,20.9,21.6,0.374
P0408,Team_J,Center,26,7.8,0.0,1.3,17.1,20,5,6.75,53.5,17.7,0.268
P0409,Team_I,Striker,47,2.1,4.6,8.0,14.7,32,9,4.02,56.0,23.3,0.195
P0410,Team_I,Guard,69,3.8,0.8,6.7,18.3,21,8,7.06,78.3,17.6,0.359
P0411,Team_I,Forward,48,10.2,0.0,8.0,15.0,35,5,10.81,88.3,3.7,0.288
P0412,Team_E,Center,32,13.5,9.8,9.3,22.9,22,6,0.5,27.3,23.4,0.307
P0413,Team_B,Midfielder,74,9.3,1.9,5.0,32.7,28,11,0.65,60.3,16.0,0.212
P0414,Team_B,Striker,42,3.3,4.0,11.3,28.7,35,9,0.5,47.7,12.4,0.191
P0415,Team_J,Defender,11,0.0,0.0,6.9,24.2,36,0,9.34,50.5,15.7,0.156
P0416,Team_D,Defender,17,9.0,4.7,5.3,27.9,35,4,3.81,44.1,0.7,0.188
P0417,Team_F,Forward,10,22.0,0.9,3.5,18.6,36,12,4.33,40.0,13.3,0.34
P0418,Team_F,Defender,62,18.5,0.0,5.2,5.0,35,12,2.63,23.9,5.2,0.158
P0419,Team_B,Center,80,3.6,5.9,3.1,41.9,27,9,2.55,29.4,16.6,0.322
P0420,Team_H,Guard,65,18.1,3.3,8.1,40.4,31,13,4.62,89.6,26.3,0.386
P0421,Team_A,Striker,20,20.6,6.9,0.0,23.0,31,10,8.4,18.4,14.2,0.25
P0422,Team_B,Center,30,4.7,2.9,0.8,27.1,26,15,3.72,83.8,15.9,0.279
P0423,Team_I,Defender,73,1.5,4.0,6.0,12.6,28,2,0.54,53.2,14.0,0.153
P0424,Team_K,Guard,21,2.4,0.0,0.5,19.9,28,6,5.1,24.7,4.0,0.359
P0425,Team_G,Center,58,12.4,2.5,4.9,11.7,32,16,7.5,75.9,14.6,0.25
P0426,Team_H,Guard,28,8.0,3.5,9.1,30.9,27,8,0.5,75.4,23.5,0.161
P0427,Team_B,Center,37,0.0,10.0,7.6,31.0,34,7,0.9,50.9,12.1,0.19
P0428,Team_F,Guard,46,17.3,9.0,11.3,28.5,20,2,2.17,80.3,20.6,0.237
P0429,Team_B,Center,67,7.8,6.2,2.6,25.4,29,3,0.72,54.5,17.3,0.298
P0430,Team_I,Defender,71,15.4,1.8,3.8,28.5,34,17,2.73,76.3,6.5,0.33
P0431,Team_K,Midfielder,26,2.0,5.9,11.1,14.6,21,17,2.27,60.3,22.0,0.185
P0432,Team_G,Guard,23,10.1,4.4,6.0,25.5,29,10,3.93,64.9,13.8,0.371
P0433,Team_F,Guard,28,25.7,2.1,9.4,39.9,32,4,0.5,53.7,13.6,0.207
P0434,Team_I,Guard,54,20.5,0.0,10.1,5.0,26,9,2.79,71.6,14.2,0.229
P0435,Team_E,Forward,68,10.1,7.8,3.8,24.2,30,5,6.18,0.4,21.5,0.131
P0436,Team_K,Defender,81,13.9,0.7,6.9,9.1,31,2,1.85,44.3,0.0,0.39
P0437,Team_B,Center,27,0.5,4.0,2.0,7.9,35,16,0.58,46.4,11.5,0.338
P0438,Team_E,Center,50,12.0,5.0,1.3,14.5,32,10,4.88,62.2,19.4,0.296
P0439,Team_I,Center,67,0.0,0.0,0.6,41.8,32,6,1.12,53.7,2.2,0.311
P0440,Team_A,Guard,72,8.4,7.3,2.7,11.7,35,0,1.39,67.0,12.5,0.164
P0441,Team_A,Defender,52,19.4,2.2,3.9,20.2,27,11,1.8,55.3,14.9,0.37
P0442,Team_I,Striker,76,6.4,6.8,7.1,14.9,21,15,1.85,37.0,3.4,0.34
P0443,Team_C,Forward,68,2.2,5.6,3.3,32.5,37,6,13.87,46.6,2.4,0.143
P0444,Team_C,Midfielder,68,11.9,3.3,4.1,32.9,20,14,8.73,42.7,19.1,0.32
P0445,Team_F,Striker,15,17.9,5.1,2.6,15.2,33,15,9.15,15.0,8.4,0.169
P0446,Team_H,Defender,66,10.5,0.0,12.7,13.4,26,9,0.5,64.9,8.4,0.206
P0447,Team_L,Forward,46,15.6,3.2,5.6,20.6,35,6,1.25,65.6,0.0,0.107
P0448,Team_D,Forward,70,26.0,0.0,7.5,38.8,26,1,8.75,50.9,5.8,0.275
P0449,Team_B,Defender,18,0.0,6.9,13.4,33.4,29,8,2.88,53.0,14.7,0.206
P0450,Team_J,Forward,54,15.9,3.3,1.2,25.7,25,6,0.5,45.0,7.0,0.38
P0451,Team_B,Forward,27,8.4,1.2,13.0,21.1,37,12,4.18,73.4,9.1,0.149
P0452,Team_B,Guard,47,6.3,3.8,0.0,47.4,30,11,1.5,46.7,11.2,0.163
P0453,Team_E,Defender,20,8.3,7.6,3.6,12.6,25,10,0.67,49.0,16.9,0.246
P0454,Team_K,Guard,65,24.8,8.2,6.8,31.7,31,3,9.48,47.8,6.1,0.231
P0455,Team_K,Striker,66,0.0,1.5,9.6,48.0,21,9,6.49,96.4,14.5,0.393
P0456,Team_I,Center,71,8.5,6.8,4.7,23.6,35,0,2.27,56.7,15.9,0.171
P0457,Team_I,Forward,49,13.0,4.0,3.9,16.2,36,9,6.07,49.8,15.8,0.381
P0458,Team_D,Center,25,9.6,7.9,8.1,31.7,36,10,12.35,60.7,5.6,0.227
P0459,Team_B,Defender,69,9.8,7.1,12.0,27.9,35,12,0.5,51.6,14.8,0.281
P0460,Team_L,Forward,47,12.7,3.9,7.3,43.1,21,12,3.72,52.0,0.0,0.151
P0461,Team_I,Forward,44,18.0,3.1,5.1,20.7,21,8,1.07,26.9,24.3,0.123
P0462,Team_D,Forward,33,18.1,9.4,0.0,9.7,37,9,2.99,75.4,11.8,0.28
P0463,Team_I,Midfielder,30,13.4,1.8,12.2,29.8,25,10,0.65,66.5,5.4,0.393
P0464,Team_H,Striker,61,10.8,7.9,4.2,24.4,26,14,8.3,31.4,12.7,0.348
P0465,Team_F,Defender,18,29.9,5.3,9.6,24.4,27,16,4.03,34.6,22.0,0.29
P0466,Team_K,Midfielder,27,10.6,4.0,0.0,18.2,22,17,0.5,41.3,22.1,0.296
P0467,Team_B,Center,68,10.1,0.0,5.1,34.4,31,3,1.56,51.6,21.6,0.153
P0468,Team_G,Defender,61,11.7,0.1,8.5,14.4,36,11,1.44,34.1,15.7,0.12
P0469,Team_H,Center,50,8.3,4.5,4.3,5.0,28,17,0.5,60.5,21.7,0.177
P0470,Team_E,Forward,47,17.5,1.5,3.7,36.4,32,1,4.55,50.5,7.4,0.152
P0471,Team_K,Defender,60,7.6,0.7,9.9,20.2,26,11,1.57,58.1,10.3,0.244
P0472,Team_J,Striker,39,20.8,0.0,10.1,34.9,31,7,1.63,58.6,16.6,0.304
P0473,Team_H,Center,50,11.4,8.3,7.6,39.6,31,12,0.5,64.0,20.7,0.176
P0474,Team_J,Center,71,4.1,4.5,7.4,33.9,20,4,1.08,27.8,0.0,0.312
P0475,Team_D,Guard,74,5.0,5.6,6.6,11.3,37,2,1.76,28.0,25.7,0.139
P0476,Team_K,Defender,59,11.9,0.0,2.9,35.6,25,0,1.52,24.7,31.9,0.282
P0477,Team_D,Center,11,16.4,3.5,2.2,32.4,32,4,2.13,23.2,9.1,0.319
P0478,Team_D,Forward,59,14.7,0.0,5.5,18.2,23,5,1.74,49.7,11.0,0.264
P0479,Team_F,Defender,69,0.7,9.3,7.6,5.0,28,17,1.77,34.6,9.2,0.373
P0480,Team_J,Guard,61,15.5,0.0,12.2,48.0,22,16,2.0,13.8,21.6,0.354
P0481,Team_K,Center,72,14.6,7.9,5.8,16.1,20,7,1.27,19.5,18.2,0.157
P0482,Team_C,Midfielder,20,3.3,3.1,9.6,29.8,30,3,0.57,45.5,18.8,0.229
P0483,Team_L,Guard,57,15.7,4.2,10.4,11.8,31,16,0.5,91.9,8.9,0.314
P0484,Team_A,Forward,39,2.4,4.0,0.0,17.6,34,5,0.84,73.5,12.7,0.384
P0485,Team_J,Guard,66,9.7,4.2,9.6,29.1,26,9,2.06,22.7,14.5,0.16
P0486,Team_B,Striker,78,25.0,4.4,8.2,24.1,21,8,0.5,73.2,27.5,0.234
P0487,Team_E,Forward,18,14.1,8.4,4.9,46.2,21,9,9.49,37.7,12.8,0.128
P0488,Team_G,Midfielder,10,15.4,9.1,9.9,11.2,20,5,6.02,78.5,8.9,0.267
P0489,Team_K,Guard,56,8.6,5.6,5.6,35.6,27,15,4.24,87.2,25.2,0.202
P0490,Team_F,Defender,33,12.7,6.7,6.9,29.3,36,16,1.92,49.4,12.6,0.154
P0491,Team_I,Striker,41,19.2,1.8,5.7,32.3,36,14,4.1,38.4,18.1,0.391
P0492,Team_I,Forward,55,10.4,6.4,6.2,35.9,24,7,0.5,54.5,14.0,0.341
P0493,Team_I,Striker,55,19.1,3.3,8.2,33.7,20,9,3.26,55.7,24.5,0.309
P0494,Team_F,Striker,46,5.0,1.1,5.7,9.4,27,14,0.85,51.1,4.5,0.228
P0495,Team_K,Defender,73,12.4,5.7,6.3,27.4,24,2,0.87,48.2,10.8,0.287
P0496,Team_B,Guard,66,21.6,10.4,9.7,22.7,34,1,3.71,77.6,11.2,0.381
P0497,Team_F,Guard,10,13.2,1.7,5.1,21.1,32,3,0.84,48.8,18.3,0.115
P0498,Team_L,Midfielder,18,23.8,3.3,9.1,22.3,21,6,7.68,52.7,2.5,0.328
P0499,Team_B,Forward,34,18.7,9.9,0.0,45.3,32,13,1.18,45.8,18.1,0.288
P0500,Team_E,Guard,30,24.9,6.7,12.8,21.4,29,3,2.03,69.3,10.3,0.144
P0501,Team_F,Midfielder,53,14.1,0.0,7.9,27.1,31,0,1.69,21.8,19.1,0.113
P0502,Team_A,Striker,79,12.8,5.0,7.5,21.2,25,6,0.52,24.5,19.1,0.162
P0503,Team_B,Guard,30,18.4,4.8,3.7,9.2,28,1,1.36,8.8,28.9,0.217
P0504,Team_J,Midfielder,50,14.3,5.7,11.7,12.9,32,13,3.99,48.7,21.5,0.37
P0505,Team_I,Striker,10,13.0,8.7,6.2,20.6,27,4,1.99,75.1,17.6,0.152
P0506,Team_K,Guard,19,11.8,8.0,13.9,32.7,21,8,1.1,49.9,0.0,0.207
P0507,Team_C,Defender,29,16.6,6.1,4.2,25.6,24,5,6.46,76.2,25.7,0.288
P0508,Team_A,Center,79,2.2,4.9,5.3,34.4,29,7,10.12,28.6,30.2,0.399
P0509,Team_H,Center,29,18.2,5.7,10.4,24.5,22,12,6.81,32.2,0.0,0.208
P0510,Team_H,Striker,27,0.0,4.4,1.5,27.9,34,1,0.98,34.7,9.0,0.265
P0511,Team_K,Midfielder,65,1.7,12.9,11.9,32.8,25,6,5.09,61.7,22.1,0.337
P0512,Team_B,Midfielder,69,6.2,0.0,0.0,7.0,31,6,1.87,28.8,16.5,0.21
P0513,Team_F,Guard,77,28.6,8.6,8.6,18.4,36,4,3.15,91.6,17.7,0.367
P0514,Team_A,Center,71,13.3,0.0,2.2,15.0,29,10,3.49,46.9,6.4,0.33
P0515,Team_B,Forward,40,16.8,4.8,1.9,35.4,26,14,7.58,77.8,12.2,0.283
P0516,Team_E,Forward,42,27.5,0.0,5.4,41.5,36,15,7.05,84.9,1.8,0.227
P0517,Team_L,Defender,31,12.7,3.0,2.8,32.0,29,10,2.59,33.6,12.7,0.341
P0518,Team_J,Center,51,6.3,7.5,7.4,24.6,23,2,1.18,42.8,12.2,0.2
P0519,Team_K,Guard,35,4.0,8.7,7.4,26.8,32,5,5.89,24.0,31.4,0.222
P0520,Team_E,Forward,28,3.7,2.3,2.9,19.0,26,6,0.97,68.9,21.5,0.159
P0521,Team_F,Forward,32,6.6,3.1,6.0,48.0,32,6,0.51,34.4,28.3,0.275
P0522,Team_E,Defender,20,2.0,4.3,1.4,27.4,22,1,1.09,65.9,21.6,0.224
P0523,Team_B,Center,16,10.7,2.2,4.9,17.8,35,8,1.38,71.2,25.2,0.301
P0524,Team_C,Striker,36,11.3,5.1,2.0,17.0,35,2,2.59,28.0,14.3,0.125
P0525,Team_A,Center,36,26.8,10.1,6.3,36.1,27,0,6.67,46.9,17.5,0.255
P0526,Team_L,Forward,34,14.9,5.9,0.0,27.9,35,7,1.08,91.9,2.3,0.339
P0527,Team_D,Defender,68,5.7,3.8,2.2,22.3,37,17,2.95,61.2,31.0,0.371
P0528,Team_K,Midfielder,60,5.2,4.4,5.8,16.4,26,7,3.1,63.0,23.4,0.393
P0529,Team_D,Guard,33,15.4,8.3,7.0,26.4,21,13,3.56,63.3,28.0,0.347
P0530,Team_K,Midfielder,17,16.7,6.5,2.6,27.4,35,16,2.91,52.7,24.7,0.178
P0531,Team_H,Midfielder,18,18.0,2.1,0.0,10.0,32,2,1.94,34.2,12.9,0.139
P0532,Team_E,Center,72,16.6,9.6,3.4,33.2,32,14,5.23,86.2,9.7,0.357
P0533,Team_A,Midfielder,44,4.9,0.0,4.0,23.0,31,5,1.93,62.8,16.0,0.304
P0534,Team_J,Defender,48,17.4,5.3,0.0,18.7,35,3,5.21,78.7,7.7,0.386
P0535,Team_C,Striker,73,19.3,3.4,2.5,27.2,27,8,8.26,43.6,15.4,0.346
P0536,Team_A,Guard,72,16.4,6.8,5.4,28.2,27,12,3.58,58.0,6.1,0.27
P0537,Team_E,Forward,75,3.9,2.1,5.9,35.8,37,8,0.5,49.1,20.0,0.289
P0538,Team_G,Defender,17,19.6,0.1,11.2,27.1,22,13,8.32,22.7,0.0,0.142
P0539,Team_F,Striker,54,16.9,4.2,3.3,22.0,30,14,1.3,60.6,22.5,0.391
