player_id,player_name,team,position,age,games_played,minutes_per_game,points_per_game,assists_per_game,rebounds_per_game,steals_per_game,blocks_per_game,turnovers_per_game,fg_pct,three_pt_pct,ft_pct,salary_millions,all_star
PLAYER_0194,Player 194,Celtics,C,19,49,10.6,6.5,4.0,11.7,0.2,1.1,0.4,0.388,0.321,0.761,1.32,0
PLAYER_0195,Player 195,Lakers,SF,33,52,22.9,23.4,1.4,6.8,0.8,0.6,1.8,0.453,0.35,0.62,10.1,0
PLAYER_0196,Player 196,Heat,C,25,43,30.8,10.6,1.9,15.7,0.2,0.2,3.4,0.453,0.205,0.72,4.31,0
PLAYER_0197,Player 197,Celtics,PG,34,44,31.9,10.7,10.1,2.5,1.2,0.7,0.9,0.479,0.323,0.784,3.29,0
PLAYER_0198,Player 198,Heat,C,33,22,10.4,8.0,2.7,6.8,0.5,0.5,0.0,0.378,0.283,0.747,2.8,0
PLAYER_0199,Player 199,Heat,PF,31,73,23.0,12.9,4.4,7.9,5.9,0.4,0.6,0.478,0.286,0.631,2.72,0
PLAYER_0200,Player 200,Bucks,SF,29,51,10.3,13.7,2.1,5.6,0.2,0.5,1.0,0.471,0.501,0.89,6.24,0
PLAYER_0201,Player 201,Bucks,SG,24,48,14.8,23.3,2.2,6.2,0.3,0.5,0.9,0.362,0.403,0.791,15.98,0
PLAYER_0202,Player 202,Suns,C,26,78,15.6,13.5,0.0,11.7,0.9,1.0,3.0,0.525,0.436,0.958,13.97,0
PLAYER_0203,Player 203,Nets,SF,33,22,38.2,18.6,5.1,4.0,1.0,0.2,0.5,0.518,0.41,0.655,6.49,0
PLAYER_0204,Player 204,Bucks,C,24,43,12.7,3.8,3.1,10.5,1.2,0.2,0.8,0.478,0.194,0.76,3.63,0
PLAYER_0205,Player 205,Celtics,SF,20,27,17.5,27.1,3.2,11.7,0.9,0.0,0.1,0.392,0.426,0.811,1.99,1
PLAYER_0206,Player 206,Nets,SF,34,72,17.0,13.3,2.4,9.3,0.0,0.7,1.5,0.481,0.459,0.951,10.17,0
PLAYER_0207,Player 207,Celtics,SG,28,80,21.7,12.7,4.5,5.7,0.3,0.5,4.0,0.514,0.329,0.806,1.38,0
PLAYER_0208,Player 208,Celtics,PF,24,44,25.1,12.8,4.3,7.9,3.0,0.9,0.7,0.466,0.415,0.766,3.04,0
PLAYER_0209,Player 209,Suns,SG,30,41,23.7,30.9,6.1,2.3,1.1,0.9,0.3,0.552,0.505,0.835,6.25,0
PLAYER_0210,Player 210,Heat,SF,31,21,27.2,18.2,3.9,6.4,0.3,1.3,1.3,0.311,0.461,0.669,3.98,0
PLAYER_0211,Player 211,Warriors,PF,33,75,15.9,16.9,0.0,8.2,1.3,0.2,2.4,0.655,0.375,0.832,4.36,0
PLAYER_0212,Player 212,Bulls,PF,35,36,35.6,14.7,0.4,0.3,2.8,0.0,0.7,0.436,0.195,0.701,3.57,0
PLAYER_0213,Player 213,Heat,C,28,58,21.0,14.0,2.0,10.2,0.4,0.2,5.6,0.353,0.435,0.9,4.22,0
PLAYER_0214,Player 214,Bucks,SF,28,76,31.5,6.5,2.7,9.1,0.3,0.2,0.3,0.5,0.146,0.767,1.95,0
PLAYER_0215,Player 215,Bulls,PF,30,57,35.1,12.1,1.3,16.4,0.4,1.0,0.8,0.419,0.297,0.554,3.02,0
PLAYER_0216,Player 216,Heat,PG,32,50,22.1,20.8,5.1,5.7,3.5,1.3,2.0,0.396,0.31,0.728,5.39,0
PLAYER_0217,Player 217,Suns,SF,26,81,14.3,18.1,2.1,7.1,0.5,0.8,0.7,0.435,0.362,0.666,6.18,0
PLAYER_0218,Player 218,Bucks,PG,22,32,28.7,21.7,12.4,7.5,0.9,0.0,0.7,0.389,0.262,0.612,5.47,0
PLAYER_0219,Player 219,Heat,SG,35,47,32.8,23.6,5.5,3.9,0.2,0.3,0.8,0.559,0.297,0.889,3.29,1
PLAYER_0220,Player 220,Warriors,C,33,28,24.0,14.3,2.3,6.4,1.5,0.1,1.5,0.508,0.305,0.815,8.21,0
PLAYER_0221,Player 221,Nets,PF,30,20,28.3,8.6,2.7,1.9,0.2,0.0,1.3,0.51,0.234,0.811,11.05,0
PLAYER_0222,Player 222,Warriors,SG,26,60,18.5,19.4,8.4,1.4,0.5,0.2,0.6,0.547,0.52,0.64,6.94,0
PLAYER_0223,Player 223,Celtics,C,31,71,30.3,14.0,3.1,4.1,0.8,0.2,0.9,0.372,0.284,0.838,3.18,0
PLAYER_0224,Player 224,Bucks,SG,30,27,38.2,11.4,8.0,2.1,0.6,0.1,0.3,0.514,0.251,0.662,1.64,0
PLAYER_0225,Player 225,Warriors,SG,34,68,10.2,7.5,7.6,1.9,0.2,0.5,0.8,0.38,0.443,0.726,11.12,0
PLAYER_0226,Player 226,Heat,PG,35,71,13.6,9.1,5.4,3.2,1.3,0.4,0.5,0.297,0.343,0.613,21.97,0
PLAYER_0227,Player 227,Heat,PG,21,41,25.7,5.2,1.4,3.1,1.2,0.3,1.2,0.429,0.431,0.678,2.5,0
PLAYER_0228,Player 228,Lakers,C,26,79,28.5,10.5,2.3,5.3,2.0,0.1,3.1,0.504,0.429,0.593,6.07,0
PLAYER_0229,Player 229,Heat,PG,33,20,17.6,13.4,3.7,0.0,0.9,0.2,2.6,0.46,0.341,0.883,1.6,0
PLAYER_0230,Player 230,Nets,PG,35,67,24.5,6.8,1.4,3.4,1.8,0.1,0.7,0.489,0.396,0.671,0.75,0
PLAYER_0231,Player 231,Celtics,SF,24,25,29.6,14.0,1.5,7.9,1.0,0.2,3.9,0.462,0.306,0.805,4.76,0
PLAYER_0232,Player 232,Bulls,PF,22,54,22.1,2.3,4.1,13.4,1.8,0.8,1.4,0.34,0.279,0.721,2.39,0
PLAYER_0233,Player 233,Suns,SG,34,47,37.2,3.9,5.9,1.6,0.2,0.1,1.1,0.375,0.296,0.778,2.22,0
PLAYER_0234,Player 234,Lakers,PF,34,54,12.7,5.3,2.5,10.8,0.4,0.0,2.3,0.357,0.138,0.78,8.18,1
PLAYER_0235,Player 235,Celtics,SG,36,34,24.5,14.8,4.2,3.0,0.7,0.2,1.3,0.576,0.327,0.741,14.97,0
PLAYER_0236,Player 236,Suns,SF,29,32,39.7,10.2,2.7,7.7,0.0,0.5,1.6,0.392,0.386,0.621,7.08,0
PLAYER_0237,Player 237,Nets,PG,28,76,30.7,15.4,4.0,6.0,0.4,0.8,0.1,0.412,0.304,0.655,4.34,0
PLAYER_0238,Player 238,Nets,C,20,31,11.1,11.6,0.0,4.4,2.6,0.1,0.8,0.395,0.455,0.832,1.93,0
PLAYER_0239,Player 239,Bucks,PF,26,26,14.0,12.2,2.9,11.8,0.7,0.1,0.1,0.368,0.234,0.719,2.56,0
PLAYER_0240,Player 240,Heat,C,34,33,32.6,5.6,2.3,6.0,0.1,0.3,0.9,0.367,0.187,0.626,4.89,0
PLAYER_0241,Player 241,Bulls,C,20,41,13.8,8.4,2.9,6.2,0.2,0.9,1.3,0.394,0.458,0.692,1.59,0
PLAYER_0242,Player 242,Nets,PG,33,34,34.8,8.1,3.6,0.1,1.1,0.9,0.8,0.489,0.28,0.89,1.8,0
PLAYER_0243,Player 243,Celtics,SG,21,76,25.2,17.6,3.6,0.9,1.0,2.1,2.2,0.451,0.182,0.544,15.36,0
PLAYER_0244,Player 244,Warriors,C,22,26,10.5,18.6,0.0,5.9,1.7,0.0,3.3,0.503,0.278,0.809,3.26,0
PLAYER_0245,Player 245,Suns,SG,28,79,38.3,13.8,4.2,1.0,0.4,0.5,1.6,0.422,0.426,0.624,3.36,0
PLAYER_0246,Player 246,Celtics,SF,20,31,20.0,13.1,1.3,9.7,0.6,0.0,0.1,0.364,0.541,0.622,5.22,0
PLAYER_0247,Player 247,Celtics,PG,32,33,35.2,19.5,7.8,3.0,0.1,0.8,3.0,0.679,0.363,0.737,1.25,0
PLAYER_0248,Player 248,Suns,PF,31,78,12.5,17.2,1.8,9.0,2.6,0.2,0.2,0.405,0.343,0.813,5.65,0
PLAYER_0249,Player 249,Heat,C,26,78,19.0,6.7,1.2,8.9,2.2,0.0,0.6,0.502,0.235,0.768,4.95,0
PLAYER_0250,Player 250,Lakers,SG,26,74,24.4,25.4,0.3,6.0,0.1,0.0,2.7,0.445,0.383,0.741,9.79,0
PLAYER_0251,Player 251,Heat,C,34,70,20.9,7.1,0.0,12.8,1.3,0.5,0.2,0.541,0.192,0.797,3.46,0
PLAYER_0252,Player 252,Bulls,SF,33,72,33.9,24.3,0.6,7.3,0.3,0.1,1.2,0.305,0.37,0.644,2.08,0
PLAYER_0253,Player 253,Warriors,SF,24,53,24.9,9.7,2.9,5.8,1.2,0.1,0.6,0.437,0.434,0.774,5.91,0
PLAYER_0254,Player 254,Bulls,SF,29,70,37.3,24.0,5.0,8.2,0.0,0.2,0.1,0.511,0.451,0.872,1.75,0
PLAYER_0255,Player 255,Heat,PG,36,47,27.4,8.5,8.3,4.6,0.4,0.8,0.9,0.281,0.35,0.678,5.73,1
PLAYER_0256,Player 256,Bulls,SF,24,42,22.4,14.8,1.6,11.9,1.3,0.1,0.3,0.404,0.273,0.65,4.72,0
PLAYER_0257,Player 257,Warriors,PG,22,20,11.3,15.8,2.1,4.0,0.5,0.1,0.2,0.392,0.264,0.647,22.0,0
PLAYER_0258,Player 258,Suns,PG,21,66,36.1,20.7,0.3,1.4,0.5,0.5,1.1,0.424,0.152,0.607,4.52,0
PLAYER_0259,Player 259,Bucks,SG,19,77,39.6,26.8,6.3,1.6,0.4,0.3,1.4,0.522,0.336,0.891,6.17,0
PLAYER_0260,Player 260,Heat,PG,33,21,29.3,14.1,6.1,0.1,0.5,0.0,1.4,0.431,0.431,0.721,1.41,1
PLAYER_0261,Player 261,Suns,SG,20,63,38.1,7.0,4.2,3.1,0.6,0.3,0.0,0.311,0.406,0.711,3.53,1
PLAYER_0262,Player 262,Suns,PG,23,42,33.6,8.6,1.1,3.6,0.3,0.9,1.2,0.565,0.206,0.664,8.59,0
PLAYER_0263,Player 263,Bucks,PF,33,23,10.2,13.7,0.0,0.0,0.0,0.4,1.1,0.423,0.298,0.718,0.54,0
PLAYER_0264,Player 264,Lakers,PG,29,25,30.5,28.8,0.1,3.2,3.0,0.1,0.7,0.387,0.36,0.639,18.47,0
PLAYER_0265,Player 265,Suns,PF,34,58,21.8,9.9,2.1,8.2,0.3,0.1,0.3,0.489,0.412,0.854,1.46,0
PLAYER_0266,Player 266,Warriors,C,37,54,19.7,27.9,0.2,2.8,1.2,1.6,2.0,0.635,0.332,0.818,14.23,1
PLAYER_0267,Player 267,Warriors,SF,35,56,30.8,23.5,1.2,11.1,0.2,0.3,1.2,0.31,0.4,0.501,2.07,0
PLAYER_0268,Player 268,Celtics,PF,26,40,39.7,21.8,3.0,14.5,0.2,0.2,1.7,0.24,0.298,0.864,1.12,0
PLAYER_0269,Player 269,Suns,PG,37,66,10.8,9.1,6.7,0.9,0.4,0.8,1.2,0.393,0.438,0.642,13.48,0
PLAYER_0270,Player 270,Heat,C,35,47,25.4,13.9,0.0,7.9,0.3,0.0,1.0,0.53,0.259,0.756,3.36,0
PLAYER_0271,Player 271,Heat,C,31,54,36.9,6.7,1.9,11.4,0.2,0.0,3.0,0.62,0.444,0.768,12.21,0
PLAYER_0272,Player 272,Lakers,SF,20,35,16.0,17.7,1.3,2.5,0.3,0.2,1.2,0.326,0.536,0.677,5.26,1
PLAYER_0273,Player 273,Heat,SG,27,50,10.4,24.0,7.8,2.5,1.0,0.6,2.4,0.453,0.58,0.602,12.27,0
PLAYER_0274,Player 274,Lakers,SG,26,22,11.5,27.2,2.5,4.3,0.3,1.1,0.4,0.412,0.313,0.75,11.25,0
PLAYER_0275,Player 275,Suns,SG,25,40,38.0,34.1,5.4,3.4,0.4,0.8,2.2,0.501,0.251,0.722,11.66,0
PLAYER_0276,Player 276,Warriors,SG,36,30,29.4,25.2,2.6,5.8,1.4,0.1,0.8,0.383,0.286,0.761,4.76,0
PLAYER_0277,Player 277,Bulls,PG,25,49,20.2,27.0,2.8,3.8,0.1,0.3,0.2,0.377,0.269,0.639,5.51,0
PLAYER_0278,Player 278,Bulls,C,24,43,12.9,13.3,2.6,9.6,1.9,0.2,0.1,0.359,0.422,0.67,1.92,1
PLAYER_0279,Player 279,Suns,SF,37,39,18.7,14.1,3.7,9.6,1.5,0.8,6.5,0.512,0.274,0.768,12.33,0
PLAYER_0280,Player 280,Warriors,C,34,57,12.6,20.9,2.1,7.4,0.2,0.9,1.7,0.352,0.519,0.576,7.87,0
PLAYER_0281,Player 281,Heat,C,35,79,31.8,11.1,3.3,15.4,0.1,0.3,3.3,0.428,0.457,0.895,2.15,0
PLAYER_0282,Player 282,Celtics,PG,33,63,25.8,11.3,4.7,3.3,0.2,0.1,0.9,0.396,0.337,0.689,0.65,0
PLAYER_0283,Player 283,Warriors,PG,23,35,35.6,5.6,10.2,5.8,1.1,0.1,0.5,0.419,0.472,0.83,8.91,0
PLAYER_0284,Player 284,Lakers,SF,29,55,25.4,11.7,0.2,4.8,0.3,0.9,2.1,0.498,0.387,0.658,8.28,0
PLAYER_0285,Player 285,Bulls,PF,28,60,32.5,0.0,2.4,13.7,2.5,0.1,0.4,0.332,0.266,0.843,2.55,0
PLAYER_0286,Player 286,Celtics,PG,35,34,33.2,19.7,10.7,1.8,1.1,0.0,1.1,0.502,0.164,0.841,2.54,0
PLAYER_0287,Player 287,Suns,PG,24,27,19.2,10.2,8.9,4.3,0.3,0.1,0.1,0.406,0.374,0.617,2.65,0
PLAYER_0288,Player 288,Lakers,SF,28,53,35.2,3.3,3.0,8.7,0.4,0.6,7.6,0.54,0.23,0.652,9.9,0
PLAYER_0289,Player 289,Bulls,SG,26,45,25.4,19.4,8.9,4.2,1.5,1.4,3.6,0.417,0.286,0.661,2.27,0
PLAYER_0290,Player 290,Lakers,SF,23,31,33.9,4.8,1.1,7.8,1.3,0.5,0.3,0.381,0.36,0.624,1.07,1
PLAYER_0291,Player 291,Warriors,SG,23,80,25.1,12.6,2.5,4.6,1.8,0.4,1.5,0.486,0.117,0.512,7.38,0
PLAYER_0292,Player 292,Celtics,PG,29,26,34.6,28.4,5.8,4.7,0.8,0.6,3.9,0.541,0.392,0.801,19.96,0
PLAYER_0293,Player 293,Suns,PG,34,60,25.8,13.1,2.9,5.0,1.4,0.6,0.3,0.34,0.13,0.52,5.85,0
PLAYER_0294,Player 294,Celtics,PG,23,67,17.2,0.0,1.7,5.3,0.5,0.0,0.2,0.407,0.324,0.644,4.32,0
PLAYER_0295,Player 295,Heat,PG,36,74,18.5,19.4,2.1,6.3,0.1,1.0,2.0,0.5,0.431,0.589,5.3,0
PLAYER_0296,Player 296,Lakers,PF,31,34,25.0,11.0,3.9,9.0,0.2,1.0,0.1,0.606,0.337,0.823,1.47,0
PLAYER_0297,Player 297,Lakers,SF,21,62,33.9,19.9,2.5,10.5,1.8,2.1,2.4,0.482,0.184,0.855,2.85,0
PLAYER_0298,Player 298,Suns,PG,34,77,27.5,18.4,4.6,1.9,0.6,0.5,1.0,0.359,0.416,0.773,2.14,0
PLAYER_0299,Player 299,Nets,PG,35,31,38.9,6.0,4.7,2.8,0.8,0.5,1.7,0.494,0.364,0.959,2.71,1
PLAYER_0300,Player 300,Bulls,C,20,39,35.7,11.4,3.9,9.8,2.8,0.3,1.8,0.43,0.459,0.79,3.89,0
