trip_id,route,vehicle_type,departure_hour,distance_km,passengers,fare_amount,delay_minutes,day_of_week,is_holiday,weather_condition,on_time_pct,passenger_satisfaction
T000295,Route_15,Bus,13,30.0,35,9.21,0.5,Thu,0,Rain,0.844,2.7
T000296,Route_17,Bus,7,31.0,37,3.99,2.8,Sat,0,Clear,0.961,2.7
T000297,Route_14,Train,20,24.6,28,14.86,9.4,Wed,0,Rain,0.911,3.8
T000298,Route_3,Ferry,16,32.6,30,9.91,0.9,Tue,0,Clear,0.794,2.8
T000299,Route_14,Subway,16,0.5,24,5.74,1.0,Sun,0,Clear,0.907,2.8
T000300,Route_14,Bus,10,1.6,28,4.38,7.2,Thu,0,Snow,0.818,3.3
T000301,Route_19,Bus,2,31.5,29,9.46,4.1,Mon,0,Snow,0.778,3.1
T000302,Route_3,Bus,11,24.3,23,8.28,4.2,Mon,0,Clear,0.857,3.4
T000303,Route_11,Train,21,21.1,27,13.93,8.1,Wed,0,Clear,0.872,3.6
T000304,Route_19,Tram,5,32.5,34,3.86,3.4,Fri,0,Clear,0.774,1.4
T000305,Route_4,Subway,0,22.6,26,13.01,0.3,Sun,1,Rain,0.981,5.0
T000306,Route_7,Bus,2,6.8,48,5.85,4.6,Tue,0,Clear,0.886,3.6
T000307,Route_20,Tram,7,31.6,25,2.7,2.3,Thu,0,Clear,0.891,1.9
T000308,Route_20,Bus,11,23.6,33,9.4,1.3,Sat,0,Rain,0.864,3.4
T000309,Route_3,Subway,13,23.4,30,11.24,6.8,Fri,0,Rain,0.952,3.3
T000310,Route_2,Train,21,36.5,31,4.24,2.3,Mon,0,Snow,0.719,2.4
T000311,Route_10,Tram,4,10.6,33,13.48,0.2,Fri,0,Clear,0.753,3.5
T000312,Route_1,Tram,14,40.2,32,8.09,10.9,Wed,0,Snow,0.852,2.4
T000313,Route_17,Ferry,4,0.8,31,4.46,15.1,Sun,1,Clear,0.91,2.6
T000314,Route_4,Subway,20,41.3,38,14.4,1.6,Mon,0,Clear,0.829,3.4
T000315,Route_2,Tram,8,16.4,23,11.69,0.5,Wed,0,Clear,0.785,3.2
T000316,Route_8,Train,2,12.3,32,4.93,7.5,Thu,0,Rain,0.959,3.5
T000317,Route_6,Bus,12,39.8,40,8.14,4.1,Sat,0,Clear,0.927,4.4
T000318,Route_18,Train,5,1.1,40,9.32,0.1,Fri,0,Rain,0.63,2.7
T000319,Route_8,Tram,16,23.2,24,10.22,1.4,Mon,0,Fog,0.951,4.1
T000320,Route_13,Train,21,15.2,28,2.89,2.1,Sun,1,Clear,0.917,5.0
T000321,Route_17,Ferry,13,15.6,28,11.86,0.8,Tue,0,Clear,0.874,2.8
T000322,Route_2,Tram,6,18.4,30,14.07,10.4,Thu,1,Clear,0.825,2.4
T000323,Route_13,Tram,22,10.6,26,7.89,4.2,Mon,0,Rain,0.817,2.6
T000324,Route_16,Tram,10,23.8,33,12.95,8.6,Fri,0,Clear,0.943,2.3
T000325,Route_18,Train,9,4.4,20,5.39,3.4,Tue,1,Clear,0.767,3.6
T000326,Route_10,Train,12,21.7,31,8.79,0.6,Sat,0,Clear,0.886,3.8
T000327,Route_20,Train,12,22.1,25,2.49,6.0,Wed,1,Clear,0.812,3.7
T000328,Route_16,Ferry,6,29.6,26,6.96,5.0,Sun,0,Rain,0.85,3.6
T000329,Route_14,Tram,14,35.3,27,13.61,1.4,Thu,0,Rain,0.763,4.3
T000330,Route_20,Bus,10,11.5,37,10.39,1.2,Mon,0,Clear,0.618,3.7
T000331,Route_9,Ferry,22,3.8,29,2.19,0.6,Thu,0,Clear,0.842,2.2
T000332,Route_14,Tram,16,30.3,22,3.27,3.8,Sun,0,Clear,0.872,3.9
T000333,Route_1,Ferry,17,20.7,36,9.47,3.3,Wed,0,Rain,0.812,3.0
T000334,Route_5,Tram,18,19.3,24,14.58,2.1,Sun,0,Rain,0.873,2.9
T000335,Route_12,Train,17,36.6,29,2.46,5.5,Sat,0,Rain,0.788,4.3
T000336,Route_14,Subway,1,8.7,43,12.28,12.8,Thu,1,Clear,0.961,4.9
T000337,Route_17,Tram,7,44.0,28,8.65,0.7,Sat,0,Rain,0.765,3.2
T000338,Route_18,Tram,20,1.4,38,8.4,1.5,Sat,0,Clear,0.974,2.6
T000339,Route_8,Train,8,15.5,27,4.72,2.5,Sun,0,Clear,0.738,4.8
T000340,Route_6,Train,6,8.2,34,10.49,0.8,Tue,0,Snow,0.781,3.7
T000341,Route_14,Ferry,13,15.6,23,6.76,2.8,Wed,0,Rain,0.728,4.1
T000342,Route_5,Subway,17,16.0,39,3.44,10.6,Thu,0,Clear,0.964,3.4
T000343,Route_3,Subway,8,33.6,32,2.78,2.9,Fri,0,Rain,1.0,2.1
T000344,Route_10,Train,17,31.6,27,9.01,4.0,Sun,0,Clear,0.915,3.7
T000345,Route_10,Bus,7,22.3,33,10.68,4.8,Sat,0,Clear,0.851,3.5
T000346,Route_3,Subway,11,15.9,30,3.68,0.8,Fri,0,Rain,0.91,3.9
T000347,Route_4,Bus,21,41.9,27,1.55,0.2,Wed,0,Rain,0.902,3.9
T000348,Route_8,Train,13,6.5,34,11.41,1.0,Sat,0,Rain,0.651,2.4
T000349,Route_4,Subway,1,12.0,31,12.85,1.1,Thu,0,Clear,0.79,4.2
T000350,Route_11,Train,3,31.6,36,2.25,3.7,Mon,0,Rain,0.882,3.8
T000351,Route_2,Train,10,36.4,28,9.33,12.6,Sat,0,Clear,0.775,4.2
T000352,Route_20,Subway,14,19.5,37,12.95,16.9,Sat,0,Clear,0.838,4.7
T000353,Route_11,Bus,20,40.0,39,12.69,7.9,Sat,0,Rain,0.838,2.9
T000354,Route_2,Subway,6,32.9,33,6.95,1.5,Wed,0,Snow,0.888,3.1
T000355,Route_12,Subway,17,11.2,33,8.05,1.4,Mon,1,Clear,0.702,4.7
T000356,Route_10,Ferry,10,11.9,21,7.57,23.5,Fri,0,Clear,0.786,4.2
T000357,Route_18,Bus,19,0.9,27,9.21,0.9,Thu,1,Clear,0.897,4.4
T000358,Route_18,Ferry,10,4.1,29,12.7,1.6,Mon,0,Snow,0.748,1.6
T000359,Route_1,Subway,12,22.8,30,4.46,4.4,Sun,0,Clear,0.976,2.7
T000360,Route_15,Subway,1,45.0,26,8.5,3.0,Thu,0,Clear,0.952,3.3
T000361,Route_12,Subway,13,18.3,24,7.52,1.5,Thu,0,Clear,0.787,3.7
T000362,Route_10,Bus,17,44.6,29,9.49,0.9,Wed,0,Rain,0.571,2.8
T000363,Route_9,Train,14,33.3,24,3.19,13.6,Tue,0,Clear,0.864,3.8
T000364,Route_1,Ferry,3,42.8,27,3.86,5.2,Tue,0,Snow,0.598,2.6
T000365,Route_8,Bus,6,20.9,22,13.41,4.1,Sat,0,Rain,1.0,3.5
T000366,Route_15,Tram,13,2.7,33,4.78,0.2,Sun,0,Rain,0.85,1.7
T000367,Route_3,Subway,21,30.5,34,11.71,1.7,Mon,0,Snow,1.0,4.7
T000368,Route_4,Train,6,16.8,38,2.33,2.9,Mon,0,Fog,0.924,5.0
T000369,Route_11,Subway,5,10.3,21,11.89,4.1,Thu,1,Clear,0.845,4.2
T000370,Route_9,Tram,4,15.0,26,7.42,10.0,Sun,0,Clear,0.861,3.8
T000371,Route_16,Bus,6,14.7,29,9.35,2.0,Wed,0,Rain,1.0,3.6
T000372,Route_19,Subway,17,42.3,38,5.13,10.6,Wed,0,Clear,0.971,1.9
T000373,Route_18,Bus,4,39.0,28,9.14,2.1,Mon,0,Clear,0.835,4.1
T000374,Route_20,Train,17,39.3,30,1.64,0.3,Tue,0,Clear,0.851,3.7
T000375,Route_2,Ferry,3,31.7,36,4.89,3.0,Fri,0,Clear,0.712,3.4
T000376,Route_10,Bus,5,1.5,25,4.71,1.7,Mon,0,Clear,0.849,2.7
T000377,Route_16,Bus,17,12.6,39,12.28,9.0,Sun,0,Clear,0.824,2.1
T000378,Route_12,Subway,17,39.8,24,3.94,6.5,Tue,0,Clear,0.876,3.8
T000379,Route_1,Ferry,5,20.6,34,14.87,6.8,Wed,0,Clear,0.781,3.6
T000380,Route_1,Bus,2,5.3,27,13.64,10.7,Sun,0,Rain,0.816,3.6
T000381,Route_16,Train,1,10.8,34,8.71,6.1,Mon,0,Snow,0.747,3.2
T000382,Route_6,Ferry,20,19.2,25,3.69,9.5,Thu,0,Clear,0.867,2.8
T000383,Route_13,Tram,19,10.9,24,3.43,3.9,Fri,0,Fog,0.932,3.3
T000384,Route_9,Subway,4,30.4,28,7.13,1.5,Tue,0,Clear,0.841,4.6
T000385,Route_2,Train,17,23.7,40,8.41,2.3,Tue,0,Clear,0.932,3.4
T000386,Route_12,Tram,22,25.6,27,7.18,15.6,Fri,0,Rain,0.896,3.3
T000387,Route_18,Tram,21,12.9,25,6.22,4.4,Tue,0,Clear,1.0,4.2
T000388,Route_16,Ferry,7,36.6,35,3.36,9.6,Wed,0,Clear,0.965,4.4
T000389,Route_20,Bus,3,26.0,28,3.48,1.2,Tue,0,Clear,0.804,3.5
T000390,Route_9,Train,6,26.6,28,5.38,7.4,Sun,0,Snow,0.802,3.4
T000391,Route_8,Tram,21,42.2,23,13.63,12.1,Sun,0,Rain,0.847,3.4
T000392,Route_1,Train,4,0.5,22,9.75,3.6,Sun,0,Rain,0.967,3.4
T000393,Route_19,Subway,14,10.6,28,6.74,9.8,Tue,0,Clear,0.875,2.9
T000394,Route_14,Bus,4,27.8,27,12.31,1.6,Fri,0,Clear,0.901,3.0
T000395,Route_3,Bus,2,17.7,28,6.64,24.1,Fri,0,Rain,0.828,3.3
T000396,Route_19,Tram,1,6.2,30,2.66,5.6,Sun,0,Clear,0.792,2.9
T000397,Route_18,Subway,20,38.2,31,2.04,0.3,Sat,1,Clear,0.867,3.3
T000398,Route_14,Tram,17,0.7,29,1.93,9.9,Wed,0,Clear,0.794,4.6
T000399,Route_5,Ferry,22,4.7,25,7.05,13.1,Tue,0,Rain,0.944,3.5
T000400,Route_20,Bus,22,43.8,34,2.63,3.3,Thu,0,Clear,0.899,3.3
T000401,Route_8,Subway,13,41.0,30,3.3,20.1,Mon,0,Rain,0.928,3.7
T000402,Route_17,Ferry,13,43.9,29,8.76,0.4,Sun,0,Snow,0.703,3.3
T000403,Route_6,Subway,9,17.3,27,12.38,1.4,Wed,0,Clear,0.929,4.3
T000404,Route_17,Subway,2,33.5,29,8.48,0.2,Tue,0,Rain,0.945,3.1
T000405,Route_13,Tram,12,0.5,32,4.24,10.6,Thu,0,Clear,0.772,5.0
T000406,Route_14,Train,10,19.8,28,10.43,8.2,Sun,0,Clear,0.775,3.9
T000407,Route_15,Subway,10,15.1,35,12.1,0.7,Tue,0,Clear,0.812,2.4
T000408,Route_13,Tram,20,10.3,27,10.44,6.6,Thu,1,Clear,0.807,3.1
T000409,Route_1,Tram,18,40.3,32,2.95,2.3,Fri,0,Clear,0.733,2.6
T000410,Route_5,Train,1,18.4,32,1.76,2.2,Fri,0,Clear,0.914,4.5
T000411,Route_9,Tram,12,5.5,37,14.89,3.5,Tue,1,Clear,0.677,3.6
T000412,Route_10,Subway,13,2.2,29,14.1,1.9,Mon,0,Rain,0.922,3.0
T000413,Route_13,Train,15,35.8,27,12.72,2.0,Wed,0,Clear,0.928,3.4
T000414,Route_20,Ferry,16,18.6,29,8.79,4.9,Thu,0,Clear,0.967,4.4
T000415,Route_14,Ferry,18,44.4,38,13.23,1.3,Tue,1,Clear,0.878,3.9
T000416,Route_5,Tram,18,2.9,25,3.43,8.1,Tue,0,Clear,0.609,3.6
T000417,Route_2,Subway,5,24.1,40,7.19,2.7,Sun,0,Clear,0.904,4.7
T000418,Route_3,Bus,15,15.5,31,6.67,7.6,Fri,0,Clear,0.852,2.7
T000419,Route_3,Train,14,29.8,24,13.96,2.6,Thu,0,Clear,0.803,3.3
T000420,Route_13,Subway,20,1.3,31,3.7,2.3,Fri,0,Clear,0.896,3.9
T000421,Route_14,Train,4,28.9,32,8.3,1.0,Wed,0,Clear,0.802,2.6
T000422,Route_15,Train,7,22.4,29,5.51,1.2,Thu,0,Clear,0.778,4.0
T000423,Route_20,Bus,8,7.2,27,9.84,3.5,Thu,0,Snow,0.862,3.4
T000424,Route_12,Tram,14,41.7,29,7.62,1.3,Tue,1,Snow,0.809,4.9
T000425,Route_16,Tram,5,36.6,19,9.67,1.6,Sun,0,Rain,0.939,4.0
T000426,Route_16,Subway,7,25.8,19,13.42,0.6,Tue,0,Rain,0.989,3.4
T000427,Route_10,Tram,1,29.0,27,3.72,0.6,Fri,0,Clear,0.914,5.0
T000428,Route_8,Train,7,14.9,24,7.61,7.6,Thu,0,Clear,0.853,5.0
T000429,Route_13,Train,19,4.2,28,4.98,5.2,Sat,0,Rain,0.862,4.2
T000430,Route_17,Bus,4,31.7,28,1.87,3.6,Sun,0,Clear,0.86,4.2
T000431,Route_5,Train,17,20.1,30,5.65,3.0,Fri,0,Clear,0.771,3.5
T000432,Route_4,Bus,14,8.8,31,10.24,2.7,Thu,0,Fog,0.774,4.5
T000433,Route_20,Subway,3,30.8,33,9.79,5.6,Tue,0,Clear,0.849,4.5
T000434,Route_8,Bus,9,26.6,20,2.9,16.4,Mon,1,Clear,0.932,3.2
T000435,Route_8,Train,0,33.4,39,12.02,4.9,Fri,0,Fog,0.803,4.0
T000436,Route_15,Train,21,3.0,19,14.19,17.0,Sun,0,Clear,0.73,3.7
T000437,Route_8,Subway,16,8.7,28,13.77,7.4,Sun,0,Clear,0.871,3.2
T000438,Route_11,Ferry,1,12.6,27,2.39,2.4,Sun,0,Rain,0.793,2.0
T000439,Route_20,Tram,1,18.4,40,13.73,0.3,Mon,0,Clear,0.937,3.3
T000440,Route_20,Bus,20,42.7,24,4.0,1.2,Mon,0,Snow,0.75,3.6
T000441,Route_14,Subway,10,23.0,19,11.82,0.8,Mon,0,Clear,0.825,4.5
T000442,Route_15,Train,0,20.6,22,7.46,1.2,Thu,0,Clear,0.545,3.3
T000443,Route_7,Tram,15,33.2,18,12.55,1.0,Thu,0,Rain,0.865,3.1
T000444,Route_5,Ferry,10,33.8,22,14.5,5.5,Tue,0,Rain,1.0,3.1
T000445,Route_1,Subway,22,23.2,31,13.91,1.8,Thu,0,Clear,0.822,4.5
T000446,Route_10,Tram,8,28.8,24,4.42,7.0,Wed,0,Rain,0.733,4.4
T000447,Route_7,Ferry,11,3.5,31,2.09,2.4,Sun,0,Clear,0.892,2.5
T000448,Route_12,Train,15,14.7,26,5.39,3.9,Thu,0,Rain,0.684,2.9
T000449,Route_19,Subway,5,11.1,39,1.51,4.1,Wed,0,Clear,1.0,4.3
T000450,Route_7,Subway,3,33.6,20,5.16,10.6,Thu,1,Clear,0.799,3.2
T000451,Route_1,Train,2,31.4,25,4.1,1.0,Mon,0,Rain,0.921,2.8
T000452,Route_8,Ferry,10,7.7,42,3.03,0.8,Fri,0,Clear,0.92,2.1
T000453,Route_19,Train,10,18.4,31,5.99,2.5,Tue,0,Clear,0.892,3.2
T000454,Route_4,Ferry,20,28.2,31,8.55,3.4,Tue,0,Clear,0.954,3.1
T000455,Route_11,Subway,21,16.9,21,7.64,13.9,Wed,0,Clear,0.906,3.0
T000456,Route_11,Ferry,19,37.2,26,4.49,8.6,Tue,1,Clear,0.731,3.8
T000457,Route_4,Subway,2,2.9,39,8.55,0.7,Sun,0,Clear,0.856,3.1
T000458,Route_10,Tram,18,40.1,28,13.82,3.4,Wed,1,Clear,0.682,3.3
T000459,Route_18,Tram,18,19.5,33,10.46,7.6,Sat,0,Fog,0.897,4.1
T000460,Route_19,Subway,3,27.7,26,10.82,4.1,Sun,0,Rain,0.925,4.1
T000461,Route_20,Subway,8,1.5,33,7.6,3.0,Sat,0,Clear,0.89,3.2
T000462,Route_19,Train,10,5.8,28,2.94,3.2,Tue,0,Clear,0.884,2.5
T000463,Route_9,Tram,1,24.4,34,9.59,3.6,Thu,0,Clear,1.0,3.1
T000464,Route_16,Tram,7,27.2,28,10.0,5.5,Thu,0,Rain,0.831,3.6
T000465,Route_4,Subway,0,38.3,43,14.66,4.6,Fri,0,Rain,0.897,3.4
T000466,Route_13,Tram,8,13.0,22,10.24,2.5,Thu,0,Clear,0.923,3.5
T000467,Route_14,Train,21,7.1,27,9.57,2.7,Wed,0,Rain,0.756,5.0
T000468,Route_8,Bus,11,4.7,27,10.09,4.4,Thu,0,Clear,0.925,5.0
T000469,Route_16,Bus,9,44.4,25,4.66,1.6,Fri,0,Clear,0.847,1.8
T000470,Route_19,Bus,10,3.7,39,4.51,0.3,Sun,0,Rain,0.865,4.8
T000471,Route_9,Ferry,15,25.7,30,9.77,1.6,Wed,0,Snow,0.939,5.0
T000472,Route_18,Ferry,14,10.9,35,4.31,5.4,Thu,0,Clear,0.967,2.6
T000473,Route_3,Bus,0,21.0,24,6.79,0.1,Tue,0,Rain,0.842,3.0
T000474,Route_10,Subway,7,40.1,24,11.55,2.3,Mon,0,Snow,0.934,2.1
T000475,Route_6,Ferry,8,19.4,27,8.7,0.9,Thu,0,Clear,0.807,4.6
T000476,Route_11,Subway,2,4.6,31,10.26,1.7,Sun,0,Clear,0.934,4.0
T000477,Route_3,Train,12,18.5,27,3.2,3.4,Thu,0,Clear,0.842,2.5
T000478,Route_6,Ferry,0,23.4,36,8.76,3.6,Sat,0,Clear,0.943,2.8
T000479,Route_2,Train,18,2.1,28,8.34,1.2,Fri,0,Clear,0.74,3.2
T000480,Route_4,Bus,21,2.5,15,14.65,2.5,Mon,0,Clear,0.885,2.1
T000481,Route_7,Subway,21,32.5,39,11.66,4.4,Mon,0,Clear,0.788,3.6
T000482,Route_12,Bus,15,2.3,27,5.13,3.1,Fri,0,Rain,0.891,4.0
T000483,Route_10,Train,5,3.8,32,14.89,3.5,Sat,0,Snow,0.895,3.7
T000484,Route_4,Ferry,8,32.4,31,9.31,0.9,Sat,0,Snow,0.712,4.1
T000485,Route_15,Train,8,8.1,22,14.09,3.6,Fri,0,Rain,0.993,1.9
T000486,Route_19,Tram,22,42.9,26,9.0,1.7,Fri,0,Clear,0.937,3.9
T000487,Route_9,Bus,0,22.9,33,10.66,0.9,Sat,0,Clear,0.644,4.9
T000488,Route_10,Train,15,8.5,31,2.11,5.5,Wed,0,Clear,0.94,4.4
T000489,Route_2,Bus,13,13.7,34,6.09,0.2,Sat,0,Clear,0.97,3.7
T000490,Route_5,Tram,7,20.1,25,2.59,0.0,Tue,1,Rain,0.927,3.5
T000491,Route_20,Bus,1,8.5,23,3.54,6.7,Sat,1,Clear,0.776,3.4
T000492,Route_13,Train,7,35.7,32,10.93,3.3,Mon,0,Clear,0.835,4.9
T000493,Route_1,Subway,13,43.1,33,9.25,10.7,Tue,0,Clear,0.71,3.0
T000494,Route_2,Bus,8,7.3,25,12.11,16.4,Thu,0,Clear,0.988,2.7
T000495,Route_11,Subway,10,5.0,31,1.52,0.8,Thu,0,Clear,0.883,3.1
T000496,Route_1,Ferry,11,31.5,44,14.48,5.6,Sat,0,Snow,0.909,4.7
T000497,Route_14,Subway,20,27.4,28,9.78,2.0,Thu,0,Rain,0.813,3.0
T000498,Route_7,Subway,10,28.4,28,7.74,4.6,Fri,0,Clear,0.786,3.1
T000499,Route_11,Tram,15,37.5,34,12.3,8.0,Mon,0,Clear,0.687,3.9
T000500,Route_13,Train,14,17.5,29,13.01,12.7,Thu,0,Clear,0.763,3.2
T000501,Route_19,Bus,2,14.4,24,3.76,5.3,Sun,0,Rain,0.808,4.4
