player_id,team,position,games_played,points_per_game,assists_per_game,rebounds_per_game,minutes_per_game,age,experience_years,salary_millions,market_value,win_shares,field_goal_pct,three_point_pct,free_throw_pct
P0234,Team_K,Midfielder,57,19.7,6.0,4.0,19.9,25,13,1.46,25.77,7.3,0.517,0.372,0.676
P0235,Team_H,Midfielder,43,8.1,0.3,7.5,23.4,32,3,5.05,1.09,9.8,0.399,0.344,0.695
P0236,Team_J,Midfielder,22,5.9,3.0,0.9,19.3,20,5,0.74,7.57,5.1,0.342,0.387,0.789
P0237,Team_E,Center,50,30.5,3.0,6.6,17.7,27,15,7.39,32.18,8.0,0.524,0.298,0.69
P0238,Team_H,Center,52,18.7,4.2,7.7,33.7,27,3,0.52,23.37,9.4,0.5,0.382,0.729
P0239,Team_L,Guard,49,6.5,4.4,4.2,24.4,25,16,1.37,14.26,8.6,0.406,0.36,0.702
P0240,Team_A,Striker,20,17.7,1.6,9.3,31.2,22,4,3.54,28.4,9.3,0.562,0.255,0.805
P0241,Team_H,Defender,11,14.3,0.7,6.1,27.8,26,5,5.83,17.65,5.1,0.362,0.451,0.652
P0242,Team_A,Defender,70,6.0,0.0,5.4,14.7,23,10,1.07,2.02,8.3,0.354,0.479,0.679
P0243,Team_A,Defender,76,13.1,1.9,5.3,29.4,37,2,3.41,9.01,1.0,0.518,0.413,0.867
P0244,Team_F,Defender,59,15.4,0.2,2.1,26.5,22,17,0.67,14.05,3.7,0.407,0.323,0.648
P0245,Team_L,Midfielder,62,0.9,4.7,3.0,24.5,26,16,0.97,1.67,8.0,0.349,0.32,0.876
P0246,Team_A,Midfielder,36,1.3,0.0,8.6,31.4,21,7,1.34,1.0,0.0,0.444,0.242,0.759
P0247,Team_A,Defender,17,21.0,4.2,7.0,11.3,31,9,3.38,23.66,7.2,0.339,0.381,0.776
P0248,Team_A,Center,57,10.4,7.2,0.0,20.8,32,5,0.81,15.58,5.3,0.557,0.321,0.821
P0249,Team_B,Midfielder,59,8.3,5.3,11.1,23.6,30,14,0.5,1.0,7.8,0.585,0.301,0.586
P0250,Team_K,Forward,21,24.1,3.7,8.2,20.9,28,10,2.33,29.85,2.5,0.438,0.407,0.918
P0251,Team_A,Guard,39,9.7,3.5,6.0,33.3,36,7,0.93,4.51,2.1,0.447,0.228,0.645
P0252,Team_F,Center,37,7.1,9.9,5.6,14.0,22,15,1.89,13.51,4.2,0.466,0.5,0.793
P0253,Team_E,Center,75,4.6,0.9,1.5,19.0,35,12,0.5,1.0,3.3,0.485,0.355,0.756
P0254,Team_E,Guard,41,13.4,0.3,0.4,17.6,28,7,1.41,14.37,1.2,0.524,0.294,0.727
P0255,Team_L,Forward,27,6.5,5.1,1.5,25.8,37,0,9.7,1.0,11.8,0.449,0.264,0.653
P0256,Team_C,Forward,34,21.1,4.6,9.1,25.7,37,3,10.21,28.43,8.7,0.384,0.285,0.855
P0257,Team_F,Striker,68,23.1,2.3,5.9,23.9,34,2,0.5,27.32,5.0,0.426,0.421,0.785
P0258,Team_A,Guard,54,0.9,8.6,10.0,48.0,21,15,5.24,7.47,7.4,0.436,0.341,0.95
P0259,Team_I,Midfielder,74,12.1,7.4,0.0,23.4,21,8,1.41,8.62,7.8,0.355,0.226,0.668
P0260,Team_H,Midfielder,47,6.3,0.4,7.6,30.8,27,12,4.76,1.46,4.0,0.485,0.376,0.725
P0261,Team_F,Forward,17,5.9,0.0,0.0,35.2,37,17,2.05,1.0,5.9,0.36,0.302,0.946
P0262,Team_B,Center,50,26.1,9.6,2.2,24.0,25,15,9.81,31.45,6.8,0.424,0.289,0.719
P0263,Team_I,Center,51,3.6,5.4,9.7,28.5,26,1,1.08,2.15,0.0,0.428,0.335,0.632
P0264,Team_G,Guard,18,20.5,4.9,9.7,30.1,31,13,0.5,11.93,7.8,0.416,0.311,0.838
P0265,Team_D,Forward,74,11.9,1.9,1.2,5.0,21,10,2.46,9.08,1.0,0.39,0.32,0.806
P0266,Team_C,Striker,68,1.4,0.0,5.7,33.9,21,6,1.88,1.0,7.6,0.565,0.359,0.779
P0267,Team_G,Center,19,8.5,1.7,2.0,28.3,31,16,1.32,6.66,2.5,0.34,0.382,0.671
P0268,Team_I,Defender,48,9.7,2.5,7.2,30.4,28,13,0.5,12.21,0.0,0.474,0.427,0.663
P0269,Team_G,Forward,57,1.6,4.4,5.6,14.7,32,10,4.04,1.0,0.0,0.465,0.429,0.873
P0270,Team_E,Forward,71,18.9,3.8,12.8,18.1,27,2,3.36,28.32,1.7,0.414,0.392,0.704
P0271,Team_I,Forward,24,15.6,5.5,8.4,17.4,31,10,7.36,21.92,6.3,0.34,0.363,0.799
P0272,Team_C,Forward,35,9.6,1.4,7.9,5.0,25,8,3.62,8.84,9.4,0.373,0.399,0.682
P0273,Team_H,Striker,16,18.4,0.0,10.8,26.4,31,15,2.84,12.2,8.3,0.466,0.404,0.788
P0274,Team_J,Center,74,20.4,0.0,0.5,23.4,25,1,3.19,21.5,4.1,0.522,0.356,0.672
P0275,Team_E,Center,41,7.7,0.0,9.1,19.0,28,15,1.9,14.55,5.0,0.587,0.428,0.733
P0276,Team_J,Midfielder,39,15.3,3.3,6.2,18.2,32,13,1.83,20.82,12.0,0.46,0.427,0.833
P0277,Team_E,Midfielder,16,11.0,7.5,0.9,23.9,29,10,4.16,1.09,1.4,0.473,0.41,0.717
P0278,Team_L,Striker,57,10.3,4.6,3.5,29.2,34,14,0.5,10.75,1.6,0.444,0.353,0.651
P0279,Team_J,Defender,66,10.1,5.0,8.2,33.4,24,4,4.68,8.27,2.3,0.598,0.254,0.915
P0280,Team_G,Center,14,7.1,5.3,0.0,36.9,20,0,8.2,13.26,4.5,0.407,0.414,0.783
P0281,Team_D,Guard,21,15.4,4.9,0.0,29.6,30,5,3.28,20.5,2.3,0.506,0.418,0.761
P0282,Team_L,Striker,11,5.7,0.0,8.1,32.4,37,0,2.12,1.0,1.8,0.39,0.306,0.849
P0283,Team_L,Center,35,9.8,6.1,15.9,23.9,26,7,2.53,17.44,0.0,0.45,0.276,0.816
P0284,Team_H,Midfielder,28,4.6,4.9,11.0,23.1,31,11,0.5,8.23,9.0,0.65,0.246,0.9
P0285,Team_F,Midfielder,77,9.6,7.3,13.7,12.1,21,12,1.45,1.0,0.0,0.362,0.376,0.889
P0286,Team_L,Defender,42,2.1,3.5,6.5,21.4,37,4,0.5,1.0,15.2,0.382,0.338,0.714
P0287,Team_K,Striker,24,23.5,4.4,10.6,25.1,22,3,9.7,34.14,6.1,0.504,0.438,0.742
P0288,Team_H,Center,70,15.2,4.5,13.7,19.9,24,8,0.53,17.13,2.9,0.437,0.461,0.756
P0289,Team_D,Guard,35,20.1,5.4,12.0,18.8,24,9,1.1,28.82,7.6,0.383,0.421,0.621
P0290,Team_A,Forward,25,16.5,5.7,1.4,24.8,28,8,1.59,22.38,0.9,0.581,0.373,0.9
P0291,Team_B,Guard,34,5.5,4.1,6.6,17.1,30,14,0.52,1.45,12.1,0.34,0.315,0.796
P0292,Team_C,Defender,28,9.2,2.4,0.0,17.0,30,14,3.28,9.44,12.3,0.512,0.306,0.705
P0293,Team_A,Forward,19,19.0,2.2,0.0,27.1,34,15,1.59,22.92,0.0,0.444,0.44,0.537
P0294,Team_I,Midfielder,61,13.7,5.7,4.0,21.6,30,9,1.86,14.5,4.4,0.442,0.352,0.819
P0295,Team_G,Forward,32,7.8,7.4,4.3,17.2,28,0,1.13,8.49,9.6,0.396,0.447,0.578
P0296,Team_L,Striker,28,5.2,0.5,7.8,16.3,31,3,2.39,1.0,6.9,0.448,0.342,0.95
P0297,Team_H,Striker,59,3.4,2.1,12.0,28.8,24,4,5.5,1.0,7.0,0.475,0.2,0.73
P0298,Team_K,Forward,62,12.9,0.0,0.0,30.1,36,3,0.5,7.83,7.5,0.53,0.446,0.9
P0299,Team_L,Forward,63,6.6,8.4,9.6,5.0,37,8,1.57,3.32,12.9,0.53,0.234,0.834
P0300,Team_B,Center,54,5.6,8.7,11.7,32.3,27,15,3.65,13.28,5.8,0.401,0.327,0.812
P0301,Team_I,Striker,58,26.0,0.3,9.7,33.3,20,15,2.54,45.87,2.5,0.333,0.408,0.846
P0302,Team_F,Center,57,7.0,3.5,1.5,36.9,34,16,0.5,1.0,2.8,0.55,0.33,0.884
P0303,Team_I,Guard,68,0.0,3.6,9.9,29.3,30,2,12.79,1.0,4.3,0.5,0.354,0.8
P0304,Team_L,Striker,48,8.0,5.6,2.6,30.6,20,6,3.59,4.55,2.8,0.462,0.286,0.95
P0305,Team_G,Guard,46,18.2,9.7,6.3,30.4,24,8,0.89,35.53,6.6,0.46,0.36,0.719
P0306,Team_J,Center,79,20.0,4.0,6.3,35.0,20,17,3.05,33.46,6.9,0.3,0.359,0.817
P0307,Team_J,Midfielder,49,0.0,1.4,8.9,21.2,20,7,2.07,1.0,10.1,0.529,0.306,0.609
P0308,Team_F,Forward,51,16.7,1.3,0.0,44.1,22,15,7.93,13.84,5.9,0.479,0.335,0.67
P0309,Team_H,Defender,13,13.9,3.7,0.0,36.8,30,2,1.51,19.2,4.9,0.544,0.365,0.676
P0310,Team_C,Defender,53,4.5,6.9,9.1,17.5,36,17,1.74,1.27,10.4,0.526,0.403,0.728
P0311,Team_K,Defender,25,9.4,8.0,5.9,27.2,26,2,14.33,8.15,9.1,0.475,0.384,0.748
P0312,Team_J,Forward,80,12.6,8.4,1.5,29.1,30,4,4.0,14.5,1.1,0.458,0.387,0.776
P0313,Team_B,Center,46,0.0,6.4,13.0,13.2,27,11,2.6,1.0,0.0,0.533,0.216,0.621
P0314,Team_K,Guard,41,11.2,4.0,4.6,20.5,21,1,2.64,15.65,6.3,0.494,0.413,0.765
P0315,Team_H,Defender,60,18.3,5.4,9.4,15.7,20,2,7.38,24.91,4.5,0.445,0.359,0.75
P0316,Team_A,Striker,35,18.7,1.0,8.7,28.9,25,6,1.09,20.4,0.0,0.454,0.471,0.721
P0317,Team_K,Defender,45,14.6,4.9,0.0,23.2,22,3,1.43,20.88,4.1,0.484,0.231,0.735
P0318,Team_K,Midfielder,26,1.8,8.8,11.3,27.9,26,0,4.75,1.0,6.1,0.509,0.361,0.631
P0319,Team_K,Defender,42,9.6,6.8,7.7,23.8,27,2,2.31,12.72,5.6,0.517,0.344,0.867
P0320,Team_E,Forward,22,3.0,3.1,6.5,18.4,26,2,1.23,4.46,9.4,0.414,0.401,0.788
P0321,Team_L,Striker,66,11.4,3.3,11.5,12.8,23,4,0.84,16.47,4.8,0.46,0.312,0.717
P0322,Team_C,Guard,42,6.8,1.7,5.9,5.5,24,1,4.4,1.0,8.6,0.33,0.408,0.835
P0323,Team_E,Defender,34,19.6,4.3,5.7,18.5,27,0,6.18,30.57,5.2,0.517,0.34,0.82
P0324,Team_J,Guard,67,16.5,7.8,0.4,34.4,28,1,0.5,32.85,0.0,0.477,0.303,0.69
P0325,Team_G,Forward,43,0.0,6.8,4.2,10.9,25,8,2.55,5.31,7.0,0.355,0.402,0.684
P0326,Team_C,Defender,63,0.0,5.8,7.9,26.6,37,13,4.86,1.0,5.0,0.52,0.27,0.812
P0327,Team_I,Striker,69,13.5,5.8,6.8,30.4,34,15,1.92,9.29,11.9,0.537,0.435,0.583
P0328,Team_C,Striker,39,9.9,6.1,7.5,35.1,30,8,0.5,7.24,4.3,0.495,0.429,0.592
P0329,Team_B,Defender,46,12.8,2.5,8.8,19.4,35,17,3.84,4.72,0.4,0.47,0.298,0.752
P0330,Team_G,Center,72,2.5,7.2,9.3,11.6,23,3,0.94,1.0,10.8,0.58,0.328,0.627
P0331,Team_E,Forward,72,14.3,5.9,5.5,28.5,27,12,1.05,26.83,4.8,0.429,0.334,0.743
P0332,Team_L,Midfielder,76,20.3,2.2,11.1,25.0,31,15,0.5,21.49,2.3,0.546,0.377,0.681
P0333,Team_H,Center,30,5.6,9.0,0.8,26.8,36,13,4.3,5.95,10.7,0.481,0.41,0.82
P0334,Team_A,Defender,70,16.5,2.6,4.1,29.5,28,12,0.5,24.06,8.4,0.355,0.289,0.779
P0335,Team_L,Midfielder,25,15.3,5.4,0.5,27.4,20,4,12.27,26.75,6.0,0.437,0.372,0.891
P0336,Team_I,Center,15,22.4,4.6,8.0,34.5,32,2,1.6,33.3,10.6,0.39,0.226,0.703
P0337,Team_G,Forward,53,12.6,5.1,11.1,13.0,37,10,4.95,6.09,4.1,0.474,0.385,0.815
P0338,Team_H,Midfielder,35,19.9,1.3,12.0,25.9,29,6,1.35,21.34,7.5,0.525,0.418,0.654
P0339,Team_E,Guard,20,0.0,0.0,12.4,24.2,33,12,1.46,1.0,6.1,0.339,0.332,0.898
P0340,Team_J,Defender,12,0.0,3.5,4.4,22.7,20,0,0.65,1.0,9.9,0.41,0.319,0.95
P0341,Team_K,Center,16,14.4,2.4,6.6,37.0,20,1,5.62,20.82,1.2,0.391,0.322,0.8
P0342,Team_D,Defender,47,12.4,2.5,6.9,20.3,32,13,2.69,9.12,10.1,0.452,0.276,0.5
P0343,Team_H,Guard,59,19.3,0.4,1.0,23.0,33,14,3.11,24.25,8.6,0.593,0.383,0.797
P0344,Team_H,Forward,72,21.5,1.5,4.1,24.8,28,6,17.26,35.27,9.0,0.555,0.369,0.863
P0345,Team_H,Striker,10,18.1,4.1,14.0,25.3,28,12,9.15,23.68,13.6,0.65,0.393,0.735
P0346,Team_H,Defender,80,17.6,0.0,0.3,22.8,20,1,1.19,24.75,4.2,0.503,0.373,0.645
P0347,Team_A,Defender,18,9.8,2.6,4.4,40.2,21,5,0.6,13.67,5.1,0.458,0.362,0.618
P0348,Team_K,Defender,79,16.4,6.0,6.0,21.9,22,17,5.96,26.01,4.9,0.572,0.431,0.705
P0349,Team_D,Guard,74,14.2,8.6,4.6,26.7,28,17,1.26,22.59,6.8,0.65,0.391,0.881
P0350,Team_C,Center,52,25.4,3.3,2.5,5.0,28,15,0.89,31.82,8.1,0.376,0.295,0.716
P0351,Team_G,Striker,75,5.4,3.7,10.6,23.4,21,0,0.5,13.54,0.0,0.462,0.365,0.737
P0352,Team_I,Guard,12,22.4,8.3,13.1,6.8,23,4,1.34,28.84,6.9,0.419,0.422,0.95
P0353,Team_F,Guard,74,1.4,3.2,5.2,42.4,33,4,4.97,1.0,3.0,0.39,0.35,0.652
P0354,Team_L,Defender,21,15.1,0.0,0.0,41.4,28,10,2.59,3.07,5.5,0.635,0.322,0.804
P0355,Team_F,Guard,60,18.2,4.6,10.8,20.1,29,1,1.16,22.33,7.5,0.551,0.357,0.859
P0356,Team_G,Defender,60,11.8,6.6,1.6,47.4,26,7,0.5,17.21,0.6,0.406,0.332,0.716
P0357,Team_F,Striker,13,0.0,0.0,1.8,20.8,23,10,3.49,1.0,8.4,0.3,0.366,0.769
P0358,Team_A,Guard,51,4.9,3.6,2.0,29.5,23,0,0.5,7.55,10.6,0.38,0.441,0.864
P0359,Team_K,Defender,58,16.9,2.0,4.7,27.4,26,15,5.13,23.94,0.0,0.515,0.426,0.805
P0360,Team_E,Defender,59,24.2,4.5,0.0,39.3,22,0,3.49,23.45,3.0,0.334,0.276,0.793
P0361,Team_I,Forward,78,0.0,2.8,4.9,14.8,34,8,3.78,1.0,3.6,0.484,0.427,0.639
P0362,Team_D,Defender,61,27.0,5.0,9.7,27.6,20,5,3.69,33.74,10.0,0.396,0.45,0.784
P0363,Team_E,Guard,65,8.4,5.4,4.6,6.0,33,2,1.9,10.77,7.6,0.503,0.272,0.854
P0364,Team_D,Center,81,14.5,0.0,0.8,16.4,27,9,2.57,13.66,3.4,0.444,0.344,0.69
P0365,Team_A,Forward,26,10.1,3.3,5.4,27.6,22,10,2.64,16.29,10.2,0.403,0.323,0.742
P0366,Team_D,Guard,60,22.8,7.8,6.1,32.8,32,1,1.2,37.52,6.0,0.411,0.335,0.883
P0367,Team_F,Midfielder,51,0.4,9.4,10.9,14.1,21,5,1.42,1.0,1.6,0.415,0.285,0.671
P0368,Team_B,Striker,69,17.4,4.6,0.0,17.0,25,12,2.94,16.28,5.3,0.439,0.314,0.894
P0369,Team_K,Forward,75,1.2,0.7,7.1,29.7,24,3,0.58,1.0,0.0,0.393,0.434,0.863
P0370,Team_K,Forward,49,20.9,5.5,5.9,29.5,22,14,1.64,27.25,3.3,0.492,0.343,0.812
P0371,Team_D,Midfielder,19,17.5,3.1,0.0,21.1,37,9,6.26,15.1,4.1,0.52,0.445,0.608
P0372,Team_C,Forward,76,31.7,0.0,0.4,32.0,32,7,3.2,45.38,1.5,0.56,0.2,0.718
P0373,Team_K,Guard,17,31.3,3.0,4.0,37.4,26,13,3.8,35.9,10.7,0.412,0.321,0.885
P0374,Team_L,Guard,61,22.2,0.0,11.3,24.6,28,7,8.45,24.67,1.3,0.341,0.227,0.772
P0375,Team_J,Midfielder,14,3.4,4.9,4.2,33.3,23,12,1.57,9.05,2.2,0.467,0.225,0.771
P0376,Team_D,Guard,63,14.4,0.8,3.1,41.2,26,11,2.18,23.18,0.0,0.562,0.386,0.861
P0377,Team_F,Guard,44,20.1,6.2,9.9,30.1,30,3,1.69,25.3,8.4,0.453,0.391,0.661
P0378,Team_A,Guard,28,17.4,8.2,3.7,5.0,20,1,1.7,23.24,5.2,0.506,0.238,0.701
P0379,Team_F,Center,28,5.1,2.5,7.4,34.0,28,13,5.63,1.42,2.2,0.486,0.305,0.896
P0380,Team_E,Striker,69,5.1,10.3,1.6,25.1,24,5,1.49,7.51,2.1,0.441,0.366,0.845
P0381,Team_H,Center,61,0.0,4.4,5.6,37.6,25,4,3.51,1.0,4.6,0.459,0.34,0.716
P0382,Team_H,Guard,51,10.3,1.6,8.7,5.3,22,10,0.5,15.25,4.0,0.523,0.362,0.772
P0383,Team_B,Guard,25,22.2,1.9,15.4,15.8,32,2,0.73,22.69,11.2,0.407,0.364,0.855
P0384,Team_E,Guard,45,10.4,5.1,1.6,40.7,31,14,1.83,10.12,1.6,0.543,0.338,0.69
P0385,Team_H,Striker,36,11.6,3.2,9.1,26.4,22,2,0.5,12.52,6.5,0.359,0.326,0.799
P0386,Team_H,Striker,25,6.7,2.4,11.5,24.6,24,1,1.52,9.9,0.0,0.507,0.311,0.836
P0387,Team_D,Striker,66,15.9,7.8,6.9,37.2,35,4,7.88,13.56,0.0,0.403,0.36,0.528
P0388,Team_A,Midfielder,36,9.5,0.0,5.0,29.4,23,11,0.88,4.23,2.3,0.511,0.456,0.871
P0389,Team_H,Center,53,7.9,5.0,4.9,23.9,20,16,0.5,4.67,6.8,0.519,0.209,0.79
P0390,Team_L,Midfielder,24,28.2,2.0,7.4,29.7,29,6,0.73,35.88,0.1,0.517,0.332,0.715
P0391,Team_F,Striker,40,5.5,3.1,7.0,29.0,36,17,0.5,2.94,0.0,0.407,0.371,0.59
P0392,Team_E,Guard,79,11.4,2.2,3.7,33.6,22,6,14.06,21.57,7.5,0.483,0.384,0.906
P0393,Team_A,Midfielder,37,16.6,2.8,8.4,42.2,37,9,0.5,23.53,3.8,0.462,0.402,0.713
P0394,Team_D,Defender,17,7.8,0.4,6.1,25.9,29,12,3.63,1.0,2.7,0.458,0.336,0.95
P0395,Team_K,Striker,28,0.0,0.0,5.1,13.2,22,13,0.62,1.0,5.7,0.522,0.371,0.743
P0396,Team_D,Center,41,14.2,1.6,8.8,37.9,20,1,1.08,15.32,10.5,0.599,0.324,0.739
P0397,Team_E,Forward,72,14.2,4.7,11.8,19.6,31,9,0.54,13.66,1.7,0.384,0.408,0.684
P0398,Team_C,Striker,62,16.0,5.2,6.9,38.6,26,15,6.22,17.77,8.2,0.534,0.283,0.645
P0399,Team_C,Defender,69,1.7,6.9,4.4,24.7,32,8,0.5,1.0,4.8,0.56,0.476,0.851
P0400,Team_B,Midfielder,34,14.2,2.4,0.0,41.7,30,5,3.9,9.1,0.0,0.321,0.412,0.792
P0401,Team_J,Striker,48,2.0,0.0,6.9,17.1,27,9,0.5,1.0,0.0,0.527,0.396,0.702
P0402,Team_A,Guard,50,12.5,7.7,9.1,28.1,20,0,0.89,14.68,4.5,0.52,0.291,0.823
P0403,Team_B,Guard,71,16.2,4.9,7.2,19.4,34,10,0.5,25.6,4.9,0.558,0.31,0.874
P0404,Team_E,Center,49,4.0,5.0,7.8,19.0,28,12,0.5,1.0,2.6,0.422,0.419,0.761
P0405,Team_B,Center,80,3.6,1.9,4.6,42.7,23,7,1.02,1.0,4.5,0.484,0.439,0.902
P0406,Team_I,Defender,17,0.0,6.1,3.9,25.9,35,17,3.39,1.0,2.6,0.43,0.418,0.706
P0407,Team_H,Guard,74,18.4,7.2,9.9,34.2,21,5,1.13,28.29,7.2,0.397,0.265,0.613
P0408,Team_K,Midfielder,72,0.0,0.8,14.1,20.8,25,0,5.65,1.0,1.9,0.406,0.384,0.823
P0409,Team_F,Striker,15,16.7,5.3,13.8,27.8,35,5,0.74,18.53,7.1,0.575,0.366,0.821
P0410,Team_I,Midfielder,33,19.7,0.2,13.0,41.2,37,8,5.68,16.43,5.8,0.437,0.381,0.579
P0411,Team_G,Center,49,8.0,3.8,10.5,17.4,32,7,4.22,1.81,0.0,0.3,0.308,0.768
P0412,Team_L,Defender,77,8.3,4.0,10.7,12.4,33,12,2.17,3.9,11.9,0.468,0.345,0.658
P0413,Team_H,Forward,37,10.8,4.8,5.5,21.4,32,7,0.98,18.59,0.0,0.463,0.337,0.873
P0414,Team_J,Defender,20,5.5,2.8,6.4,28.7,23,0,12.53,1.0,8.2,0.574,0.358,0.577
P0415,Team_H,Forward,34,17.7,2.5,4.5,26.3,30,0,0.76,11.78,0.4,0.361,0.414,0.83
P0416,Team_G,Forward,47,1.8,3.5,9.2,26.7,33,1,0.59,1.0,6.4,0.47,0.327,0.628
