trip_id,route,vehicle_type,departure_hour,distance_km,passengers,fare_amount,delay_minutes,day_of_week,is_holiday,weather_condition,revenue,operational_cost
T000295,Route_18,Ferry,13,13.6,26,2.44,10.2,Wed,0,Clear,58.03,23.64
T000296,Route_14,Ferry,16,36.0,41,12.85,11.3,Mon,0,Snow,578.48,103.11
T000297,Route_6,Tram,17,43.0,30,8.41,2.2,Tue,0,Clear,276.11,124.64
T000298,Route_19,Train,12,4.9,30,5.3,0.8,Sat,1,Rain,147.61,5.37
T000299,Route_14,Subway,4,35.2,30,11.29,4.3,Thu,0,Rain,385.67,100.46
T000300,Route_9,Ferry,16,20.1,30,9.49,0.9,Sat,0,Fog,295.49,51.5
T000301,Route_18,Subway,22,34.2,29,5.53,5.4,Tue,0,Clear,172.18,89.22
T000302,Route_17,Tram,3,10.6,27,8.57,7.9,Thu,0,Clear,239.25,41.32
T000303,Route_20,Ferry,9,6.1,26,7.21,2.4,Sat,0,Clear,161.42,26.96
T000304,Route_6,Subway,1,19.6,18,11.9,11.2,Tue,0,Clear,214.55,38.71
T000305,Route_20,Ferry,8,2.3,29,8.06,7.5,Sat,0,Clear,277.57,5.0
T000306,Route_14,Subway,12,11.9,32,8.36,7.3,Mon,0,Snow,248.26,20.68
T000307,Route_16,Train,16,41.3,21,7.39,4.3,Sat,0,Rain,179.58,114.1
T000308,Route_13,Subway,9,18.5,38,10.34,12.1,Mon,0,Clear,337.87,42.55
T000309,Route_17,Train,12,19.7,31,4.15,2.4,Sun,0,Clear,142.22,52.76
T000310,Route_13,Train,10,23.0,42,6.78,0.3,Thu,0,Clear,302.72,63.09
T000311,Route_17,Ferry,20,7.6,22,9.61,1.0,Fri,0,Snow,252.68,24.36
T000312,Route_18,Train,17,8.4,26,9.71,0.1,Wed,0,Clear,296.31,8.76
T000313,Route_4,Bus,19,8.8,33,10.4,0.6,Wed,0,Rain,387.63,39.79
T000314,Route_7,Subway,21,10.7,33,2.89,2.0,Sun,1,Clear,101.52,25.79
T000315,Route_2,Train,7,15.9,32,1.55,0.5,Sat,0,Fog,47.26,28.61
T000316,Route_17,Bus,16,24.4,39,13.15,10.0,Mon,0,Clear,438.24,58.97
T000317,Route_9,Subway,22,7.9,24,7.39,4.4,Thu,0,Clear,145.6,24.44
T000318,Route_3,Bus,21,17.2,23,6.32,12.9,Sun,0,Snow,143.92,41.79
T000319,Route_20,Bus,22,4.2,24,14.62,9.5,Sun,0,Rain,408.1,6.92
T000320,Route_2,Ferry,2,5.2,26,8.28,1.7,Thu,0,Clear,222.45,12.99
T000321,Route_6,Train,13,29.5,36,13.07,2.1,Sat,0,Snow,511.76,67.02
T000322,Route_15,Train,20,9.0,19,12.76,4.7,Sat,1,Clear,230.7,7.07
T000323,Route_12,Train,19,25.8,30,7.65,21.1,Tue,0,Clear,214.06,51.65
T000324,Route_13,Tram,6,31.3,23,5.57,0.3,Mon,0,Clear,138.98,93.64
T000325,Route_14,Tram,5,5.0,39,14.72,1.9,Sun,0,Rain,673.38,11.79
T000326,Route_20,Tram,1,17.6,43,1.51,7.8,Mon,1,Rain,55.23,52.94
T000327,Route_11,Bus,4,17.9,29,7.32,2.5,Sat,0,Rain,209.12,27.64
T000328,Route_18,Subway,1,26.2,38,13.67,2.5,Fri,0,Fog,560.98,56.86
T000329,Route_2,Subway,7,36.2,29,3.5,4.1,Fri,0,Clear,119.38,108.1
T000330,Route_12,Train,22,8.1,32,3.02,10.4,Sun,0,Fog,83.91,24.41
T000331,Route_16,Ferry,12,12.9,32,2.62,1.6,Wed,0,Rain,73.06,23.21
T000332,Route_17,Subway,9,14.9,25,7.08,6.5,Mon,0,Clear,167.0,34.24
T000333,Route_1,Tram,6,2.6,29,5.2,6.5,Wed,0,Clear,121.82,5.0
T000334,Route_17,Tram,7,17.5,41,6.9,3.0,Mon,0,Snow,261.72,33.84
T000335,Route_17,Subway,2,41.3,24,14.87,1.7,Fri,0,Snow,365.47,89.66
T000336,Route_9,Ferry,11,26.0,38,5.28,0.2,Sun,0,Clear,188.89,42.65
T000337,Route_12,Subway,10,15.8,27,7.35,0.4,Sat,0,Clear,222.03,42.67
T000338,Route_5,Tram,10,9.7,29,3.01,9.9,Sun,0,Clear,99.87,21.46
T000339,Route_16,Tram,5,13.3,27,1.56,8.1,Sat,1,Clear,41.63,37.39
T000340,Route_7,Tram,2,10.4,27,8.26,21.1,Thu,0,Clear,193.0,14.55
T000341,Route_2,Train,14,9.7,28,9.48,0.6,Sat,0,Clear,275.22,23.56
T000342,Route_8,Ferry,19,12.9,34,7.67,1.7,Mon,0,Rain,210.08,37.03
T000343,Route_8,Ferry,6,23.2,34,13.54,12.5,Sat,0,Fog,481.04,63.27
T000344,Route_7,Train,20,39.8,24,13.11,27.4,Mon,0,Rain,262.07,90.49
T000345,Route_13,Ferry,18,29.5,31,13.85,2.1,Wed,0,Clear,496.38,80.16
T000346,Route_13,Tram,18,35.5,28,8.33,10.0,Sun,0,Clear,271.76,101.53
T000347,Route_3,Ferry,10,40.1,25,8.31,3.9,Sun,0,Clear,189.11,107.68
T000348,Route_19,Subway,12,10.3,34,8.16,19.8,Wed,0,Rain,328.6,32.68
T000349,Route_16,Train,19,30.5,39,1.91,8.7,Tue,0,Rain,83.68,61.45
T000350,Route_17,Tram,18,13.9,22,14.48,2.4,Mon,0,Clear,319.54,25.95
T000351,Route_5,Tram,12,29.0,28,5.04,0.8,Wed,0,Clear,128.48,73.22
T000352,Route_10,Bus,1,14.2,33,10.92,2.6,Sun,0,Clear,311.95,50.21
T000353,Route_7,Tram,16,19.0,32,14.52,3.1,Mon,0,Snow,421.12,37.65
T000354,Route_5,Tram,20,27.0,35,10.54,2.7,Mon,0,Clear,352.76,57.68
T000355,Route_9,Ferry,19,34.7,32,7.69,4.8,Sat,0,Clear,273.88,76.59
T000356,Route_6,Subway,2,17.5,36,10.64,4.3,Tue,0,Fog,325.79,56.25
T000357,Route_11,Tram,12,1.3,18,10.5,4.0,Sun,0,Clear,151.2,5.08
T000358,Route_15,Subway,22,6.6,35,7.75,0.2,Wed,0,Rain,269.25,13.39
T000359,Route_12,Ferry,10,42.1,29,10.85,0.7,Mon,0,Clear,322.31,91.02
T000360,Route_7,Ferry,4,9.9,37,8.14,11.3,Wed,0,Clear,302.76,22.64
T000361,Route_11,Ferry,22,12.1,26,14.42,1.1,Sun,0,Clear,402.68,26.34
T000362,Route_19,Tram,0,44.3,34,10.98,1.5,Fri,0,Clear,371.57,128.29
T000363,Route_9,Ferry,20,10.7,27,4.88,3.4,Mon,0,Rain,136.32,22.15
T000364,Route_16,Ferry,21,7.3,24,2.59,1.2,Sun,0,Rain,54.94,18.57
T000365,Route_4,Subway,18,16.8,20,5.77,1.2,Sat,1,Rain,127.27,43.68
T000366,Route_18,Bus,20,36.5,29,5.48,6.9,Mon,0,Clear,164.06,89.52
T000367,Route_5,Tram,16,35.6,35,5.5,9.6,Mon,0,Fog,213.24,76.87
T000368,Route_6,Bus,22,28.5,41,9.12,3.0,Mon,1,Clear,347.55,71.15
T000369,Route_16,Bus,1,1.8,38,6.15,0.5,Tue,0,Clear,216.14,5.0
T000370,Route_7,Subway,6,44.2,35,3.13,10.0,Fri,0,Rain,104.62,95.44
T000371,Route_16,Subway,1,26.3,26,10.16,21.9,Wed,0,Clear,248.89,77.91
T000372,Route_14,Tram,9,19.1,22,4.18,6.9,Fri,1,Clear,107.03,22.74
T000373,Route_10,Bus,13,8.7,41,10.11,0.1,Tue,0,Rain,426.88,12.95
T000374,Route_3,Ferry,20,12.2,32,12.52,5.1,Thu,0,Rain,361.19,19.77
T000375,Route_4,Ferry,3,4.1,22,2.77,16.9,Tue,0,Clear,66.39,13.82
T000376,Route_19,Tram,11,28.4,31,8.05,8.0,Wed,0,Clear,213.52,68.89
T000377,Route_3,Bus,9,2.2,21,4.53,1.4,Sun,0,Clear,95.21,5.0
T000378,Route_8,Subway,13,13.7,22,9.99,1.1,Mon,0,Clear,201.98,32.96
T000379,Route_7,Tram,5,10.8,37,2.24,9.8,Wed,0,Rain,96.97,35.41
T000380,Route_18,Bus,7,39.5,31,14.72,0.3,Wed,1,Rain,385.14,104.21
T000381,Route_8,Bus,3,12.7,32,6.37,1.8,Mon,1,Snow,180.83,32.28
T000382,Route_14,Bus,0,24.8,37,10.86,2.4,Mon,0,Clear,350.13,59.27
T000383,Route_18,Tram,20,7.3,32,5.86,2.5,Wed,0,Clear,211.08,7.05
T000384,Route_15,Bus,5,13.3,25,11.18,15.0,Fri,0,Clear,322.92,40.79
T000385,Route_19,Train,0,42.4,35,6.9,10.1,Sun,1,Rain,249.69,117.24
T000386,Route_20,Ferry,20,0.8,24,8.67,2.0,Fri,0,Clear,247.31,9.46
T000387,Route_17,Bus,12,7.8,29,7.49,1.4,Sat,0,Clear,255.94,18.87
T000388,Route_16,Tram,7,7.5,42,10.9,3.0,Tue,0,Clear,484.26,25.43
T000389,Route_18,Bus,11,31.0,44,9.88,1.6,Thu,0,Clear,492.5,88.37
T000390,Route_13,Tram,1,6.2,30,13.16,17.2,Fri,0,Rain,454.45,15.62
T000391,Route_13,Bus,3,30.9,24,6.6,18.0,Thu,0,Snow,168.28,87.21
T000392,Route_4,Train,8,39.8,31,1.9,1.2,Mon,0,Clear,67.89,84.71
T000393,Route_8,Subway,9,28.1,32,14.37,6.8,Tue,0,Snow,443.81,71.06
T000394,Route_9,Tram,9,7.5,31,2.76,0.0,Thu,0,Rain,98.07,17.53
T000395,Route_5,Ferry,22,20.7,36,3.38,0.6,Mon,0,Clear,127.43,59.57
T000396,Route_4,Train,6,6.3,34,5.22,8.4,Fri,0,Rain,157.37,10.4
T000397,Route_6,Ferry,14,24.7,20,2.61,4.9,Wed,0,Rain,46.5,72.29
T000398,Route_14,Subway,12,15.9,20,5.44,0.6,Thu,0,Clear,90.44,39.04
T000399,Route_19,Ferry,14,27.7,29,11.81,0.3,Thu,0,Snow,287.13,66.89
T000400,Route_8,Bus,9,25.7,31,5.66,0.1,Fri,0,Rain,160.41,78.39
T000401,Route_4,Subway,10,6.3,25,5.59,18.6,Mon,0,Clear,141.51,22.17
T000402,Route_16,Ferry,9,37.8,30,3.64,1.1,Tue,0,Fog,117.54,91.87
T000403,Route_8,Subway,20,43.6,30,13.03,7.0,Sun,0,Clear,313.83,95.15
T000404,Route_14,Tram,7,31.6,30,9.91,0.3,Sun,0,Clear,255.42,61.18
T000405,Route_11,Tram,6,22.4,30,3.1,4.6,Sun,0,Rain,82.07,66.43
T000406,Route_1,Subway,7,20.7,27,8.99,1.8,Mon,0,Clear,262.38,49.38
T000407,Route_16,Tram,11,18.3,22,14.09,2.8,Wed,0,Rain,281.37,42.55
T000408,Route_12,Bus,10,20.7,32,14.72,1.2,Sat,0,Clear,517.27,46.67
T000409,Route_10,Subway,14,30.1,37,5.59,3.1,Wed,0,Clear,244.35,65.3
T000410,Route_7,Train,19,14.1,34,13.13,2.5,Tue,0,Clear,430.56,33.77
T000411,Route_7,Bus,14,9.0,30,1.69,3.8,Wed,0,Clear,57.84,21.08
T000412,Route_14,Bus,17,14.5,38,14.04,0.3,Wed,0,Rain,529.73,53.65
T000413,Route_13,Subway,17,42.0,37,4.01,2.3,Wed,0,Clear,144.11,108.95
T000414,Route_1,Ferry,6,1.3,36,13.05,2.7,Mon,0,Rain,552.6,5.0
T000415,Route_16,Train,13,5.8,24,11.92,13.5,Wed,0,Clear,337.1,9.36
T000416,Route_4,Train,6,24.4,31,9.91,5.6,Thu,0,Clear,346.23,53.69
T000417,Route_17,Bus,21,12.3,30,4.41,0.6,Thu,0,Snow,145.62,27.97
T000418,Route_17,Bus,20,39.1,30,5.8,8.7,Thu,0,Clear,191.03,101.68
T000419,Route_4,Bus,8,7.7,30,10.3,11.2,Tue,0,Clear,363.93,23.58
T000420,Route_16,Subway,16,18.1,29,3.72,2.3,Wed,0,Clear,111.51,31.47
T000421,Route_5,Ferry,15,25.3,36,2.39,5.3,Thu,0,Clear,98.95,63.92
T000422,Route_4,Subway,19,33.2,31,10.43,3.8,Tue,0,Rain,288.83,89.81
T000423,Route_18,Bus,16,32.4,37,11.9,0.7,Thu,0,Clear,453.37,66.84
T000424,Route_4,Ferry,0,34.5,23,12.81,3.0,Sat,1,Rain,288.81,77.2
T000425,Route_11,Ferry,14,24.8,28,12.36,6.1,Mon,0,Rain,334.47,61.2
T000426,Route_9,Train,1,31.4,34,7.19,1.4,Wed,0,Clear,195.97,70.61
T000427,Route_7,Ferry,3,27.1,27,3.5,1.1,Sat,0,Clear,102.15,73.29
T000428,Route_15,Train,17,1.8,33,12.63,18.5,Thu,0,Clear,344.93,13.1
T000429,Route_20,Tram,17,18.8,26,13.49,1.9,Mon,0,Clear,406.38,41.04
T000430,Route_5,Ferry,22,9.5,28,9.59,0.5,Mon,0,Rain,215.29,34.88
T000431,Route_18,Tram,4,27.5,31,9.46,7.4,Thu,0,Clear,332.24,67.32
T000432,Route_3,Bus,18,1.0,29,9.97,3.2,Wed,0,Clear,302.27,5.0
T000433,Route_15,Train,0,40.8,28,12.68,1.0,Fri,0,Clear,307.32,97.16
T000434,Route_9,Bus,17,42.6,46,7.36,0.9,Tue,1,Clear,345.19,96.59
T000435,Route_20,Train,11,5.5,29,4.32,2.5,Wed,0,Snow,134.87,19.06
T000436,Route_8,Bus,1,5.5,21,11.58,0.4,Sat,0,Clear,259.31,5.72
T000437,Route_17,Train,12,33.2,24,14.88,4.5,Tue,0,Clear,353.56,84.07
T000438,Route_16,Subway,22,13.5,29,6.69,15.7,Mon,0,Clear,207.62,11.39
T000439,Route_5,Bus,17,12.5,26,11.08,1.1,Wed,0,Clear,244.63,28.84
T000440,Route_6,Ferry,12,40.6,38,14.83,4.5,Sun,0,Clear,522.62,93.7
T000441,Route_16,Train,22,14.9,24,3.84,2.0,Wed,0,Rain,91.88,14.66
T000442,Route_18,Tram,21,15.7,19,3.79,7.3,Thu,0,Rain,58.01,46.85
T000443,Route_5,Subway,14,12.5,38,9.53,7.5,Tue,0,Snow,409.82,51.37
T000444,Route_6,Ferry,7,42.3,34,12.53,2.2,Fri,0,Clear,419.72,120.83
T000445,Route_12,Train,19,16.8,37,13.54,6.1,Mon,0,Clear,572.79,44.21
T000446,Route_14,Ferry,17,21.3,30,14.74,7.4,Sat,1,Clear,414.58,36.8
T000447,Route_8,Ferry,10,29.7,41,14.49,5.2,Sun,0,Clear,491.16,63.98
T000448,Route_3,Bus,20,39.9,29,11.71,3.0,Tue,1,Clear,384.63,79.67
T000449,Route_20,Tram,14,8.4,29,11.59,5.7,Wed,0,Clear,298.09,25.09
T000450,Route_8,Subway,15,23.0,24,9.63,4.1,Thu,0,Fog,238.58,44.02
T000451,Route_14,Subway,11,35.4,39,9.35,1.7,Mon,0,Rain,417.1,93.59
T000452,Route_2,Ferry,19,23.6,25,7.15,7.2,Mon,1,Rain,152.23,77.74
T000453,Route_12,Subway,14,38.6,33,11.38,12.0,Fri,0,Clear,399.78,109.99
T000454,Route_13,Ferry,14,37.7,32,3.44,0.2,Mon,0,Snow,126.32,102.78
T000455,Route_20,Bus,20,41.0,36,7.93,8.7,Sun,0,Clear,262.24,101.88
T000456,Route_11,Tram,13,9.4,28,2.15,1.4,Wed,0,Snow,61.31,49.06
T000457,Route_11,Tram,10,7.0,26,12.02,5.6,Sat,0,Snow,331.1,12.32
T000458,Route_16,Bus,19,30.9,33,11.37,8.8,Wed,0,Rain,403.04,74.83
T000459,Route_13,Bus,7,20.0,34,2.82,3.1,Tue,0,Clear,95.26,39.6
T000460,Route_11,Tram,4,33.6,29,13.14,3.3,Mon,0,Clear,411.85,84.29
T000461,Route_18,Bus,22,25.0,27,14.75,9.3,Mon,0,Rain,404.0,55.91
T000462,Route_6,Subway,11,1.2,27,4.72,2.4,Thu,0,Fog,122.95,5.0
T000463,Route_9,Tram,11,3.7,33,3.87,1.1,Tue,1,Clear,122.25,6.66
T000464,Route_10,Bus,2,44.7,21,2.41,3.7,Fri,0,Snow,50.41,109.71
T000465,Route_18,Tram,9,7.5,29,3.89,9.6,Tue,1,Clear,91.65,38.99
T000466,Route_3,Subway,22,14.8,36,8.47,2.9,Wed,0,Snow,358.31,21.13
T000467,Route_12,Ferry,19,40.4,37,12.82,2.2,Mon,0,Clear,410.92,95.63
T000468,Route_6,Subway,11,9.0,20,9.72,1.8,Fri,0,Clear,230.05,31.4
T000469,Route_14,Ferry,9,36.3,24,9.32,9.1,Sun,1,Rain,260.29,76.28
T000470,Route_4,Tram,7,31.8,36,3.75,0.4,Tue,0,Clear,126.22,81.09
T000471,Route_14,Subway,8,27.8,33,2.73,2.4,Sat,0,Clear,80.93,58.18
T000472,Route_17,Ferry,2,6.8,35,11.02,2.3,Sat,0,Clear,326.69,15.26
T000473,Route_20,Tram,22,42.2,33,7.88,9.1,Wed,0,Clear,275.97,95.86
T000474,Route_11,Bus,19,7.3,30,14.3,9.8,Wed,0,Clear,469.01,22.64
T000475,Route_18,Train,14,24.9,35,13.72,6.0,Wed,0,Rain,555.4,53.26
T000476,Route_3,Train,12,43.1,23,14.13,2.5,Sun,0,Rain,336.5,112.17
T000477,Route_4,Subway,7,8.0,32,10.12,2.5,Sun,0,Clear,342.6,33.76
T000478,Route_6,Bus,3,31.8,27,4.66,1.8,Sun,0,Rain,139.73,81.8
T000479,Route_8,Subway,4,13.3,23,4.52,5.4,Fri,0,Rain,97.13,26.87
T000480,Route_19,Tram,12,13.4,29,11.8,2.1,Sun,1,Snow,394.15,47.86
T000481,Route_20,Train,3,28.3,30,3.81,3.3,Tue,1,Rain,131.57,60.07
T000482,Route_17,Train,16,37.7,39,4.45,3.9,Wed,1,Clear,144.53,107.87
T000483,Route_12,Bus,5,1.3,23,10.35,6.6,Tue,1,Rain,192.68,5.0
T000484,Route_8,Ferry,5,13.1,25,6.22,9.3,Sat,0,Rain,182.13,30.14
T000485,Route_12,Ferry,10,6.0,26,4.27,0.7,Sat,0,Clear,119.84,28.19
T000486,Route_15,Subway,15,20.9,24,4.54,8.4,Sat,0,Rain,116.87,69.1
T000487,Route_8,Train,4,25.4,27,13.07,5.9,Mon,0,Clear,371.25,54.16
T000488,Route_14,Tram,16,43.2,32,11.63,10.5,Thu,0,Clear,323.3,98.05
T000489,Route_4,Bus,17,9.9,22,8.67,1.0,Sat,0,Clear,156.35,23.99
T000490,Route_9,Tram,9,38.3,30,10.08,0.4,Sat,0,Clear,345.79,81.23
T000491,Route_16,Subway,5,43.9,28,13.61,1.0,Fri,0,Clear,387.64,103.16
T000492,Route_10,Bus,5,39.0,39,3.34,6.6,Thu,0,Snow,134.0,88.6
T000493,Route_7,Ferry,4,13.6,36,3.47,1.0,Thu,0,Rain,117.33,35.61
T000494,Route_3,Subway,8,20.7,38,14.38,10.0,Fri,0,Clear,532.08,45.32
T000495,Route_14,Tram,15,39.8,34,4.99,3.3,Mon,0,Clear,186.2,115.94
T000496,Route_19,Bus,16,2.8,24,12.06,6.7,Sat,0,Clear,263.46,5.0
T000497,Route_13,Tram,16,27.1,27,8.09,3.4,Mon,1,Clear,210.96,70.81
T000498,Route_5,Ferry,20,40.0,19,14.12,6.2,Tue,0,Clear,241.95,93.47
T000499,Route_5,Subway,15,19.0,26,10.38,5.0,Fri,0,Clear,217.26,51.3
T000500,Route_1,Train,14,43.6,31,5.71,1.8,Sun,0,Clear,143.28,116.85
T000501,Route_11,Bus,2,30.0,27,5.69,8.7,Sat,0,Clear,150.02,70.99
T000502,Route_15,Subway,11,16.5,24,10.71,6.1,Thu,0,Snow,290.23,46.94
T000503,Route_11,Tram,3,28.2,27,7.52,5.3,Sun,0,Clear,212.76,77.96
T000504,Route_2,Train,7,3.9,35,2.58,6.0,Tue,0,Snow,106.63,15.72
T000505,Route_1,Ferry,20,43.0,24,10.08,9.5,Sat,0,Clear,282.14,119.82
T000506,Route_11,Subway,18,37.7,35,14.79,0.7,Tue,0,Clear,591.81,95.12
T000507,Route_4,Subway,7,11.6,30,12.28,0.2,Mon,0,Clear,327.81,31.97
T000508,Route_6,Tram,7,38.6,33,11.45,3.9,Sun,0,Rain,396.03,82.18
T000509,Route_19,Subway,4,13.7,28,1.98,10.0,Tue,0,Clear,48.2,34.79
T000510,Route_20,Ferry,11,1.7,31,12.17,1.9,Wed,0,Clear,314.17,16.88
T000511,Route_18,Ferry,3,39.0,22,9.5,14.4,Tue,0,Clear,221.76,96.57
T000512,Route_7,Bus,16,2.3,29,6.39,5.0,Fri,0,Clear,192.96,9.67
T000513,Route_13,Subway,11,23.4,30,2.48,9.7,Sat,0,Clear,76.11,67.43
T000514,Route_7,Subway,6,2.3,36,7.02,0.1,Tue,0,Clear,247.73,8.37
T000515,Route_5,Tram,21,29.9,34,14.91,9.9,Sat,0,Clear,553.83,82.15
T000516,Route_14,Tram,2,26.1,19,5.58,11.6,Sun,0,Rain,99.45,48.49
T000517,Route_8,Tram,21,22.2,30,1.99,18.2,Sat,0,Snow,67.99,54.39
T000518,Route_17,Tram,6,0.5,25,10.13,1.1,Sun,0,Clear,230.24,5.0
T000519,Route_20,Bus,1,25.1,38,14.86,3.4,Tue,0,Rain,515.3,65.36
T000520,Route_1,Subway,10,38.1,20,9.84,3.6,Tue,0,Rain,186.27,83.87
T000521,Route_2,Ferry,9,42.1,28,10.8,0.2,Mon,0,Rain,279.42,113.84
T000522,Route_10,Bus,1,6.8,32,8.73,1.1,Sat,0,Rain,292.41,24.24
T000523,Route_2,Tram,20,36.5,35,13.25,0.1,Tue,0,Clear,486.95,81.33
T000524,Route_10,Bus,22,20.5,26,13.05,6.5,Sat,0,Clear,279.25,49.81
T000525,Route_15,Subway,13,10.7,29,2.98,2.0,Tue,0,Rain,98.78,50.3
T000526,Route_12,Bus,4,31.5,31,8.8,6.6,Wed,0,Fog,319.15,79.57
T000527,Route_12,Subway,4,39.0,30,12.92,6.2,Sun,0,Clear,332.75,93.21
T000528,Route_19,Bus,1,16.0,37,11.48,6.2,Mon,0,Clear,451.85,40.67
T000529,Route_17,Tram,3,35.0,28,12.1,3.1,Fri,0,Rain,278.89,82.8
T000530,Route_3,Tram,9,18.4,38,11.19,0.0,Sun,0,Rain,381.32,29.76
T000531,Route_17,Ferry,6,17.4,29,5.1,7.1,Mon,0,Clear,134.78,36.01
T000532,Route_4,Ferry,18,43.6,31,2.42,2.4,Tue,1,Rain,79.27,122.3
T000533,Route_18,Bus,4,18.2,30,4.01,7.9,Mon,0,Rain,97.42,50.66
T000534,Route_9,Train,6,13.7,29,3.11,0.1,Sun,0,Clear,83.11,43.27
T000535,Route_19,Subway,20,6.5,27,12.13,0.4,Fri,0,Clear,317.44,16.19
T000536,Route_11,Ferry,5,9.2,30,10.16,10.6,Fri,0,Clear,332.02,33.86
T000537,Route_3,Bus,17,1.9,25,13.98,3.3,Mon,0,Fog,419.21,7.08
T000538,Route_20,Tram,11,8.3,40,12.3,2.0,Sun,0,Rain,590.33,37.14
T000539,Route_6,Train,21,7.7,36,10.15,4.5,Fri,0,Clear,355.1,7.95
T000540,Route_14,Tram,5,0.6,28,7.42,7.1,Sat,0,Clear,233.13,5.0
T000541,Route_19,Tram,19,5.7,35,4.81,15.0,Fri,0,Clear,188.74,5.0
T000542,Route_20,Subway,5,36.5,34,10.31,5.4,Fri,0,Rain,312.31,69.95
T000543,Route_8,Train,17,35.1,33,4.75,10.8,Wed,0,Clear,134.94,101.69
T000544,Route_6,Train,22,5.0,28,4.77,4.3,Fri,0,Rain,158.28,23.95
T000545,Route_8,Train,22,22.1,42,2.0,1.9,Tue,0,Snow,75.7,61.08
T000546,Route_13,Subway,17,39.1,31,4.65,4.2,Sun,0,Clear,137.01,101.61
T000547,Route_15,Train,12,25.3,28,9.47,10.1,Thu,0,Clear,217.8,73.32
T000548,Route_19,Subway,21,17.5,23,11.42,7.1,Mon,0,Snow,214.1,39.0
T000549,Route_5,Ferry,10,17.5,25,12.49,3.0,Tue,0,Clear,317.53,52.04
T000550,Route_3,Train,13,10.2,28,3.38,3.1,Sun,0,Clear,88.15,12.72
T000551,Route_5,Tram,6,35.3,25,14.79,22.3,Thu,0,Clear,344.09,99.72
T000552,Route_15,Ferry,7,3.4,27,4.97,1.5,Sun,0,Fog,121.62,21.02
T000553,Route_15,Subway,7,9.0,25,6.83,0.5,Sun,0,Clear,182.95,37.01
T000554,Route_16,Ferry,21,16.0,31,12.72,2.1,Fri,0,Rain,468.15,34.17
T000555,Route_7,Train,8,9.1,37,14.13,12.8,Mon,0,Clear,429.12,14.74
T000556,Route_2,Bus,21,4.0,32,6.98,7.8,Thu,0,Rain,230.92,5.0
T000557,Route_5,Train,11,10.2,28,5.24,2.4,Wed,0,Clear,155.01,9.66
T000558,Route_1,Subway,20,1.8,25,2.79,13.3,Fri,1,Clear,69.45,18.77
T000559,Route_5,Bus,20,2.9,17,10.16,7.0,Wed,0,Rain,152.63,5.0
T000560,Route_11,Ferry,19,0.9,32,10.27,8.7,Sun,0,Clear,349.77,22.72
T000561,Route_16,Subway,9,13.3,32,10.91,0.1,Sun,0,Clear,305.56,27.22
T000562,Route_8,Tram,12,9.9,31,9.8,1.7,Sun,0,Snow,324.11,20.93
T000563,Route_12,Ferry,10,6.0,25,4.78,6.6,Fri,0,Clear,136.52,11.11
T000564,Route_18,Train,10,11.6,34,6.73,5.6,Thu,0,Clear,259.24,21.22
T000565,Route_15,Bus,5,5.6,20,2.34,5.2,Sun,0,Rain,46.67,5.0
T000566,Route_18,Ferry,1,21.6,28,5.22,1.5,Sun,0,Rain,147.06,41.03
T000567,Route_2,Ferry,11,27.9,26,12.25,1.1,Thu,0,Clear,363.84,87.92
T000568,Route_12,Bus,15,3.2,46,11.16,6.8,Mon,0,Rain,568.74,7.59
T000569,Route_8,Ferry,0,20.9,41,10.75,6.1,Thu,0,Clear,465.85,67.15
T000570,Route_4,Tram,14,21.5,28,12.35,3.0,Thu,0,Clear,406.7,61.03
T000571,Route_12,Train,0,4.7,36,8.68,8.5,Wed,0,Rain,281.94,11.36
T000572,Route_3,Ferry,11,21.2,32,7.75,1.5,Sat,0,Rain,254.91,65.55
T000573,Route_5,Tram,10,33.7,27,3.32,0.1,Thu,0,Rain,83.24,80.31
T000574,Route_16,Ferry,14,28.9,29,10.16,0.7,Mon,0,Clear,278.23,77.21
T000575,Route_5,Tram,22,11.9,19,4.26,29.8,Mon,0,Clear,70.65,26.74
T000576,Route_12,Train,22,33.1,34,14.87,6.4,Sat,0,Rain,473.83,79.2
T000577,Route_9,Ferry,13,18.4,29,4.93,5.0,Thu,0,Rain,154.43,41.13
T000578,Route_9,Subway,1,31.4,20,7.38,1.9,Fri,0,Rain,124.79,87.4
T000579,Route_11,Subway,8,17.2,22,4.92,2.3,Wed,0,Clear,128.99,48.65
T000580,Route_19,Ferry,19,25.1,37,14.96,0.1,Fri,1,Clear,456.55,57.3
T000581,Route_12,Train,2,35.6,28,11.05,6.5,Mon,1,Clear,260.31,87.17
T000582,Route_20,Train,15,8.3,30,4.39,26.6,Mon,0,Clear,107.04,21.08
T000583,Route_9,Tram,4,42.1,25,5.94,6.1,Mon,0,Rain,168.67,105.97
T000584,Route_5,Ferry,9,36.5,21,11.3,0.7,Thu,0,Rain,269.96,82.55
T000585,Route_14,Bus,20,10.8,31,5.18,5.3,Thu,1,Fog,174.82,19.38
T000586,Route_3,Subway,15,11.0,35,6.52,9.4,Tue,0,Clear,199.6,20.51
T000587,Route_9,Bus,14,16.7,26,10.16,0.1,Fri,0,Clear,214.06,65.63
T000588,Route_7,Train,8,26.0,26,13.17,14.0,Sat,0,Rain,318.18,80.51
T000589,Route_14,Subway,8,9.0,39,1.89,2.0,Wed,0,Clear,64.95,11.55
T000590,Route_9,Ferry,3,15.5,31,3.22,2.5,Wed,0,Rain,106.03,30.93
