trip_id,route,vehicle_type,departure_hour,distance_km,passengers,fare_amount,delay_minutes,day_of_week,is_holiday,weather_condition,origin_lat,origin_lon,dest_lat,dest_lon
T000227,Route_9,Subway,3,44.3,29,8.53,2.0,Sun,0,Clear,40.82065,-73.87099,40.63995,-73.76467
T000228,Route_16,Bus,7,9.7,33,10.04,11.4,Fri,0,Fog,40.64718,-74.01259,40.80526,-73.73107
T000229,Route_10,Train,9,9.3,25,13.35,11.9,Thu,0,Clear,40.65201,-73.98182,40.52888,-74.02613
T000230,Route_18,Ferry,5,8.6,29,14.81,3.0,Tue,0,Rain,40.76634,-73.82425,40.66728,-74.03464
T000231,Route_4,Train,9,22.8,33,9.52,10.3,Fri,0,Clear,40.71145,-73.89852,40.69844,-73.98755
T000232,Route_10,Ferry,4,14.0,24,7.4,4.5,Fri,0,Clear,40.71186,-73.72505,40.95207,-74.08845
T000233,Route_12,Ferry,5,25.1,25,12.48,2.9,Sun,0,Clear,40.52944,-73.94581,40.63739,-73.79127
T000234,Route_1,Tram,7,5.1,22,14.99,10.2,Sat,0,Clear,40.61954,-74.01025,40.69451,-73.96232
T000235,Route_2,Ferry,16,36.0,24,6.98,7.6,Mon,0,Clear,40.76679,-74.0632,40.72599,-73.87704
T000236,Route_2,Bus,5,3.4,25,10.54,0.7,Fri,0,Fog,40.61148,-73.88265,40.86655,-73.95367
T000237,Route_3,Subway,7,28.4,46,1.86,4.4,Thu,0,Clear,40.69854,-73.92394,40.71577,-73.89812
T000238,Route_15,Bus,18,42.3,27,6.3,0.3,Mon,0,Clear,40.68104,-73.80011,40.9276,-73.76005
T000239,Route_6,Subway,13,6.6,29,13.95,11.7,Sun,0,Clear,40.72781,-73.9328,40.61776,-73.7526
T000240,Route_7,Subway,2,8.6,36,11.79,13.6,Tue,0,Clear,40.66713,-73.74863,40.60206,-74.0151
T000241,Route_5,Bus,14,40.7,32,9.91,3.2,Sun,0,Rain,40.91356,-73.77709,40.78725,-73.78178
T000242,Route_5,Subway,2,34.8,25,4.73,7.4,Fri,1,Clear,40.99932,-74.02798,40.75543,-74.07615
T000243,Route_9,Tram,10,42.6,35,12.76,7.1,Wed,0,Clear,40.77484,-73.74141,40.79508,-73.97415
T000244,Route_6,Tram,22,28.0,24,12.77,5.1,Sun,0,Clear,40.97737,-74.01557,40.57571,-73.99788
T000245,Route_10,Train,3,11.4,31,2.19,7.4,Wed,1,Fog,40.94858,-73.73537,40.53377,-73.72436
T000246,Route_7,Train,2,13.8,34,14.04,11.8,Thu,1,Clear,40.74011,-73.98451,40.87907,-73.99773
T000247,Route_14,Subway,6,40.6,26,10.67,0.6,Mon,0,Clear,40.53319,-73.93739,40.83612,-73.93032
T000248,Route_5,Tram,6,33.9,29,14.06,14.3,Fri,1,Clear,40.63343,-73.97764,40.79762,-73.70008
T000249,Route_19,Train,10,9.5,28,7.06,0.1,Sat,0,Snow,40.89967,-74.08989,40.57317,-74.06402
T000250,Route_15,Bus,4,9.3,27,11.32,2.0,Thu,0,Clear,40.83692,-74.04622,40.94928,-73.87974
T000251,Route_19,Train,0,16.0,29,7.42,3.1,Thu,0,Clear,40.86728,-73.83281,40.51692,-73.8109
T000252,Route_14,Subway,8,18.5,41,12.48,0.0,Sat,0,Clear,40.89773,-73.95096,40.6125,-73.80966
T000253,Route_16,Train,5,1.7,30,5.86,5.5,Wed,0,Clear,40.51842,-73.81112,40.5628,-74.03702
T000254,Route_10,Bus,17,33.0,28,13.37,2.4,Mon,0,Clear,40.52519,-73.92618,40.98559,-73.79693
T000255,Route_3,Bus,19,11.3,23,2.9,7.3,Tue,0,Rain,40.72805,-73.77465,40.73624,-73.89838
T000256,Route_12,Ferry,3,14.2,35,7.48,2.2,Mon,0,Clear,40.97732,-74.03329,40.54761,-73.74482
T000257,Route_3,Train,19,10.7,34,7.62,5.8,Thu,0,Clear,40.8716,-73.87735,40.59542,-73.9218
T000258,Route_11,Ferry,0,44.3,38,10.76,3.1,Wed,0,Rain,40.59774,-73.78142,40.79049,-73.70822
T000259,Route_13,Ferry,21,27.5,24,4.92,7.9,Thu,0,Rain,40.93448,-73.8831,40.61744,-73.76342
T000260,Route_19,Ferry,9,36.4,30,9.59,10.3,Tue,0,Clear,40.72982,-74.06383,40.99441,-73.77242
T000261,Route_7,Bus,0,5.4,27,13.59,1.9,Wed,0,Rain,40.76746,-74.06972,40.71039,-73.82205
T000262,Route_9,Train,13,18.1,31,9.67,7.9,Mon,0,Rain,40.70069,-73.97015,40.90754,-73.73837
T000263,Route_15,Ferry,8,7.4,26,7.68,0.1,Thu,0,Snow,40.68408,-73.79104,40.98725,-74.01478
T000264,Route_11,Subway,1,35.3,31,11.3,2.0,Sat,0,Rain,40.73219,-73.71237,40.621,-73.90263
T000265,Route_20,Train,22,21.0,26,12.05,17.1,Thu,0,Clear,40.65178,-73.88153,40.66246,-73.85586
T000266,Route_14,Ferry,22,21.2,27,2.73,3.6,Thu,1,Rain,40.86465,-73.81799,40.57135,-73.74149
T000267,Route_11,Tram,10,29.7,34,12.78,6.4,Fri,0,Rain,40.90748,-74.04914,40.98038,-73.96199
T000268,Route_20,Train,4,19.5,34,11.65,3.8,Thu,0,Clear,40.51466,-73.81926,40.71865,-73.96446
T000269,Route_14,Train,19,35.5,31,9.72,1.2,Sun,0,Clear,40.92117,-73.81567,40.68617,-73.9563
T000270,Route_7,Bus,13,14.0,35,10.04,2.7,Fri,0,Clear,40.55798,-73.89686,40.60306,-73.87302
T000271,Route_14,Tram,12,41.9,22,3.9,7.9,Thu,1,Rain,40.90207,-73.93485,40.73899,-73.84794
T000272,Route_11,Tram,14,36.9,28,13.08,0.5,Wed,1,Clear,40.85403,-73.8505,40.87742,-74.05457
T000273,Route_1,Train,12,28.9,25,3.63,0.5,Sun,0,Rain,40.92888,-74.09298,40.58585,-73.77931
T000274,Route_16,Train,1,27.3,28,7.39,6.4,Mon,0,Rain,40.97246,-73.78793,40.75497,-73.73124
T000275,Route_16,Subway,12,9.0,28,11.26,3.6,Sat,0,Clear,40.98515,-73.75226,40.90418,-73.98858
T000276,Route_1,Tram,7,10.9,38,8.64,1.3,Sat,0,Rain,40.52354,-74.04964,40.64967,-73.79555
T000277,Route_17,Bus,20,17.5,34,11.04,0.2,Sat,0,Clear,40.88262,-73.74618,40.96456,-74.03879
T000278,Route_15,Ferry,0,5.9,33,9.55,9.4,Wed,0,Clear,40.79013,-73.84925,40.54418,-74.06986
T000279,Route_3,Bus,19,35.2,28,3.31,14.7,Mon,1,Clear,40.91859,-74.01581,40.93267,-74.0189
T000280,Route_3,Tram,17,7.5,24,7.87,7.9,Thu,0,Clear,40.63308,-73.80743,40.80848,-74.08849
T000281,Route_16,Train,14,14.1,34,8.38,0.5,Fri,0,Clear,40.73009,-73.72104,40.93941,-73.73031
T000282,Route_6,Ferry,1,1.3,32,6.9,7.3,Tue,0,Rain,40.67027,-73.89537,40.64178,-73.71097
T000283,Route_20,Tram,14,33.3,27,2.77,2.3,Mon,0,Rain,40.82203,-73.89869,40.89443,-73.88649
T000284,Route_9,Ferry,16,28.0,32,8.35,3.5,Tue,1,Clear,40.75098,-73.83087,40.64423,-73.79434
T000285,Route_5,Subway,4,23.9,26,12.7,5.9,Mon,0,Rain,40.65138,-73.94916,40.95105,-73.77628
T000286,Route_12,Subway,13,13.9,27,10.18,5.5,Sun,0,Clear,40.72126,-73.91021,40.51042,-73.82468
T000287,Route_15,Bus,6,41.2,29,8.77,0.2,Thu,0,Fog,40.50928,-73.79625,40.57275,-74.00065
T000288,Route_2,Train,21,2.3,23,14.72,2.1,Mon,0,Clear,40.67537,-73.90312,40.99292,-73.76305
T000289,Route_1,Bus,5,28.3,24,6.29,2.6,Fri,0,Snow,40.65034,-74.07729,40.60693,-73.99447
T000290,Route_11,Tram,2,23.2,26,9.88,12.4,Sat,0,Rain,40.75118,-73.7539,40.58774,-73.74929
T000291,Route_6,Ferry,13,44.4,31,6.73,2.6,Sat,0,Clear,40.86411,-74.02585,40.6903,-73.70931
T000292,Route_15,Subway,16,9.6,31,11.85,2.9,Mon,0,Clear,40.84155,-73.73571,40.84032,-73.78412
T000293,Route_5,Subway,11,25.0,27,10.84,9.0,Sat,0,Rain,40.96088,-73.86783,40.8277,-74.08531
T000294,Route_10,Train,4,42.7,19,9.07,3.4,Thu,0,Snow,40.91107,-73.79539,40.85335,-74.09248
T000295,Route_7,Ferry,13,29.5,24,7.85,2.3,Sun,0,Rain,40.61552,-74.03685,40.81199,-73.71893
T000296,Route_5,Bus,7,44.7,39,9.79,3.9,Mon,0,Rain,40.50659,-73.80734,40.84335,-74.00742
T000297,Route_4,Train,3,33.8,37,2.16,2.1,Wed,0,Clear,40.71667,-73.89283,40.83684,-73.98313
T000298,Route_4,Tram,10,3.6,16,2.72,8.1,Sun,0,Clear,40.83229,-74.06982,40.97493,-74.01527
T000299,Route_14,Bus,13,33.3,27,3.6,6.5,Sun,1,Clear,40.5467,-73.9262,40.6174,-73.91907
T000300,Route_12,Ferry,18,21.9,32,6.92,1.4,Sun,0,Clear,40.92454,-73.80785,40.94262,-73.70267
T000301,Route_16,Train,1,11.5,22,2.92,0.8,Fri,0,Clear,40.61808,-73.92686,40.94514,-74.05464
T000302,Route_16,Tram,22,20.0,23,13.72,0.8,Tue,1,Clear,40.53498,-73.88765,40.74365,-73.79992
T000303,Route_7,Tram,1,20.8,19,9.71,6.7,Mon,0,Clear,40.60272,-73.71979,40.57484,-73.94667
T000304,Route_11,Bus,0,44.1,23,7.18,4.5,Tue,0,Clear,40.54775,-73.83371,40.50401,-73.87196
T000305,Route_8,Ferry,18,4.4,23,10.4,3.7,Fri,1,Clear,40.51222,-73.94025,40.66729,-74.0929
T000306,Route_17,Ferry,17,17.8,24,9.52,11.0,Wed,0,Clear,40.93237,-74.02089,40.63124,-73.88798
T000307,Route_3,Subway,16,7.1,31,5.26,2.0,Thu,0,Clear,40.73421,-73.92216,40.91141,-73.85958
T000308,Route_4,Train,15,10.3,39,13.27,10.5,Sun,0,Rain,40.74914,-73.84681,40.87405,-73.73139
T000309,Route_15,Train,15,1.2,31,9.42,4.8,Sun,0,Snow,40.66245,-73.95146,40.87475,-74.06688
T000310,Route_11,Tram,16,12.4,37,2.87,1.0,Sun,1,Clear,40.7912,-73.77418,40.8456,-73.80536
T000311,Route_11,Train,0,14.0,27,12.23,3.8,Wed,0,Clear,40.79963,-73.99193,40.84916,-73.92091
T000312,Route_8,Train,17,41.8,29,9.95,1.0,Wed,0,Clear,40.89744,-73.86796,40.61984,-73.92741
T000313,Route_10,Bus,22,30.4,22,2.92,3.7,Sun,0,Clear,40.95983,-73.93009,40.93354,-73.74894
T000314,Route_10,Ferry,2,19.0,35,10.06,1.9,Wed,1,Clear,40.85209,-74.09909,40.94007,-73.81827
T000315,Route_9,Subway,20,40.8,27,9.87,1.9,Mon,0,Clear,40.50286,-74.04384,40.81969,-73.84142
T000316,Route_5,Train,1,23.3,24,1.76,7.0,Fri,0,Rain,40.64886,-73.92452,40.90867,-73.71476
T000317,Route_3,Bus,0,27.8,41,12.0,8.7,Mon,0,Clear,40.79389,-73.94004,40.50893,-73.73335
T000318,Route_17,Bus,2,20.5,30,5.3,2.9,Mon,0,Clear,40.79671,-73.76121,40.82138,-73.83671
T000319,Route_20,Bus,19,5.1,43,12.43,9.7,Fri,0,Clear,40.75577,-73.99498,40.72586,-74.08378
T000320,Route_16,Subway,13,32.9,23,2.73,5.4,Mon,0,Clear,40.87596,-73.92357,40.61271,-74.06618
T000321,Route_19,Bus,3,14.5,37,14.31,4.2,Mon,0,Clear,40.78695,-73.94334,40.81114,-73.9543
T000322,Route_8,Train,15,1.1,23,2.55,12.4,Mon,0,Rain,40.72564,-73.87497,40.98864,-73.90743
T000323,Route_18,Subway,4,2.6,28,2.05,12.6,Sun,1,Clear,40.81135,-73.74915,40.58457,-73.98197
T000324,Route_11,Bus,11,16.6,34,12.56,1.8,Mon,0,Clear,40.53133,-73.88724,40.95749,-73.80616
T000325,Route_5,Bus,16,38.0,31,10.61,2.7,Fri,0,Clear,40.97106,-73.78064,40.93291,-73.87547
T000326,Route_5,Tram,0,21.3,33,10.26,0.2,Tue,0,Rain,40.8509,-73.9874,40.81684,-73.91249
T000327,Route_6,Tram,14,17.4,30,9.76,9.0,Wed,0,Clear,40.65532,-73.83242,40.75291,-74.0526
T000328,Route_17,Subway,16,0.8,28,12.37,9.2,Mon,0,Clear,40.55727,-73.93059,40.51659,-73.95291
T000329,Route_16,Train,9,14.5,28,5.91,1.4,Thu,0,Clear,40.68832,-73.91754,40.68145,-73.77646
T000330,Route_18,Tram,0,4.5,30,6.64,7.3,Wed,0,Rain,40.52221,-74.07154,40.958,-73.96296
T000331,Route_5,Ferry,2,14.5,27,11.94,1.8,Wed,0,Clear,40.99778,-74.00803,40.74953,-73.9585
T000332,Route_4,Bus,0,31.9,31,5.69,0.4,Wed,0,Rain,40.63589,-73.92536,40.519,-74.04707
T000333,Route_6,Train,3,5.0,29,4.54,4.4,Tue,0,Clear,40.82963,-73.84633,40.96376,-73.70585
T000334,Route_5,Ferry,17,26.7,38,4.43,1.4,Fri,0,Clear,40.77379,-74.01354,40.58563,-73.81703
T000335,Route_10,Tram,0,4.2,27,12.67,3.3,Thu,0,Rain,40.79869,-73.85584,40.60398,-74.05693
T000336,Route_9,Bus,2,24.4,22,4.64,12.8,Wed,0,Rain,40.50962,-73.89067,40.63425,-73.89791
T000337,Route_10,Bus,11,19.4,32,10.77,3.4,Sun,0,Clear,40.70539,-74.03677,40.7564,-73.90958
T000338,Route_11,Bus,21,41.8,25,5.07,0.8,Sun,0,Clear,40.99341,-73.99794,40.66031,-74.08442
T000339,Route_13,Tram,6,16.2,28,12.34,1.3,Thu,1,Clear,40.68905,-73.98236,40.68942,-73.98681
T000340,Route_11,Ferry,5,24.1,23,5.0,1.5,Sat,0,Snow,40.8402,-73.8547,40.82689,-74.0068
T000341,Route_17,Bus,19,34.6,26,10.01,6.8,Sun,0,Clear,40.53545,-73.85291,40.71111,-73.77733
T000342,Route_2,Subway,13,12.1,35,2.15,23.5,Sun,0,Clear,40.66767,-73.97335,40.94211,-73.8217
T000343,Route_17,Tram,9,2.0,23,13.48,16.2,Sat,1,Rain,40.59189,-73.86789,40.88261,-74.00574
T000344,Route_1,Bus,8,32.3,32,14.34,12.2,Sun,0,Rain,40.69387,-73.91934,40.77281,-73.883
T000345,Route_7,Ferry,1,25.1,33,1.62,7.9,Mon,0,Clear,40.73205,-73.72392,40.6682,-74.07413
T000346,Route_3,Bus,6,18.1,33,1.95,5.1,Thu,1,Snow,40.76496,-73.88717,40.77864,-73.79503
T000347,Route_15,Subway,19,6.5,35,2.59,1.9,Sun,0,Clear,40.63194,-73.94424,40.84824,-74.05961
T000348,Route_16,Train,2,18.9,41,4.92,13.4,Sat,0,Rain,40.65828,-73.81356,40.88275,-73.85286
T000349,Route_16,Subway,9,43.0,25,14.87,5.3,Fri,0,Clear,40.76902,-73.81082,40.90887,-73.713
T000350,Route_16,Bus,17,11.5,37,9.9,14.5,Fri,0,Clear,40.90029,-74.09165,40.98878,-73.95881
T000351,Route_12,Bus,14,18.2,26,3.53,1.6,Mon,0,Clear,40.87515,-73.98089,40.94997,-74.09173
T000352,Route_3,Train,17,21.3,32,4.68,5.7,Thu,0,Clear,40.87829,-73.82364,40.95687,-74.07066
T000353,Route_19,Subway,20,14.4,20,1.93,5.7,Mon,0,Rain,40.56527,-73.93535,40.81745,-73.82129
T000354,Route_14,Subway,13,35.5,32,8.62,3.0,Sun,0,Rain,40.63825,-73.97278,40.94253,-73.78257
T000355,Route_18,Bus,11,29.5,26,7.36,9.3,Sat,0,Clear,40.92917,-74.04831,40.96863,-73.70377
T000356,Route_20,Subway,4,27.0,27,8.08,0.6,Sun,1,Clear,40.97637,-74.09501,40.62704,-73.79665
T000357,Route_20,Subway,10,37.3,31,14.57,0.8,Sun,0,Clear,40.99932,-73.79158,40.96193,-73.99635
T000358,Route_18,Tram,20,12.7,16,13.13,6.5,Sun,0,Clear,40.71764,-73.89671,40.9632,-73.83226
T000359,Route_17,Train,7,13.7,32,2.51,0.3,Thu,0,Clear,40.72977,-73.79329,40.59884,-74.08674
T000360,Route_15,Ferry,10,36.6,28,6.68,5.8,Tue,0,Rain,40.95479,-73.77681,40.63319,-74.08634
T000361,Route_2,Ferry,8,1.4,24,1.54,31.8,Thu,0,Clear,40.63722,-74.04089,40.52533,-73.80919
T000362,Route_2,Ferry,9,38.3,37,3.96,0.9,Sun,0,Snow,40.96564,-73.84532,40.63808,-74.05488
T000363,Route_16,Tram,1,39.3,27,7.6,3.8,Mon,0,Snow,40.64253,-73.82687,40.64973,-73.79109
T000364,Route_5,Tram,21,21.0,29,6.06,8.5,Fri,0,Snow,40.76451,-73.99576,40.75455,-73.77951
T000365,Route_14,Bus,1,34.5,33,7.98,2.2,Sun,0,Clear,40.8906,-73.70228,40.67068,-73.95889
T000366,Route_2,Bus,2,15.5,36,7.42,4.8,Mon,0,Rain,40.97654,-73.7261,40.6657,-74.0532
T000367,Route_16,Bus,21,20.8,28,2.97,1.0,Wed,0,Clear,40.51604,-73.96374,40.99414,-73.72052
T000368,Route_19,Bus,3,41.6,32,9.45,9.8,Sun,0,Clear,40.68305,-73.94351,40.8265,-74.08571
T000369,Route_20,Subway,12,31.7,26,1.53,9.9,Tue,0,Fog,40.55329,-74.04047,40.86015,-73.75973
T000370,Route_20,Bus,19,4.7,25,7.5,8.0,Sun,0,Clear,40.91771,-73.82533,40.5042,-74.09374
T000371,Route_9,Tram,8,19.7,35,8.54,1.9,Fri,1,Rain,40.70999,-73.77789,40.61986,-73.73945
T000372,Route_16,Tram,14,40.0,40,14.48,4.3,Tue,0,Clear,40.81148,-74.06105,40.6956,-74.0093
T000373,Route_15,Train,12,16.6,26,13.58,10.3,Tue,1,Clear,40.66372,-73.89915,40.64067,-73.7215
T000374,Route_14,Ferry,3,22.3,28,1.88,2.0,Tue,0,Rain,40.8758,-73.77892,40.86189,-74.0984
T000375,Route_18,Subway,8,10.2,27,14.36,13.9,Mon,0,Rain,40.90112,-73.72915,40.75641,-73.71114
T000376,Route_11,Train,9,40.4,37,4.17,6.2,Sun,0,Fog,40.9934,-73.863,40.64474,-73.89459
T000377,Route_13,Bus,4,41.1,32,2.09,3.7,Fri,0,Clear,40.80622,-73.77512,40.96362,-73.77916
T000378,Route_12,Train,4,32.4,31,9.37,9.7,Sat,0,Clear,40.94212,-74.00404,40.67654,-73.92258
T000379,Route_19,Tram,0,33.0,26,7.58,1.4,Fri,0,Clear,40.77887,-74.07352,40.84671,-74.09647
T000380,Route_13,Subway,16,43.9,26,2.63,0.8,Wed,0,Clear,40.90746,-73.77579,40.57006,-73.87973
T000381,Route_19,Tram,17,19.9,29,1.72,6.1,Sun,1,Rain,40.58797,-73.87206,40.57184,-73.70642
T000382,Route_19,Ferry,11,17.5,35,3.35,0.7,Tue,0,Clear,40.91566,-73.97556,40.80831,-74.05995
T000383,Route_19,Bus,9,9.4,26,12.25,2.8,Mon,0,Clear,40.75548,-73.80314,40.7627,-73.83409
T000384,Route_15,Ferry,3,14.9,25,4.42,0.1,Tue,0,Clear,40.61918,-74.01622,40.98781,-73.88744
T000385,Route_20,Bus,18,28.3,32,7.19,4.3,Fri,1,Rain,40.66398,-73.86519,40.6173,-74.0209
T000386,Route_20,Subway,17,2.4,24,14.36,1.2,Sun,1,Clear,40.63614,-74.07659,40.97704,-73.72611
T000387,Route_3,Bus,6,3.2,34,11.03,4.2,Sat,0,Clear,40.74519,-73.78377,40.67308,-73.79471
T000388,Route_14,Ferry,4,24.3,36,12.34,6.0,Mon,1,Snow,40.6729,-73.73064,40.78152,-73.84132
T000389,Route_9,Tram,10,15.5,32,10.07,2.8,Fri,0,Clear,40.59364,-73.73396,40.85234,-74.00158
T000390,Route_2,Ferry,8,43.3,37,2.37,1.6,Mon,0,Clear,40.55599,-73.94579,40.54951,-73.90735
T000391,Route_2,Bus,2,22.2,30,14.36,0.3,Sat,0,Clear,40.75577,-73.96893,40.9198,-73.72977
T000392,Route_6,Train,17,17.5,31,2.01,12.7,Thu,0,Clear,40.54568,-74.03612,40.72578,-73.71007
T000393,Route_8,Bus,9,16.6,23,2.62,3.3,Mon,0,Clear,40.80941,-73.90739,40.78988,-73.73165
T000394,Route_10,Ferry,9,17.7,20,5.71,5.6,Thu,0,Clear,40.52876,-74.03883,40.50386,-73.72363
T000395,Route_17,Train,19,3.2,33,11.73,5.2,Sat,0,Clear,40.57405,-73.81029,40.9867,-73.87327
T000396,Route_6,Ferry,0,41.5,29,1.76,1.5,Fri,0,Clear,40.52409,-74.00516,40.72337,-73.94477
T000397,Route_16,Tram,20,27.0,30,1.79,9.8,Tue,1,Rain,40.8968,-73.72497,40.5975,-73.95704
T000398,Route_6,Subway,11,5.4,29,9.13,4.8,Mon,0,Clear,40.51062,-73.92694,40.53058,-73.96114
T000399,Route_15,Ferry,8,3.6,34,8.04,19.0,Fri,0,Rain,40.77848,-74.00655,40.54475,-73.94507
T000400,Route_11,Subway,8,20.5,31,13.6,2.8,Fri,0,Clear,40.80488,-73.8167,40.63507,-74.0869
T000401,Route_19,Bus,3,5.3,28,9.28,10.8,Sat,0,Rain,40.62819,-73.88893,40.50607,-73.8188
T000402,Route_10,Train,6,10.8,22,2.22,2.3,Wed,0,Rain,40.96397,-73.71809,40.50343,-73.85548
T000403,Route_12,Tram,10,32.1,24,13.49,4.5,Sun,1,Clear,40.56681,-73.79014,40.55464,-73.74506
T000404,Route_14,Bus,20,1.3,22,12.8,0.5,Thu,0,Fog,40.58949,-73.78059,40.76059,-73.98133
T000405,Route_18,Train,20,3.1,33,11.34,0.6,Wed,0,Clear,40.89331,-74.02781,40.55263,-73.96223
T000406,Route_11,Subway,3,40.2,34,5.51,10.8,Sun,0,Snow,40.98604,-74.04265,40.7332,-73.83747
T000407,Route_2,Tram,4,15.8,29,6.63,12.7,Thu,0,Rain,40.80018,-74.0918,40.90758,-73.79781
T000408,Route_19,Subway,21,2.3,29,7.42,1.5,Mon,0,Rain,40.58318,-73.806,40.86756,-73.88183
T000409,Route_10,Train,16,24.9,30,13.81,7.6,Thu,0,Clear,40.58413,-73.95501,40.7979,-73.73107
T000410,Route_2,Ferry,3,20.8,28,1.77,4.6,Fri,0,Clear,40.59119,-74.07753,40.54344,-73.75567
T000411,Route_4,Train,18,20.9,30,4.66,9.6,Sun,0,Clear,40.88359,-73.78942,40.99253,-73.88057
T000412,Route_13,Tram,9,38.4,20,2.68,0.6,Sat,0,Clear,40.77823,-73.93803,40.80054,-73.70399
T000413,Route_8,Subway,22,20.9,35,9.63,0.1,Wed,1,Clear,40.99402,-74.08944,40.65128,-73.9521
T000414,Route_17,Subway,3,38.8,36,3.54,2.7,Fri,0,Clear,40.99369,-73.72573,40.5336,-73.96038
T000415,Route_9,Train,1,9.6,36,10.31,6.0,Mon,0,Clear,40.67746,-73.85089,40.72931,-73.75233
T000416,Route_13,Ferry,17,28.2,34,8.82,10.5,Tue,0,Rain,40.76289,-73.73244,40.78987,-74.00084
T000417,Route_20,Ferry,17,16.0,32,11.77,0.4,Fri,0,Clear,40.91732,-73.85829,40.90286,-74.03222
T000418,Route_11,Ferry,14,19.4,29,5.8,1.4,Wed,0,Rain,40.57317,-74.0894,40.50293,-73.71512
T000419,Route_6,Tram,19,32.4,32,10.09,6.7,Wed,0,Clear,40.67811,-73.76586,40.69801,-74.01413
T000420,Route_12,Tram,4,23.9,29,12.48,2.7,Sun,0,Rain,40.71838,-73.73481,40.89085,-73.80304
T000421,Route_10,Train,18,44.4,33,5.61,5.2,Fri,0,Rain,40.87021,-74.03732,40.61311,-73.83219
T000422,Route_20,Ferry,6,14.0,26,9.47,6.3,Thu,0,Clear,40.6199,-73.99811,40.63965,-73.75811
T000423,Route_19,Train,10,35.7,28,11.96,0.4,Tue,0,Fog,40.85316,-74.00287,40.66237,-73.73021
T000424,Route_2,Subway,17,35.8,18,14.47,29.2,Fri,0,Rain,40.78878,-73.8497,40.76629,-74.09851
T000425,Route_19,Ferry,11,19.1,32,11.92,11.0,Sat,0,Clear,40.99371,-73.70716,40.86994,-73.85153
T000426,Route_3,Tram,20,23.7,36,4.13,1.2,Thu,0,Clear,40.90977,-73.90271,40.69878,-73.77982
T000427,Route_8,Train,22,18.4,27,5.64,3.9,Mon,0,Clear,40.88421,-73.89215,40.68427,-73.94386
T000428,Route_9,Tram,2,39.8,26,11.61,5.4,Sat,0,Rain,40.96159,-74.06175,40.54482,-73.95888
T000429,Route_6,Tram,14,12.8,25,7.79,4.5,Fri,0,Clear,40.84069,-73.72004,40.77877,-73.78721
T000430,Route_12,Bus,16,33.2,32,9.42,5.6,Sun,0,Clear,40.54033,-73.96308,40.52382,-73.98289
T000431,Route_1,Subway,22,21.3,32,12.74,29.8,Mon,0,Clear,40.67348,-73.87155,40.93516,-74.02703
T000432,Route_2,Subway,8,25.8,31,4.27,0.3,Thu,0,Rain,40.6568,-73.7376,40.5658,-73.93019
T000433,Route_11,Tram,20,11.9,26,4.35,0.6,Sat,0,Clear,40.58434,-73.82351,40.71265,-73.83257
T000434,Route_18,Tram,10,3.5,31,5.7,1.8,Tue,1,Rain,40.74241,-73.71868,40.85149,-73.96392
T000435,Route_12,Subway,0,38.9,31,12.48,3.1,Thu,1,Snow,40.68815,-74.06305,40.84881,-73.85539
T000436,Route_2,Bus,22,6.2,41,6.13,14.2,Sun,0,Clear,40.78406,-73.7851,40.81036,-73.74772
T000437,Route_17,Tram,4,16.3,35,6.46,3.1,Thu,0,Clear,40.67478,-73.8852,40.77068,-73.77009
T000438,Route_8,Ferry,0,36.2,23,14.58,0.9,Wed,0,Rain,40.77932,-73.78962,40.52301,-74.02284
T000439,Route_12,Ferry,10,8.1,20,13.19,2.2,Sat,0,Clear,40.54849,-74.05558,40.72479,-73.9725
T000440,Route_8,Subway,3,42.6,29,14.36,2.8,Sun,0,Clear,40.96565,-73.73974,40.88233,-73.99078
T000441,Route_13,Ferry,1,28.5,31,9.58,5.3,Fri,0,Clear,40.78586,-73.80805,40.59322,-73.8839
T000442,Route_11,Bus,3,39.2,30,9.69,3.1,Mon,1,Clear,40.53126,-74.06997,40.8689,-73.95362
T000443,Route_9,Bus,5,2.5,25,7.11,3.0,Wed,1,Snow,40.64,-73.89344,40.81654,-73.76576
T000444,Route_17,Tram,19,2.4,32,9.4,0.9,Sun,0,Clear,40.74236,-73.72595,40.91253,-74.00203
T000445,Route_7,Subway,1,15.2,36,2.37,3.3,Fri,0,Clear,40.81038,-73.81526,40.7683,-73.7549
T000446,Route_9,Ferry,12,18.7,30,2.47,5.1,Sat,0,Clear,40.80415,-73.97586,40.51374,-74.04566
T000447,Route_15,Ferry,12,4.5,35,3.72,2.8,Wed,0,Clear,40.91119,-73.98265,40.87457,-73.92271
T000448,Route_9,Subway,6,20.4,30,14.51,1.3,Wed,0,Rain,40.92991,-74.06247,40.86268,-74.01921
T000449,Route_4,Bus,0,1.3,18,8.16,0.1,Mon,1,Clear,40.91843,-73.78465,40.88865,-73.70719
T000450,Route_14,Train,0,18.6,30,3.01,7.8,Mon,0,Clear,40.92724,-74.01525,40.92204,-73.95067
T000451,Route_12,Tram,1,14.0,33,10.01,0.5,Tue,0,Clear,40.78918,-74.03621,40.85864,-73.87984
T000452,Route_1,Bus,17,13.2,39,11.71,10.3,Thu,0,Clear,40.83098,-73.98025,40.92145,-74.0846
T000453,Route_7,Bus,21,22.1,30,9.47,2.4,Wed,0,Clear,40.53744,-73.82619,40.91726,-73.77785
T000454,Route_1,Tram,2,30.8,23,6.78,7.6,Wed,0,Clear,40.97066,-74.05401,40.75747,-74.04774
