player_id,position,team,seasons,games,batting_avg,home_runs,rbi,war,awards_count,all_star,salary_m
P0377,Pitcher,Giants,3,87,0.238,21,65,-4.5,0,0,3.45
P0378,2B,Astros,2,106,0.255,12,69,3.2,0,0,2.18
P0379,2B,Astros,2,119,0.213,22,60,0.2,0,0,6.44
P0380,3B,Dodgers,8,90,0.298,16,53,1.4,1,1,2.28
P0381,1B,Yankees,5,42,0.255,10,60,2.6,1,1,5.12
P0382,OF,Cardinals,14,29,0.272,22,54,0.5,0,0,6.44
P0383,1B,Red Sox,12,122,0.23,14,74,2.9,0,0,7.91
P0384,OF,Red Sox,12,92,0.234,14,50,0.5,1,1,9.61
P0385,3B,Cardinals,16,105,0.206,15,66,3.9,0,0,8.14
P0386,Catcher,Cardinals,17,70,0.258,18,60,1.8,0,0,0.91
P0387,2B,Red Sox,12,67,0.255,19,67,0.7,0,0,19.59
P0388,OF,Astros,1,21,0.241,12,62,-1.1,0,0,1.46
P0389,2B,Giants,10,106,0.313,12,59,4.0,1,1,7.52
P0390,3B,Red Sox,8,37,0.258,21,61,4.3,0,0,2.96
P0391,Catcher,Braves,12,149,0.306,22,50,-2.1,1,1,6.23
P0392,Catcher,Cubs,13,129,0.29,13,72,-1.0,0,0,12.86
P0393,3B,Cardinals,1,151,0.282,15,50,-1.3,1,1,3.12
P0394,Pitcher,Cubs,12,109,0.266,9,73,1.6,3,1,5.27
P0395,SS,Dodgers,10,87,0.228,12,58,3.4,0,0,3.93
P0396,OF,Cubs,2,120,0.254,14,53,0.5,1,1,18.51
P0397,OF,Cubs,10,99,0.261,15,57,1.2,0,0,11.68
P0398,OF,Yankees,17,57,0.271,19,55,2.3,0,0,4.19
P0399,SS,Braves,15,130,0.263,15,65,2.8,2,1,0.42
P0400,2B,Dodgers,17,105,0.25,14,70,0.6,0,0,11.37
P0401,Pitcher,Yankees,5,96,0.301,11,52,5.9,0,0,14.04
P0402,OF,Yankees,10,60,0.252,11,59,2.7,0,0,2.69
P0403,3B,Cardinals,17,28,0.254,22,55,-1.2,0,0,15.38
P0404,1B,Red Sox,4,141,0.324,12,72,3.7,0,0,4.4
P0405,SS,Braves,6,44,0.216,12,62,3.5,0,0,7.35
P0406,OF,Cubs,12,128,0.179,20,65,-0.0,1,1,1.27
P0407,1B,Dodgers,7,137,0.255,12,64,2.1,1,1,32.73
P0408,2B,Astros,13,151,0.333,15,53,2.4,1,1,30.94
P0409,Pitcher,Cardinals,11,118,0.263,15,56,1.6,0,0,1.98
P0410,1B,Dodgers,7,143,0.288,15,47,4.1,0,0,6.39
P0411,SS,Braves,2,90,0.236,12,65,1.3,0,0,10.0
P0412,SS,Cubs,7,42,0.352,10,49,3.0,0,0,2.45
P0413,Catcher,Giants,12,61,0.225,12,65,-3.3,0,0,2.84
P0414,SS,Giants,19,145,0.271,14,68,3.0,1,1,3.78
P0415,3B,Cubs,16,26,0.281,9,54,1.1,1,1,1.43
P0416,SS,Cubs,3,22,0.266,14,65,0.8,0,0,0.87
P0417,SS,Cardinals,13,25,0.231,13,66,4.8,1,1,24.52
P0418,2B,Braves,7,32,0.253,11,62,3.2,0,0,2.35
P0419,3B,Dodgers,3,139,0.291,21,63,-2.5,0,0,4.27
P0420,Catcher,Cardinals,9,39,0.218,13,59,0.5,2,1,6.16
P0421,Pitcher,Braves,17,112,0.313,12,54,2.0,0,0,4.47
P0422,Catcher,Braves,10,142,0.298,17,51,-3.9,0,0,34.54
P0423,OF,Cubs,7,64,0.288,13,53,5.3,1,1,14.42
P0424,3B,Braves,16,114,0.253,20,59,3.2,2,1,16.72
P0425,Pitcher,Giants,7,121,0.28,17,73,4.7,0,0,13.22
P0426,2B,Giants,10,88,0.251,20,55,1.5,2,1,7.65
P0427,Catcher,Giants,13,109,0.235,13,64,4.3,0,0,0.75
P0428,3B,Yankees,6,109,0.198,12,54,1.5,0,0,14.57
P0429,Pitcher,Braves,10,48,0.284,11,77,3.0,0,0,1.67
P0430,OF,Cardinals,1,92,0.267,26,54,4.5,2,1,13.9
P0431,Catcher,Cardinals,2,44,0.284,8,56,5.4,0,0,13.32
P0432,Catcher,Yankees,18,106,0.244,19,60,0.8,1,1,4.18
P0433,1B,Cardinals,11,64,0.278,15,51,0.6,0,0,7.18
P0434,1B,Red Sox,15,134,0.239,11,59,1.5,1,1,5.87
P0435,OF,Braves,4,39,0.285,17,52,1.8,0,0,17.44
P0436,1B,Cardinals,11,128,0.254,11,68,3.2,1,1,35.7
P0437,OF,Braves,7,48,0.263,21,51,0.6,3,1,9.42
P0438,1B,Red Sox,19,142,0.246,21,63,-2.6,3,1,2.47
P0439,3B,Yankees,9,119,0.254,13,67,3.5,0,0,1.81
P0440,OF,Astros,11,33,0.262,11,62,6.3,0,0,1.94
P0441,2B,Yankees,12,152,0.247,12,57,1.3,0,0,4.61
P0442,Pitcher,Dodgers,13,63,0.268,10,64,0.3,0,0,9.62
P0443,3B,Yankees,10,63,0.27,13,60,2.1,0,0,11.76
P0444,SS,Dodgers,17,61,0.276,19,54,3.0,0,0,1.59
P0445,2B,Cardinals,18,144,0.267,14,50,-3.0,0,0,1.39
P0446,Catcher,Yankees,7,52,0.333,14,53,-1.4,0,0,6.78
P0447,2B,Giants,5,45,0.31,17,59,3.5,0,0,9.92
P0448,Pitcher,Braves,6,25,0.309,14,74,0.6,0,0,1.8
P0449,2B,Yankees,13,70,0.255,20,63,1.8,0,0,7.16
P0450,2B,Braves,18,31,0.264,8,57,-0.6,0,0,8.72
P0451,SS,Braves,10,62,0.241,17,70,1.3,2,1,9.86
P0452,SS,Braves,1,46,0.273,23,67,3.2,0,0,7.75
P0453,SS,Braves,5,156,0.206,25,58,4.7,0,0,0.82
P0454,Pitcher,Dodgers,3,21,0.266,17,59,2.5,0,0,2.75
P0455,Catcher,Cardinals,9,86,0.234,20,60,3.2,1,1,7.53
P0456,3B,Cubs,5,123,0.28,18,61,1.6,2,1,1.96
P0457,SS,Astros,16,66,0.237,17,55,1.7,2,1,2.59
P0458,OF,Astros,3,48,0.262,18,60,2.1,1,1,9.37
P0459,2B,Cardinals,19,122,0.297,13,61,0.6,3,1,8.46
P0460,Pitcher,Cubs,10,107,0.337,23,51,3.2,0,0,0.64
P0461,2B,Dodgers,17,40,0.262,12,59,2.9,0,0,18.68
P0462,Pitcher,Braves,1,120,0.252,11,57,3.6,0,0,3.39
P0463,Pitcher,Cardinals,8,43,0.285,15,65,1.5,1,1,3.07
P0464,3B,Cubs,3,30,0.269,15,51,5.4,0,0,2.33
P0465,Catcher,Cubs,2,103,0.259,22,67,-0.2,0,0,2.56
P0466,Catcher,Cardinals,10,156,0.279,23,61,0.3,1,1,6.79
P0467,2B,Astros,18,160,0.223,16,55,1.4,0,0,1.57
P0468,SS,Cardinals,14,86,0.253,20,56,0.8,0,0,257.89
P0469,SS,Cubs,17,89,0.243,10,63,1.0,2,1,8.44
P0470,Pitcher,Dodgers,8,143,0.251,15,60,3.6,2,1,12.75
P0471,2B,Giants,1,68,0.27,16,67,-2.4,0,0,2.81
P0472,OF,Cardinals,18,151,0.301,8,60,2.0,0,0,3.75
P0473,Catcher,Cubs,19,143,0.292,9,66,2.9,1,1,8.61
P0474,2B,Red Sox,19,58,0.291,11,61,4.4,0,0,7.18
P0475,Catcher,Dodgers,3,120,0.277,9,63,2.0,1,1,40.67
P0476,OF,Astros,5,116,0.301,20,68,4.0,0,0,11.82
P0477,3B,Red Sox,8,76,0.257,17,64,0.7,0,0,4.7
P0478,SS,Cardinals,8,73,0.26,15,57,6.4,0,0,3.96
P0479,Pitcher,Cubs,17,104,0.272,17,46,0.6,0,0,1.31
P0480,1B,Cubs,10,30,0.299,14,58,1.4,2,1,1.65
P0481,1B,Giants,6,106,0.243,16,73,1.6,0,0,8.73
P0482,OF,Braves,4,108,0.263,15,59,-2.6,0,0,12.77
P0483,OF,Red Sox,10,159,0.229,16,61,3.1,0,0,12.72
P0484,OF,Braves,7,86,0.306,19,63,-0.4,0,0,6.42
P0485,SS,Cardinals,16,155,0.299,13,60,1.5,0,0,11.47
P0486,Pitcher,Braves,9,159,0.253,18,67,4.3,0,0,0.77
P0487,3B,Yankees,16,155,0.264,11,54,5.8,0,0,21.03
P0488,OF,Red Sox,16,65,0.298,18,64,-0.8,0,0,31.91
P0489,2B,Yankees,18,141,0.21,21,63,0.2,0,0,1.25
P0490,2B,Cardinals,17,78,0.24,12,44,3.8,1,1,14.74
P0491,1B,Red Sox,15,53,0.285,15,65,5.4,0,0,6.68
P0492,Catcher,Cubs,16,58,0.263,10,45,0.5,0,0,1.13
P0493,2B,Astros,7,146,0.281,19,64,2.1,0,0,1.83
P0494,3B,Braves,16,116,0.226,15,69,0.3,1,1,2.32
P0495,3B,Giants,17,143,0.252,19,54,4.6,1,1,1.32
P0496,Pitcher,Red Sox,5,80,0.278,12,47,-0.9,0,0,4.52
P0497,Pitcher,Red Sox,13,120,0.262,18,57,2.0,2,1,1.66
P0498,OF,Cardinals,5,23,0.248,13,61,5.9,0,0,0.61
P0499,SS,Astros,4,100,0.272,22,57,0.9,3,1,1.79
P0500,1B,Giants,1,152,0.317,11,59,4.6,1,1,3.2
