trip_id,route,vehicle_type,departure_hour,distance_km,passengers,fare_amount,delay_minutes,day_of_week,is_holiday,weather_condition,revenue,operational_cost,on_time_pct,passenger_satisfaction
T000252,Route_15,Tram,11,33.2,37,1.56,2.2,Sun,0,Clear,48.53,72.94,0.868,4.8
T000253,Route_8,Subway,22,11.6,24,8.1,0.3,Tue,0,Clear,200.47,15.82,0.973,3.8
T000254,Route_11,Train,7,32.6,24,11.87,2.0,Mon,1,Clear,260.95,96.52,0.865,2.6
T000255,Route_16,Tram,0,44.0,33,9.17,11.0,Sun,1,Clear,296.94,112.67,0.965,4.2
T000256,Route_3,Ferry,2,38.1,36,11.64,20.4,Wed,0,Clear,360.1,78.3,0.715,2.6
T000257,Route_2,Subway,15,28.3,28,2.23,7.4,Sun,0,Rain,66.96,57.48,0.919,3.3
T000258,Route_19,Subway,10,31.9,38,13.99,1.5,Sun,0,Clear,631.9,101.45,0.824,4.6
T000259,Route_19,Bus,1,34.0,34,12.05,2.3,Fri,0,Clear,353.63,89.29,0.853,4.2
T000260,Route_19,Bus,17,44.0,30,14.33,4.3,Mon,0,Clear,468.53,113.67,0.634,2.9
T000261,Route_6,Bus,17,12.9,23,7.23,12.2,Thu,0,Clear,188.34,28.58,0.755,2.4
T000262,Route_14,Train,4,3.4,30,11.51,10.3,Sun,0,Snow,321.71,14.62,0.976,2.1
T000263,Route_11,Train,7,42.7,36,4.51,1.2,Wed,0,Fog,144.86,125.58,0.932,3.0
T000264,Route_3,Tram,13,20.5,34,1.73,1.9,Sun,0,Clear,61.55,48.79,0.774,4.0
T000265,Route_7,Bus,10,1.4,23,8.99,4.2,Tue,0,Clear,236.2,5.0,0.699,3.3
T000266,Route_8,Bus,9,38.1,36,7.63,2.7,Fri,0,Clear,305.15,62.5,0.722,2.9
T000267,Route_2,Ferry,14,35.6,19,5.13,3.0,Fri,0,Snow,107.55,90.29,0.978,2.1
T000268,Route_10,Tram,7,15.3,36,2.7,12.3,Tue,0,Snow,112.83,33.78,0.953,2.5
T000269,Route_1,Bus,12,41.8,36,12.71,16.3,Thu,0,Clear,447.68,102.18,0.825,3.8
T000270,Route_16,Ferry,14,10.5,35,6.8,4.2,Wed,0,Fog,237.22,34.92,0.875,4.7
T000271,Route_12,Bus,2,18.4,29,13.14,0.9,Thu,1,Snow,340.67,37.13,0.831,3.1
T000272,Route_15,Subway,6,21.8,27,4.54,0.8,Wed,0,Clear,118.49,51.14,0.808,3.1
T000273,Route_8,Bus,8,7.6,29,12.01,11.6,Sat,0,Clear,343.2,24.36,0.76,2.8
T000274,Route_18,Train,11,39.1,33,8.87,0.6,Wed,0,Rain,318.42,94.11,0.77,4.1
T000275,Route_9,Bus,12,16.0,32,6.27,9.0,Sat,0,Rain,213.66,61.07,0.938,3.3
T000276,Route_8,Bus,5,36.1,31,5.39,9.6,Tue,1,Clear,197.55,98.55,0.916,2.8
T000277,Route_3,Train,1,24.1,24,12.67,1.2,Sun,0,Snow,359.81,60.54,0.945,3.9
T000278,Route_13,Tram,8,8.5,25,14.23,6.6,Wed,0,Clear,344.32,27.78,0.931,4.3
T000279,Route_19,Bus,14,27.1,29,8.87,3.4,Tue,1,Fog,257.95,67.61,0.727,4.1
T000280,Route_4,Tram,22,43.5,32,2.32,6.3,Wed,0,Rain,82.63,113.08,0.845,3.8
T000281,Route_4,Subway,1,6.5,25,13.28,2.7,Sun,0,Fog,378.18,8.39,0.892,3.4
T000282,Route_15,Train,12,23.7,28,11.43,2.1,Fri,0,Fog,320.37,55.38,0.747,2.4
T000283,Route_18,Bus,15,13.6,31,12.29,4.9,Sun,0,Clear,317.03,40.29,0.842,3.0
T000284,Route_8,Ferry,15,9.9,27,3.53,0.7,Sat,0,Snow,102.43,14.98,0.962,3.3
T000285,Route_15,Train,7,11.6,29,11.11,5.4,Fri,0,Snow,374.32,50.59,0.861,2.8
T000286,Route_13,Subway,22,3.7,36,5.11,5.6,Thu,0,Rain,199.87,5.0,0.781,5.0
T000287,Route_19,Tram,7,23.7,26,13.11,15.8,Fri,0,Clear,320.45,49.33,0.81,3.1
T000288,Route_18,Train,20,40.2,35,12.27,8.6,Fri,0,Clear,364.9,102.71,0.758,3.4
T000289,Route_7,Subway,20,7.6,36,4.16,9.7,Thu,0,Rain,165.13,5.0,0.773,2.1
T000290,Route_11,Ferry,9,38.0,35,1.79,0.1,Fri,0,Snow,69.85,93.55,0.905,2.9
T000291,Route_4,Bus,7,38.2,24,11.62,2.6,Sat,0,Clear,258.55,101.96,0.818,2.7
T000292,Route_12,Subway,8,29.9,45,6.0,0.3,Sun,0,Clear,257.08,79.65,0.712,3.7
T000293,Route_20,Subway,10,34.0,32,13.68,1.3,Thu,1,Rain,505.88,76.63,0.796,3.1
T000294,Route_8,Tram,3,8.2,32,7.84,4.4,Mon,0,Snow,265.7,45.78,0.634,4.2
T000295,Route_7,Bus,12,32.0,30,4.71,3.1,Sun,0,Clear,129.42,84.98,0.868,4.5
T000296,Route_4,Subway,5,14.7,19,7.43,8.8,Fri,0,Rain,153.94,22.62,0.871,5.0
T000297,Route_1,Bus,5,10.8,36,2.97,4.6,Fri,0,Clear,102.24,31.14,0.831,2.3
T000298,Route_19,Train,4,15.4,28,2.14,5.6,Tue,0,Clear,57.53,34.13,0.89,3.7
T000299,Route_19,Train,16,43.4,33,12.5,3.9,Sat,0,Clear,472.85,114.67,0.802,4.0
T000300,Route_7,Train,12,8.6,34,3.24,2.1,Fri,0,Clear,91.98,21.09,0.833,2.6
T000301,Route_4,Ferry,11,28.5,28,8.41,5.4,Sun,0,Snow,220.5,72.17,0.873,5.0
T000302,Route_14,Ferry,6,15.5,34,7.64,0.7,Sat,1,Rain,242.13,39.39,0.858,4.9
T000303,Route_2,Subway,1,41.2,25,8.64,4.4,Sat,0,Fog,229.23,105.0,0.852,2.8
T000304,Route_17,Ferry,7,13.2,32,6.05,0.1,Wed,1,Clear,228.74,43.29,1.0,3.4
T000305,Route_12,Subway,19,9.8,34,13.67,1.8,Thu,0,Rain,493.58,23.43,0.744,3.3
T000306,Route_3,Train,11,5.8,39,3.17,19.4,Mon,0,Snow,118.59,17.8,0.899,2.5
T000307,Route_9,Subway,1,28.3,26,13.6,1.9,Tue,0,Rain,323.19,70.83,0.776,3.0
T000308,Route_11,Bus,1,25.2,31,4.49,0.6,Thu,0,Clear,149.07,77.42,0.707,4.2
T000309,Route_7,Ferry,0,26.0,31,6.18,10.1,Mon,0,Clear,166.29,68.0,0.9,4.3
T000310,Route_13,Subway,22,13.3,36,2.68,1.0,Thu,0,Clear,98.15,30.35,0.714,2.4
T000311,Route_1,Bus,18,36.9,28,1.84,23.4,Fri,0,Snow,59.33,96.56,1.0,3.7
T000312,Route_18,Train,6,13.0,25,7.01,3.1,Mon,0,Clear,189.79,16.55,0.891,2.5
T000313,Route_2,Ferry,19,32.0,27,5.21,9.9,Tue,1,Clear,113.92,96.24,0.774,4.1
T000314,Route_16,Subway,4,17.0,33,10.17,3.3,Thu,0,Rain,310.34,40.07,0.731,3.6
T000315,Route_6,Ferry,4,28.7,29,13.39,2.3,Sat,0,Rain,354.88,66.59,0.712,3.6
T000316,Route_10,Tram,18,32.8,29,7.44,8.9,Sat,0,Clear,238.03,80.76,0.885,2.6
T000317,Route_6,Subway,17,37.7,22,13.41,0.8,Tue,0,Clear,319.41,87.91,0.952,3.1
T000318,Route_15,Subway,7,17.3,34,3.44,0.5,Fri,1,Rain,105.73,38.94,0.909,3.1
T000319,Route_15,Bus,22,22.7,35,13.25,0.5,Tue,0,Clear,484.9,53.45,0.895,2.8
T000320,Route_18,Train,20,44.9,23,9.61,3.3,Mon,0,Rain,242.79,104.46,0.815,4.8
T000321,Route_17,Bus,19,42.1,30,3.43,0.0,Sat,0,Clear,100.85,113.41,0.855,4.1
T000322,Route_15,Train,20,22.6,20,9.06,0.6,Wed,1,Clear,192.78,55.06,0.994,3.4
T000323,Route_7,Ferry,10,39.9,29,13.94,3.4,Sun,0,Rain,369.76,102.71,0.867,4.4
T000324,Route_13,Subway,20,10.8,22,10.73,7.0,Sun,0,Clear,210.87,5.0,0.952,3.6
T000325,Route_14,Subway,2,10.8,26,10.31,3.2,Fri,0,Rain,249.09,26.59,0.793,2.5
T000326,Route_3,Subway,9,6.5,34,6.28,1.3,Thu,0,Clear,244.43,6.17,0.819,4.7
T000327,Route_4,Tram,8,3.6,34,13.1,3.0,Mon,0,Clear,443.3,34.2,0.915,2.8
T000328,Route_3,Train,0,17.1,24,14.64,4.8,Fri,0,Rain,295.4,45.6,0.803,5.0
T000329,Route_20,Tram,13,29.5,33,10.42,3.5,Wed,0,Rain,373.07,87.29,1.0,3.6
T000330,Route_5,Bus,20,20.9,33,1.72,0.6,Sat,0,Snow,63.3,72.55,1.0,4.2
T000331,Route_8,Train,8,25.0,45,2.57,1.4,Sat,0,Clear,138.7,77.99,0.894,3.6
T000332,Route_16,Subway,19,31.3,35,9.31,2.4,Fri,0,Clear,270.66,65.41,0.851,2.3
T000333,Route_19,Tram,15,41.5,30,7.19,18.4,Fri,0,Clear,204.72,91.47,0.769,4.0
T000334,Route_13,Train,0,10.6,26,3.03,1.3,Tue,0,Clear,77.27,24.42,0.921,4.0
T000335,Route_7,Ferry,12,37.4,28,5.82,1.7,Tue,0,Clear,173.93,76.72,0.874,3.4
T000336,Route_8,Train,14,11.8,27,13.0,1.2,Thu,0,Rain,417.82,24.57,0.715,3.2
T000337,Route_11,Bus,13,2.4,41,9.07,3.0,Wed,0,Snow,435.47,5.0,1.0,4.8
T000338,Route_7,Train,7,36.0,34,13.45,6.9,Thu,0,Rain,487.33,88.12,0.78,3.5
T000339,Route_15,Subway,5,23.6,32,10.74,8.7,Thu,0,Rain,352.65,56.44,0.717,2.9
T000340,Route_8,Subway,20,43.9,30,6.46,2.2,Sat,0,Clear,156.29,107.49,0.93,2.5
T000341,Route_7,Bus,16,40.4,34,4.34,1.1,Mon,0,Clear,170.36,100.39,0.747,2.6
T000342,Route_14,Ferry,6,41.1,32,9.32,10.0,Thu,1,Rain,327.47,98.22,1.0,3.9
T000343,Route_2,Train,5,29.8,31,5.13,1.9,Sun,0,Rain,142.64,75.82,0.907,3.8
T000344,Route_14,Ferry,7,30.6,43,6.52,5.3,Tue,0,Rain,303.14,77.06,0.945,3.7
T000345,Route_12,Ferry,8,21.2,35,4.12,4.6,Tue,0,Snow,156.43,40.49,0.891,3.5
T000346,Route_3,Tram,1,16.2,23,3.03,0.2,Fri,0,Clear,67.81,47.03,0.917,3.3
T000347,Route_8,Subway,8,21.1,33,13.52,13.4,Sun,0,Clear,468.25,59.92,1.0,3.9
T000348,Route_18,Ferry,20,22.7,24,10.72,1.9,Tue,0,Clear,226.34,60.34,0.748,4.9
T000349,Route_19,Bus,14,15.1,29,12.49,9.4,Sat,0,Snow,406.7,33.53,0.859,4.9
T000350,Route_9,Ferry,12,15.7,35,4.9,1.6,Sun,0,Fog,152.79,44.04,0.85,2.8
T000351,Route_19,Subway,11,27.2,34,2.65,4.3,Sun,0,Clear,100.44,74.96,0.834,3.5
T000352,Route_10,Bus,21,39.1,23,9.31,3.0,Wed,0,Clear,225.41,89.13,0.904,3.5
T000353,Route_14,Tram,18,33.3,28,9.11,0.3,Fri,0,Clear,296.54,88.37,0.701,2.7
T000354,Route_15,Ferry,8,1.4,23,2.9,4.3,Thu,0,Rain,73.08,5.0,0.837,2.9
T000355,Route_18,Ferry,8,19.6,37,7.29,8.2,Sun,0,Rain,309.24,26.66,0.858,4.0
T000356,Route_4,Subway,19,10.5,33,12.02,7.6,Thu,0,Snow,407.26,40.05,0.732,3.4
T000357,Route_7,Ferry,19,14.5,34,3.82,1.8,Thu,0,Rain,153.06,37.62,0.866,3.3
T000358,Route_14,Ferry,10,21.2,35,8.65,0.0,Fri,0,Clear,338.85,81.78,0.819,2.7
T000359,Route_17,Ferry,11,40.7,28,7.09,6.3,Sat,0,Snow,224.12,93.02,0.75,4.8
T000360,Route_5,Ferry,19,0.5,28,13.54,1.1,Mon,0,Clear,446.77,29.16,0.71,3.7
T000361,Route_17,Bus,13,21.4,29,6.24,4.1,Sat,1,Clear,208.15,51.56,0.826,2.2
T000362,Route_2,Train,2,34.0,36,11.16,1.3,Tue,1,Clear,362.3,93.9,0.793,3.2
T000363,Route_2,Bus,20,29.2,31,7.33,0.1,Thu,1,Clear,270.29,71.26,0.834,4.8
T000364,Route_2,Ferry,21,36.4,31,1.76,2.2,Wed,0,Clear,53.83,94.3,0.723,4.1
T000365,Route_15,Ferry,20,42.0,28,1.96,2.0,Fri,0,Clear,61.67,122.33,0.793,3.6
T000366,Route_7,Train,18,25.2,38,11.2,3.3,Sat,1,Fog,401.67,64.8,0.856,4.7
T000367,Route_16,Tram,17,3.0,38,5.18,4.9,Sun,0,Clear,198.01,5.0,0.863,3.6
T000368,Route_3,Subway,20,23.3,26,6.91,15.0,Tue,0,Fog,210.68,43.27,0.976,3.6
T000369,Route_3,Tram,4,15.2,34,14.98,22.6,Sat,0,Rain,438.21,35.9,0.732,4.4
T000370,Route_18,Tram,8,18.7,27,4.52,6.0,Thu,1,Rain,121.61,51.5,0.718,3.2
T000371,Route_4,Tram,14,34.2,17,10.63,9.4,Mon,0,Clear,152.86,103.14,0.824,2.9
T000372,Route_8,Train,4,23.6,39,6.19,2.8,Thu,1,Rain,225.76,44.67,0.88,3.3
T000373,Route_14,Ferry,14,39.5,45,7.98,8.3,Sun,0,Clear,389.6,95.97,0.87,2.7
T000374,Route_8,Subway,14,24.0,29,14.92,1.1,Tue,0,Clear,418.76,67.15,0.973,3.1
T000375,Route_7,Bus,5,18.8,22,12.4,10.6,Fri,0,Rain,284.02,42.56,0.756,3.4
T000376,Route_11,Bus,5,30.8,29,2.17,5.0,Tue,0,Rain,59.34,79.66,0.806,3.1
T000377,Route_14,Train,10,16.7,27,13.97,1.6,Sat,1,Clear,327.18,45.14,0.863,3.1
T000378,Route_17,Ferry,3,41.8,34,2.87,0.4,Thu,0,Clear,103.98,115.78,1.0,2.9
T000379,Route_20,Train,22,33.4,28,6.73,11.0,Sun,0,Rain,206.34,85.23,0.771,2.7
T000380,Route_16,Train,18,22.9,29,11.23,7.7,Thu,0,Clear,276.96,69.96,0.922,3.5
T000381,Route_16,Bus,2,24.6,38,10.69,1.7,Mon,0,Rain,360.47,57.71,0.903,3.5
T000382,Route_15,Tram,15,32.6,36,3.14,3.4,Tue,0,Fog,134.15,77.73,0.776,4.4
T000383,Route_9,Train,11,4.7,30,3.34,0.6,Tue,0,Clear,105.49,5.0,0.946,3.7
T000384,Route_14,Subway,11,27.4,27,3.09,2.7,Sun,0,Snow,89.75,82.33,0.673,4.8
T000385,Route_8,Train,7,37.3,22,7.19,0.8,Mon,0,Clear,139.71,95.39,0.7,4.9
T000386,Route_7,Tram,22,19.6,27,11.8,5.0,Tue,1,Fog,379.56,56.93,0.668,3.1
T000387,Route_5,Subway,8,41.0,34,5.3,0.8,Wed,0,Clear,181.67,102.93,0.967,3.2
T000388,Route_9,Bus,3,17.4,28,10.27,2.3,Sat,1,Clear,331.08,47.72,0.708,4.5
T000389,Route_2,Ferry,11,31.2,46,10.07,1.2,Sat,1,Clear,423.63,66.52,0.906,3.9
T000390,Route_16,Ferry,4,25.1,33,13.67,13.1,Mon,0,Clear,427.3,61.95,0.728,1.9
T000391,Route_15,Tram,0,21.2,26,8.53,12.9,Mon,0,Clear,263.67,46.13,0.667,3.9
T000392,Route_18,Ferry,8,42.6,24,9.71,1.2,Tue,0,Fog,263.38,95.7,0.759,3.4
T000393,Route_15,Ferry,21,3.5,28,1.81,9.6,Tue,1,Rain,59.18,19.71,0.888,5.0
T000394,Route_5,Bus,10,44.5,27,13.0,1.0,Sun,0,Clear,414.27,104.19,1.0,4.0
T000395,Route_18,Ferry,3,1.4,26,9.43,4.6,Fri,0,Rain,198.6,11.19,0.855,2.8
T000396,Route_13,Bus,14,20.8,30,7.7,12.0,Sun,0,Rain,271.96,52.03,0.763,2.7
T000397,Route_4,Ferry,19,14.0,20,6.14,13.1,Sun,0,Clear,131.93,48.39,0.86,3.7
T000398,Route_6,Subway,5,8.4,41,10.85,16.0,Thu,0,Snow,517.68,30.56,0.852,3.8
T000399,Route_15,Bus,13,12.2,23,2.44,44.0,Sat,0,Clear,58.91,39.2,0.696,4.3
T000400,Route_10,Subway,1,40.2,32,7.73,0.2,Wed,0,Rain,250.86,77.51,0.7,3.2
T000401,Route_5,Tram,13,28.9,33,4.47,0.3,Mon,0,Clear,167.1,66.29,1.0,3.0
T000402,Route_4,Ferry,12,22.9,31,4.55,2.0,Thu,0,Clear,120.64,72.41,0.755,3.5
T000403,Route_6,Train,11,42.2,26,6.17,4.5,Fri,0,Clear,176.63,121.29,0.953,3.9
T000404,Route_13,Bus,18,35.1,22,12.98,10.9,Mon,0,Fog,340.62,72.91,0.763,3.2
T000405,Route_3,Tram,19,28.4,31,13.26,1.3,Sun,1,Clear,342.72,80.15,0.788,3.2
T000406,Route_15,Tram,8,25.1,31,3.22,0.8,Thu,0,Rain,116.95,65.12,0.91,3.6
T000407,Route_4,Ferry,19,12.8,33,14.7,2.7,Tue,0,Clear,532.29,38.12,1.0,3.3
T000408,Route_11,Bus,16,23.3,32,13.54,2.7,Sat,0,Rain,403.29,62.36,1.0,2.4
T000409,Route_17,Subway,22,40.8,26,13.35,1.4,Thu,1,Clear,323.48,115.24,0.842,4.8
T000410,Route_6,Tram,17,16.0,31,6.98,9.8,Sat,0,Rain,251.67,57.55,0.836,3.2
T000411,Route_1,Tram,10,4.2,42,6.48,1.3,Wed,0,Clear,309.94,7.82,0.897,3.0
T000412,Route_5,Ferry,16,40.6,31,6.13,2.4,Tue,0,Rain,193.95,105.84,0.799,5.0
T000413,Route_12,Ferry,15,20.4,38,7.96,7.8,Sat,0,Clear,360.25,54.37,0.775,4.2
T000414,Route_16,Tram,15,35.3,26,11.97,6.9,Wed,1,Clear,302.82,105.04,0.926,4.6
T000415,Route_12,Bus,0,27.6,33,9.14,13.2,Wed,1,Clear,338.91,62.2,0.765,3.2
T000416,Route_10,Subway,14,28.1,28,3.39,6.5,Tue,1,Clear,101.54,58.07,0.891,3.4
T000417,Route_10,Ferry,20,37.2,27,7.14,1.9,Mon,0,Clear,196.64,82.99,0.742,2.3
T000418,Route_3,Bus,22,27.8,24,6.42,1.9,Tue,0,Clear,176.82,56.45,0.895,4.0
T000419,Route_12,Ferry,14,11.8,33,1.76,16.7,Thu,0,Snow,66.42,18.38,0.788,3.8
T000420,Route_18,Train,2,38.6,43,13.47,3.9,Wed,0,Clear,536.51,94.29,0.85,3.3
T000421,Route_9,Train,12,27.2,24,8.04,0.4,Thu,1,Clear,168.92,60.88,0.953,2.7
T000422,Route_13,Tram,17,31.4,28,12.06,3.7,Sat,0,Clear,315.54,77.64,0.892,5.0
T000423,Route_1,Subway,22,28.9,29,7.0,5.4,Sat,0,Snow,238.36,73.97,0.807,1.8
T000424,Route_10,Ferry,10,35.1,29,3.7,6.0,Fri,0,Rain,90.17,86.34,0.788,3.7
T000425,Route_12,Subway,0,35.8,20,10.52,3.1,Thu,0,Fog,217.43,75.41,0.963,2.9
T000426,Route_20,Bus,11,35.5,34,14.51,1.6,Fri,0,Clear,422.72,99.58,0.66,2.0
T000427,Route_16,Train,4,23.4,33,5.96,18.3,Mon,0,Clear,163.87,54.04,0.803,2.8
T000428,Route_7,Bus,20,13.0,28,9.49,4.5,Wed,0,Clear,286.98,43.97,0.9,4.1
T000429,Route_18,Train,19,8.3,36,7.59,7.3,Sun,0,Rain,299.13,14.9,1.0,4.0
T000430,Route_4,Bus,17,25.1,30,3.66,6.1,Sat,0,Clear,109.82,68.54,0.759,4.1
T000431,Route_4,Subway,4,11.2,49,4.57,4.7,Tue,0,Clear,188.34,31.52,0.663,4.1
T000432,Route_6,Tram,1,38.0,31,10.82,4.7,Sat,0,Clear,366.96,98.07,0.946,3.6
T000433,Route_20,Train,20,7.7,33,7.16,0.2,Sat,0,Snow,269.38,30.42,1.0,3.2
T000434,Route_6,Ferry,5,21.9,30,7.03,2.4,Tue,0,Rain,192.46,63.67,1.0,4.0
T000435,Route_18,Train,19,8.7,32,13.94,1.9,Thu,0,Clear,366.94,12.85,0.782,4.3
T000436,Route_3,Train,18,14.2,24,6.23,1.1,Thu,0,Clear,141.26,21.62,0.947,2.2
T000437,Route_15,Tram,3,21.4,24,7.35,8.8,Sun,0,Clear,178.72,45.19,0.747,2.3
T000438,Route_15,Ferry,0,24.3,25,2.85,4.0,Sun,0,Clear,57.07,77.54,0.903,3.9
T000439,Route_12,Tram,15,6.7,27,4.14,5.3,Mon,0,Clear,114.89,5.0,0.926,3.1
T000440,Route_8,Train,14,2.4,36,11.92,2.3,Wed,0,Clear,414.04,6.89,0.729,2.5
T000441,Route_20,Train,5,12.2,34,8.66,2.9,Sun,1,Rain,309.2,34.27,0.927,3.6
T000442,Route_12,Train,10,44.5,31,2.26,4.5,Sat,0,Fog,66.34,95.65,0.801,3.1
T000443,Route_6,Tram,7,13.5,36,11.7,0.9,Fri,0,Clear,350.34,35.28,0.734,1.9
T000444,Route_2,Subway,10,16.7,30,10.85,7.0,Wed,0,Rain,349.4,30.44,0.907,3.7
T000445,Route_4,Bus,19,2.0,33,7.54,1.3,Mon,0,Rain,295.33,5.0,0.958,2.6
T000446,Route_20,Ferry,17,5.4,31,8.33,1.3,Sat,0,Rain,260.57,24.33,0.959,4.9
T000447,Route_4,Bus,4,37.5,23,6.85,4.8,Thu,1,Clear,141.0,93.03,0.936,1.7
T000448,Route_11,Tram,15,30.2,26,4.76,1.9,Mon,0,Clear,104.35,82.32,0.813,3.9
T000449,Route_12,Train,22,34.3,25,7.17,12.7,Sat,0,Clear,213.06,103.2,0.976,4.3
T000450,Route_2,Tram,3,37.4,34,13.13,0.1,Tue,0,Fog,444.42,100.63,0.795,3.7
T000451,Route_20,Bus,4,25.7,38,12.71,3.4,Tue,0,Clear,438.98,73.82,1.0,2.9
T000452,Route_5,Ferry,7,35.1,36,13.45,2.3,Fri,0,Clear,565.44,102.58,0.908,3.7
T000453,Route_1,Ferry,21,23.8,30,10.18,4.4,Tue,0,Clear,328.33,56.22,0.96,1.9
T000454,Route_15,Subway,21,44.1,36,5.83,3.6,Mon,0,Rain,180.45,111.04,0.665,3.5
T000455,Route_4,Train,9,7.0,37,8.47,1.5,Tue,0,Clear,298.25,8.24,0.939,3.5
T000456,Route_19,Bus,16,44.6,34,9.75,0.1,Fri,0,Clear,369.14,127.1,0.772,3.4
T000457,Route_5,Ferry,9,11.5,31,12.23,1.6,Sat,0,Snow,310.6,34.96,0.768,2.2
T000458,Route_13,Subway,11,33.7,36,11.9,2.2,Thu,0,Clear,479.21,84.68,0.781,3.2
T000459,Route_20,Train,22,41.9,34,7.36,11.2,Fri,0,Rain,284.45,98.31,0.757,3.4
T000460,Route_15,Tram,0,15.3,33,6.81,31.7,Tue,0,Clear,227.09,50.87,0.897,3.3
T000461,Route_9,Ferry,6,31.4,31,3.02,0.0,Mon,1,Clear,98.43,85.88,0.942,2.8
T000462,Route_8,Tram,14,17.4,40,4.14,1.0,Sat,0,Clear,147.0,25.33,0.874,2.4
T000463,Route_15,Subway,8,42.8,29,12.07,16.1,Fri,0,Clear,312.81,105.86,0.814,3.6
T000464,Route_8,Subway,1,43.2,34,8.74,13.4,Tue,0,Snow,286.28,91.04,0.899,3.8
T000465,Route_7,Ferry,3,25.2,29,6.36,20.3,Mon,0,Clear,210.87,71.92,0.769,3.0
T000466,Route_16,Subway,8,2.4,28,3.0,14.6,Wed,0,Rain,70.87,6.54,0.83,3.3
T000467,Route_5,Subway,3,5.5,42,1.84,4.0,Wed,0,Snow,87.66,15.8,0.86,2.5
T000468,Route_5,Tram,17,10.8,29,7.44,1.0,Wed,0,Fog,207.93,43.31,0.929,2.4
T000469,Route_15,Tram,3,17.6,24,8.55,3.3,Sun,0,Clear,186.07,47.55,0.723,2.9
T000470,Route_5,Tram,21,36.1,21,7.18,2.7,Sun,0,Rain,122.67,79.06,0.978,4.4
T000471,Route_6,Train,1,6.3,35,1.77,6.7,Sat,0,Clear,69.51,15.76,0.918,4.5
T000472,Route_6,Tram,1,38.2,35,11.27,6.4,Thu,0,Clear,437.65,101.82,0.758,2.8
T000473,Route_10,Ferry,11,15.3,22,2.68,1.2,Fri,0,Rain,48.69,17.32,0.867,2.5
T000474,Route_5,Tram,14,34.9,24,3.95,0.8,Sun,0,Rain,79.18,84.26,0.762,3.2
T000475,Route_19,Tram,16,32.4,34,11.87,1.8,Sat,0,Rain,368.37,90.43,0.676,3.3
T000476,Route_7,Bus,12,13.6,36,2.58,1.7,Sat,0,Clear,104.0,50.87,0.943,4.9
T000477,Route_8,Bus,14,4.4,24,13.85,7.8,Wed,0,Clear,324.73,5.0,0.73,3.2
T000478,Route_9,Ferry,5,28.0,26,3.59,3.3,Mon,0,Clear,102.76,54.95,0.919,3.4
T000479,Route_15,Subway,4,42.7,28,13.24,0.1,Sat,0,Clear,438.9,100.47,0.777,2.6
T000480,Route_14,Ferry,15,9.4,25,11.07,4.4,Tue,0,Clear,307.29,24.34,0.745,2.4
T000481,Route_4,Tram,19,18.6,29,9.65,0.8,Thu,1,Clear,258.89,54.78,0.781,4.8
T000482,Route_4,Ferry,6,40.0,25,11.14,1.1,Wed,1,Clear,333.63,106.15,0.858,2.7
T000483,Route_1,Bus,2,11.7,30,12.64,6.7,Thu,0,Clear,354.25,38.48,0.792,3.3
T000484,Route_16,Ferry,2,2.0,22,14.69,11.3,Wed,0,Clear,280.52,5.0,1.0,1.8
T000485,Route_8,Bus,3,21.6,31,14.99,3.6,Thu,0,Clear,435.81,57.72,0.999,3.4
T000486,Route_12,Bus,6,38.4,36,4.96,27.8,Wed,0,Clear,187.2,86.88,0.745,2.3
T000487,Route_19,Subway,8,31.1,28,3.5,10.7,Tue,1,Snow,115.0,83.03,0.965,3.2
T000488,Route_20,Tram,9,30.7,29,7.14,3.5,Wed,0,Clear,183.33,79.66,0.889,4.1
T000489,Route_18,Bus,0,16.4,33,10.61,4.4,Mon,0,Clear,309.59,30.48,0.81,3.2
T000490,Route_14,Tram,19,8.5,37,3.25,9.0,Wed,0,Clear,124.94,30.28,0.92,3.7
T000491,Route_6,Train,11,34.6,38,7.06,0.4,Sun,0,Snow,317.42,86.97,0.912,2.8
T000492,Route_11,Train,9,15.8,34,8.22,0.7,Sat,0,Clear,251.9,23.47,0.88,3.4
T000493,Route_14,Subway,5,14.8,24,3.51,2.8,Sun,0,Rain,69.28,34.39,0.834,3.7
T000494,Route_11,Ferry,16,4.8,21,9.51,2.1,Sun,0,Clear,175.18,5.0,0.833,3.6
T000495,Route_5,Train,11,0.6,27,9.43,3.2,Tue,0,Clear,206.23,5.0,0.675,3.4
T000496,Route_16,Subway,8,30.6,32,13.9,6.5,Tue,0,Clear,359.95,81.38,0.947,4.7
T000497,Route_18,Subway,18,40.3,30,5.52,6.3,Wed,0,Clear,182.02,94.67,0.861,2.6
T000498,Route_10,Subway,16,34.5,24,2.83,1.3,Sun,0,Rain,68.11,100.47,0.665,5.0
T000499,Route_16,Subway,22,27.8,36,10.02,3.2,Mon,1,Clear,422.35,60.25,0.688,2.9
T000500,Route_2,Bus,15,8.8,19,9.69,6.8,Sun,0,Clear,186.75,21.63,0.778,4.7
T000501,Route_17,Bus,18,17.3,32,12.76,0.4,Fri,0,Clear,489.4,55.56,0.782,3.2
T000502,Route_13,Subway,10,40.2,40,11.1,4.0,Tue,0,Clear,389.03,90.66,0.869,3.9
T000503,Route_13,Subway,4,11.4,26,5.9,0.8,Tue,0,Clear,161.05,45.2,0.986,3.7
